ID,ClassID,SubclassID,Material,InventoryType,SheatheType,Sound_override_subclassID,IconFileDataID,ItemGroupSoundsID
6904,2,15,1,13,3,-1,134298,8
9467,2,15,1,13,3,-1,134298,8
19924,2,15,1,13,3,-1,134298,8
901,15,0,0,0,0,-1,134937,20
902,15,0,0,0,0,-1,134937,20
903,15,0,0,0,0,-1,134937,20
24587,4,1,7,3,0,-1,135039,7
909,4,1,7,3,0,-1,135033,7
4729,4,1,7,3,0,-1,135033,7
4734,4,1,7,3,0,-1,135033,7
6617,4,1,7,3,0,-1,135033,7
7435,4,1,7,3,0,-1,135033,7
7473,4,1,7,3,0,-1,135033,7
7523,4,1,7,3,0,-1,135033,7
8288,4,1,7,3,0,-1,135033,7
9536,4,1,7,3,0,-1,135033,7
9881,4,1,7,3,0,-1,135033,7
9912,4,1,7,3,0,-1,135033,7
9941,4,1,7,3,0,-1,135033,7
10142,4,1,7,3,0,-1,135033,7
11782,4,1,7,3,0,-1,135033,7
11884,4,1,7,3,0,-1,135033,7
12109,4,1,7,3,0,-1,135033,7
13185,4,1,7,3,0,-1,135033,7
13374,4,1,7,3,0,-1,135033,7
14139,4,1,7,3,0,-1,135033,7
14223,4,1,7,3,0,-1,135033,7
14232,4,1,7,3,0,-1,135033,7
14243,4,1,7,3,0,-1,135033,7
14266,4,1,7,3,0,-1,135033,7
14389,4,1,7,3,0,-1,135033,7
14423,4,1,7,3,0,-1,135033,7
14432,4,1,7,3,0,-1,135033,7
14463,4,1,7,3,0,-1,135033,7
14538,4,1,7,3,0,-1,135033,7
14633,4,1,7,3,0,-1,135033,7
15784,4,1,7,3,0,-1,135033,7
15812,4,1,7,3,0,-1,135033,7
16415,4,1,7,3,0,-1,135033,7
16492,4,1,7,3,0,-1,135033,7
16695,4,1,7,3,0,-1,135033,7
16797,4,1,7,3,0,-1,135033,7
16816,4,1,7,3,0,-1,135033,7
16924,4,1,7,3,0,-1,135033,7
17580,4,1,7,3,0,-1,135033,7
17601,4,1,7,3,0,-1,135033,7
17604,4,1,7,3,0,-1,135033,7
18747,4,1,7,3,0,-1,135033,7
21686,4,1,7,3,0,-1,135033,7
21864,4,1,7,3,0,-1,135033,7
21874,4,1,7,3,0,-1,135033,7
22082,4,1,7,3,0,-1,135033,7
22405,4,1,7,3,0,-1,135033,7
22412,4,1,7,3,0,-1,135033,7
23264,4,1,7,3,0,-1,135033,7
23319,4,1,7,3,0,-1,135033,7
27738,4,1,7,3,0,-1,135033,7
28627,4,1,7,3,0,-1,135033,7
28707,4,1,7,3,0,-1,135033,7
28820,4,1,7,3,0,-1,135033,7
28859,4,1,7,3,0,-1,135033,7
31624,4,1,7,3,0,-1,135033,7
31628,4,1,7,3,0,-1,135033,7
32096,4,1,7,3,0,-1,135033,7
32101,4,1,7,3,0,-1,135033,7
32106,4,1,7,3,0,-1,135033,7
32338,4,1,7,3,0,-1,135033,7
32587,4,1,7,3,0,-1,135033,7
35331,4,1,7,3,0,-1,135033,7
35336,4,1,7,3,0,-1,135033,7
35341,4,1,7,3,0,-1,135033,7
40765,4,1,7,3,0,-1,135033,7
41523,4,1,7,3,0,-1,135033,7
42706,4,1,7,3,0,-1,135033,7
42711,4,1,7,3,0,-1,135033,7
43193,4,1,7,3,0,-1,135033,7
44107,4,1,7,3,0,-1,135033,7
57965,4,1,7,3,0,-1,135033,7
59110,4,1,7,3,0,-1,135033,7
60941,4,1,7,3,0,-1,135033,7
65686,4,1,7,3,0,-1,135033,7
77615,4,1,7,3,0,-1,135033,7
77631,4,1,7,3,0,-1,135033,7
77692,4,1,7,3,0,-1,135033,7
77709,4,1,7,3,0,-1,135033,7
77772,4,1,7,3,0,-1,135033,7
77779,4,1,7,3,0,-1,135033,7
77780,4,1,7,3,0,-1,135033,7
78030,4,1,7,3,0,-1,135033,7
78204,4,1,7,3,0,-1,135033,7
78213,4,1,7,3,0,-1,135033,7
93861,4,1,7,3,0,-1,135033,7
97674,4,1,7,3,0,-1,135033,7
122378,4,1,7,3,0,-1,135033,7
150490,4,1,7,3,0,-1,135033,7
10678,12,0,0,0,0,-1,133464,20
10679,12,0,0,0,0,-1,133464,20
10680,12,0,0,0,0,-1,133464,20
10681,12,0,0,0,0,-1,133464,20
22735,12,0,0,0,0,-1,133464,20
164949,12,0,0,0,0,-1,133464,20
1679,2,5,2,17,1,-1,133476,9
3194,2,5,2,17,1,-1,133476,9
3782,2,5,2,17,1,-1,133476,9
4778,2,5,2,17,1,-1,133476,9
7707,2,5,2,17,1,-1,133476,9
13393,2,5,2,17,1,-1,133476,9
25129,2,5,2,17,1,-1,133476,9
25934,2,5,2,17,1,-1,133476,9
61612,2,5,2,17,1,-1,133476,9
2084,2,8,1,17,1,-1,135311,9
3417,2,8,1,17,1,-1,135311,9
4817,2,8,1,17,1,-1,135311,9
6741,2,8,1,17,1,-1,135311,9
1488,4,3,5,5,0,-1,132624,8
2016,4,3,5,5,0,-1,132624,8
2965,4,3,5,5,0,-1,132624,8
3053,4,3,5,5,0,-1,132624,8
3330,4,3,5,5,0,-1,132624,8
3416,4,3,5,5,0,-1,132624,8
3471,4,3,5,5,0,-1,132624,8
3844,4,3,5,5,0,-1,132624,8
6195,4,3,5,5,0,-1,132624,8
6730,4,3,5,5,0,-1,132624,8
14730,4,3,5,5,0,-1,132624,8
921,12,0,0,0,0,-1,133688,20
939,12,0,0,0,0,-1,133688,20
3061,4,2,8,5,0,-1,132715,7
3528,4,2,8,5,0,-1,132715,7
3537,4,2,8,5,0,-1,132715,7
3538,4,2,8,5,0,-1,132715,7
3547,4,2,8,5,0,-1,132715,7
4861,4,2,8,5,0,-1,132715,7
15018,4,2,8,5,0,-1,132715,7
17922,4,2,8,5,0,-1,132715,7
24111,4,2,8,5,0,-1,132715,7
42099,4,2,8,5,0,-1,132715,7
51958,4,2,8,5,0,-1,132715,7
54658,4,2,8,5,0,-1,132715,7
5765,1,0,8,18,0,-1,133629,18
2695,2,4,2,13,3,-1,133486,8
7736,2,4,2,13,3,-1,133486,8
9639,2,4,2,13,3,-1,133486,8
10838,2,4,2,13,3,-1,133486,8
16769,2,4,2,13,3,-1,133486,8
25319,2,4,2,13,3,-1,133486,8
25836,2,4,2,13,3,-1,133486,8
32246,2,4,2,13,3,-1,133486,8
57428,2,4,2,13,3,-1,133486,8
92017,2,4,2,13,3,-1,133486,8
2801,2,8,1,17,1,-1,135280,9
3209,2,8,1,17,1,-1,135280,9
5813,2,8,1,17,1,-1,135280,9
15257,2,8,1,17,1,-1,135280,9
25987,2,8,1,17,1,-1,135280,9
34693,2,8,1,17,1,-1,135280,9
34694,2,8,1,17,1,-1,135280,9
3851,2,5,2,17,1,-1,133044,9
9423,2,5,2,17,1,-1,133044,9
12528,2,5,2,17,1,-1,133044,9
15418,2,5,2,17,1,-1,133044,9
1913,2,4,2,21,3,-1,133476,8
2844,2,4,2,21,3,-1,133476,8
4021,2,4,2,21,3,-1,133476,8
4563,2,4,2,21,3,-1,133476,8
13820,2,4,2,21,3,-1,133476,8
25401,2,4,2,21,3,-1,133476,8
33423,2,4,2,21,3,-1,133476,8
62067,2,4,2,21,3,-1,133476,8
90810,2,4,2,21,3,-1,133476,8
106316,2,4,2,21,3,-1,133476,8
121333,2,4,2,21,3,-1,133476,8
1512,2,1,1,17,1,-1,135423,9
1812,2,1,1,17,1,-1,135423,9
3855,2,1,1,17,1,-1,135423,9
5777,2,1,1,17,1,-1,135423,9
132822,2,1,1,17,1,-1,135423,9
135567,2,1,1,17,1,-1,135423,9
1454,2,0,1,13,3,-1,132415,8
4126,2,0,1,13,3,-1,132415,8
4825,2,0,1,13,3,-1,132415,8
13014,2,0,1,13,3,-1,132415,8
15230,2,0,1,13,3,-1,132415,8
25210,2,0,1,13,3,-1,132415,8
62958,2,0,1,13,3,-1,132415,8
16889,2,10,2,17,2,-1,135157,13
19102,2,10,2,17,2,-1,135157,13
20522,2,10,2,17,2,-1,135157,13
21273,2,10,2,17,2,-1,135157,13
21275,2,10,2,17,2,-1,135157,13
25171,2,10,2,17,2,-1,135157,13
25181,2,10,2,17,2,-1,135157,13
25334,2,10,2,17,2,-1,135157,13
52875,2,10,2,17,2,-1,135157,13
153109,2,10,2,17,2,-1,135157,13
172117,2,10,2,17,2,-1,135157,13
3914,1,0,7,18,0,-1,133629,18
4240,1,0,8,18,0,-1,133639,18
4497,1,0,8,18,0,-1,133639,18
4499,1,0,8,18,0,-1,133639,18
4930,1,0,8,18,0,-1,133639,18
4957,1,0,8,18,0,-1,133639,18
5081,1,0,8,18,0,-1,133639,18
5576,1,0,8,18,0,-1,133639,18
6754,1,0,8,18,0,-1,133639,18
57247,1,0,8,18,0,-1,133639,18
118235,1,0,8,18,0,-1,133639,18
4500,1,0,8,18,0,-1,133633,18
4501,1,0,8,18,0,-1,133633,18
67532,1,0,8,18,0,-1,133633,18
10050,1,0,8,18,0,-1,133640,18
29118,1,0,8,18,0,-1,133640,18
38145,1,0,8,18,0,-1,133640,18
57549,1,0,8,18,0,-1,133640,18
1608,2,4,2,13,3,-1,133729,8
2256,2,4,2,13,3,-1,133729,8
13401,2,4,2,13,3,-1,133729,8
15228,2,4,2,13,3,-1,133729,8
65974,2,4,2,13,3,-1,133729,8
3069,4,1,7,20,0,-1,132667,7
14100,4,1,7,20,0,-1,132667,7
21671,4,1,7,20,0,-1,132667,7
35957,4,1,7,20,0,-1,132667,7
35965,4,1,7,20,0,-1,132667,7
35973,4,1,7,20,0,-1,132667,7
35981,4,1,7,20,0,-1,132667,7
35989,4,1,7,20,0,-1,132667,7
35997,4,1,7,20,0,-1,132667,7
36005,4,1,7,20,0,-1,132667,7
36013,4,1,7,20,0,-1,132667,7
36021,4,1,7,20,0,-1,132667,7
36029,4,1,7,20,0,-1,132667,7
36037,4,1,7,20,0,-1,132667,7
36045,4,1,7,20,0,-1,132667,7
36053,4,1,7,20,0,-1,132667,7
37938,4,1,7,20,0,-1,132667,7
38719,4,1,7,20,0,-1,132667,7
38733,4,1,7,20,0,-1,132667,7
38735,4,1,7,20,0,-1,132667,7
38740,4,1,7,20,0,-1,132667,7
39365,4,1,7,20,0,-1,132667,7
39781,4,1,7,20,0,-1,132667,7
39785,4,1,7,20,0,-1,132667,7
44382,4,1,7,20,0,-1,132667,7
52994,4,1,7,20,0,-1,132667,7
55154,4,1,7,20,0,-1,132667,7
55155,4,1,7,20,0,-1,132667,7
55156,4,1,7,20,0,-1,132667,7
55157,4,1,7,20,0,-1,132667,7
55159,4,1,7,20,0,-1,132667,7
79959,4,1,7,20,0,-1,132667,7
79968,4,1,7,20,0,-1,132667,7
79973,4,1,7,20,0,-1,132667,7
90699,4,1,7,20,0,-1,132667,7
90704,4,1,7,20,0,-1,132667,7
90730,4,1,7,20,0,-1,132667,7
112072,4,1,7,20,0,-1,132667,7
10455,4,0,4,12,0,-1,135229,24
65931,4,0,4,12,0,-1,135229,24
2917,4,0,3,11,0,-1,133349,14
18821,4,0,3,11,0,-1,133349,14
37079,4,0,3,11,0,-1,133349,14
3452,2,10,2,17,2,-1,135144,13
5277,2,10,2,17,2,-1,135144,13
5304,2,10,2,17,2,-1,135144,13
12252,2,10,2,17,2,-1,135144,13
15854,2,10,2,17,2,-1,135144,13
20724,2,10,2,17,2,-1,135144,13
22335,2,10,2,17,2,-1,135144,13
22391,2,10,2,17,2,-1,135144,13
23124,2,10,2,17,2,-1,135144,13
23335,2,10,2,17,2,-1,135144,13
25177,2,10,2,17,2,-1,135144,13
25760,2,10,2,17,2,-1,135144,13
28959,2,10,2,17,2,-1,135144,13
32185,2,10,2,17,2,-1,135144,13
36869,2,10,2,17,2,-1,135144,13
44655,2,10,2,17,2,-1,135144,13
52009,2,10,2,17,2,-1,135144,13
54909,2,10,2,17,2,-1,135144,13
54913,2,10,2,17,2,-1,135144,13
61526,2,10,2,17,2,-1,135144,13
63621,2,10,2,17,2,-1,135144,13
86196,2,10,2,17,2,-1,135144,13
100944,2,10,2,17,2,-1,135144,13
101385,2,10,2,17,2,-1,135144,13
138399,2,10,2,17,2,-1,135144,13
116413,0,8,0,0,0,-1,134943,20
1477,0,8,7,0,0,-1,134938,20
4425,0,8,7,0,0,-1,134938,20
4426,0,8,7,0,0,-1,134938,20
10309,0,8,7,0,0,-1,134938,20
10310,0,8,7,0,0,-1,134938,20
27498,0,8,7,0,0,-1,134938,20
27503,0,8,7,0,0,-1,134938,20
33457,0,8,7,0,0,-1,134938,20
33462,0,8,7,0,0,-1,134938,20
43463,0,8,7,0,0,-1,134938,20
43464,0,8,7,0,0,-1,134938,20
43465,0,8,7,0,0,-1,134938,20
43466,0,8,7,0,0,-1,134938,20
63303,0,8,7,0,0,-1,134938,20
63304,0,8,7,0,0,-1,134938,20
1181,0,8,7,0,0,-1,134937,20
1712,0,8,7,0,0,-1,134937,20
4424,0,8,7,0,0,-1,134937,20
10306,0,8,7,0,0,-1,134937,20
27501,0,8,7,0,0,-1,134937,20
33460,0,8,7,0,0,-1,134937,20
37097,0,8,7,0,0,-1,134937,20
37098,0,8,7,0,0,-1,134937,20
63307,0,8,7,0,0,-1,134937,20
958,12,0,0,0,0,-1,135005,7
960,12,0,0,0,0,-1,135005,7
2575,4,0,7,4,0,-1,135029,7
4330,4,0,7,4,0,-1,135029,7
6796,4,0,7,4,0,-1,135029,7
10055,4,0,7,4,0,-1,135029,7
14617,4,0,7,4,0,-1,135029,7
41248,4,0,7,4,0,-1,135029,7
41252,4,0,7,4,0,-1,135029,7
46105,4,0,7,4,0,-1,135029,7
68611,4,0,7,4,0,-1,135029,7
98080,4,0,7,4,0,-1,135029,7
967,9,0,0,0,0,-1,133739,19
968,9,0,0,0,0,-1,133739,19
973,9,0,0,0,0,-1,133739,19
974,9,0,0,0,0,-1,133739,19
975,9,0,0,0,0,-1,133739,19
976,9,0,0,0,0,-1,133739,19
980,9,0,0,0,0,-1,133739,19
985,9,0,0,0,0,-1,133739,19
986,9,0,0,0,0,-1,133739,19
989,9,0,0,0,0,-1,133739,19
992,9,0,0,0,0,-1,133739,19
994,9,0,0,0,0,-1,133739,19
1004,9,0,0,0,0,-1,133739,19
1554,9,0,0,0,0,-1,133739,19
1559,9,0,0,0,0,-1,133739,19
1567,9,0,0,0,0,-1,133739,19
1568,9,0,0,0,0,-1,133739,19
1571,9,0,0,0,0,-1,133739,19
1574,9,0,0,0,0,-1,133739,19
3089,9,0,0,0,0,-1,133739,19
3090,9,0,0,0,0,-1,133739,19
3091,9,0,0,0,0,-1,133739,19
3092,9,0,0,0,0,-1,133739,19
3093,9,0,0,0,0,-1,133739,19
3094,9,0,0,0,0,-1,133739,19
3095,9,0,0,0,0,-1,133739,19
3096,9,0,0,0,0,-1,133739,19
3097,9,0,0,0,0,-1,133739,19
3098,9,0,0,0,0,-1,133739,19
3099,9,0,0,0,0,-1,133739,19
3100,9,0,0,0,0,-1,133739,19
3101,9,0,0,0,0,-1,133739,19
3102,9,0,0,0,0,-1,133739,19
4141,9,0,0,0,0,-1,133739,19
4143,9,0,0,0,0,-1,133739,19
4145,9,0,0,0,0,-1,133739,19
4146,9,0,0,0,0,-1,133739,19
4147,9,0,0,0,0,-1,133739,19
4148,9,0,0,0,0,-1,133739,19
4149,9,0,0,0,0,-1,133739,19
4150,9,0,0,0,0,-1,133739,19
4151,9,0,0,0,0,-1,133739,19
4152,9,0,0,0,0,-1,133739,19
4153,9,0,0,0,0,-1,133739,19
4154,9,0,0,0,0,-1,133739,19
4155,9,0,0,0,0,-1,133739,19
4156,9,0,0,0,0,-1,133739,19
4157,9,0,0,0,0,-1,133739,19
4158,9,0,0,0,0,-1,133739,19
4159,9,0,0,0,0,-1,133739,19
4161,9,0,0,0,0,-1,133739,19
4162,9,0,0,0,0,-1,133739,19
5644,9,0,0,0,0,-1,133739,19
5647,9,0,0,0,0,-1,133739,19
5648,9,0,0,0,0,-1,133739,19
5649,9,0,0,0,0,-1,133739,19
5650,9,0,0,0,0,-1,133739,19
8802,9,0,0,0,0,-1,133739,19
8804,9,0,0,0,0,-1,133739,19
8805,9,0,0,0,0,-1,133739,19
8806,9,0,0,0,0,-1,133739,19
8807,9,0,0,0,0,-1,133739,19
8808,9,0,0,0,0,-1,133739,19
8809,9,0,0,0,0,-1,133739,19
8810,9,0,0,0,0,-1,133739,19
8811,9,0,0,0,0,-1,133739,19
8812,9,0,0,0,0,-1,133739,19
8813,9,0,0,0,0,-1,133739,19
8814,9,0,0,0,0,-1,133739,19
8815,9,0,0,0,0,-1,133739,19
8816,9,0,0,0,0,-1,133739,19
8818,9,0,0,0,0,-1,133739,19
8819,9,0,0,0,0,-1,133739,19
8820,9,0,0,0,0,-1,133739,19
8821,9,0,0,0,0,-1,133739,19
8822,9,0,0,0,0,-1,133739,19
8823,9,0,0,0,0,-1,133739,19
8824,9,0,0,0,0,-1,133739,19
8825,9,0,0,0,0,-1,133739,19
8826,9,0,0,0,0,-1,133739,19
8828,9,0,0,0,0,-1,133739,19
8829,9,0,0,0,0,-1,133739,19
8830,9,0,0,0,0,-1,133739,19
8832,9,0,0,0,0,-1,133739,19
8833,9,0,0,0,0,-1,133739,19
8834,9,0,0,0,0,-1,133739,19
8835,9,0,0,0,0,-1,133739,19
8837,9,0,0,0,0,-1,133739,19
8840,9,0,0,0,0,-1,133739,19
8841,9,0,0,0,0,-1,133739,19
8842,9,0,0,0,0,-1,133739,19
8843,9,0,0,0,0,-1,133739,19
8844,9,0,0,0,0,-1,133739,19
8847,9,0,0,0,0,-1,133739,19
8848,9,0,0,0,0,-1,133739,19
8849,9,0,0,0,0,-1,133739,19
8850,9,0,0,0,0,-1,133739,19
8851,9,0,0,0,0,-1,133739,19
8852,9,0,0,0,0,-1,133739,19
8853,9,0,0,0,0,-1,133739,19
8854,9,0,0,0,0,-1,133739,19
8855,9,0,0,0,0,-1,133739,19
8856,9,0,0,0,0,-1,133739,19
8857,9,0,0,0,0,-1,133739,19
8858,9,0,0,0,0,-1,133739,19
8859,9,0,0,0,0,-1,133739,19
8860,9,0,0,0,0,-1,133739,19
8861,9,0,0,0,0,-1,133739,19
8862,9,0,0,0,0,-1,133739,19
8863,9,0,0,0,0,-1,133739,19
8864,9,0,0,0,0,-1,133739,19
8865,9,0,0,0,0,-1,133739,19
8866,9,0,0,0,0,-1,133739,19
8867,9,0,0,0,0,-1,133739,19
8868,9,0,0,0,0,-1,133739,19
8869,9,0,0,0,0,-1,133739,19
8871,9,0,0,0,0,-1,133739,19
8872,9,0,0,0,0,-1,133739,19
8873,9,0,0,0,0,-1,133739,19
8874,9,0,0,0,0,-1,133739,19
8875,9,0,0,0,0,-1,133739,19
8876,9,0,0,0,0,-1,133739,19
8877,9,0,0,0,0,-1,133739,19
8878,9,0,0,0,0,-1,133739,19
8879,9,0,0,0,0,-1,133739,19
8880,9,0,0,0,0,-1,133739,19
8881,9,0,0,0,0,-1,133739,19
8882,9,0,0,0,0,-1,133739,19
8883,9,0,0,0,0,-1,133739,19
8884,9,0,0,0,0,-1,133739,19
8885,9,0,0,0,0,-1,133739,19
8886,9,0,0,0,0,-1,133739,19
8887,9,0,0,0,0,-1,133739,19
8888,9,0,0,0,0,-1,133739,19
8889,9,0,0,0,0,-1,133739,19
8890,9,0,0,0,0,-1,133739,19
8891,9,0,0,0,0,-1,133739,19
8892,9,0,0,0,0,-1,133739,19
8893,9,0,0,0,0,-1,133739,19
8894,9,0,0,0,0,-1,133739,19
8895,9,0,0,0,0,-1,133739,19
8896,9,0,0,0,0,-1,133739,19
8897,9,0,0,0,0,-1,133739,19
8898,9,0,0,0,0,-1,133739,19
8899,9,0,0,0,0,-1,133739,19
11734,9,0,0,0,0,-1,133739,19
18600,9,0,0,0,0,-1,133739,19
21214,9,0,0,0,0,-1,133739,19
21279,9,0,0,0,0,-1,133739,19
21280,9,0,0,0,0,-1,133739,19
22153,9,0,0,0,0,-1,133739,19
22739,9,0,0,0,0,-1,133739,19
22890,9,0,0,0,0,-1,133739,19
22891,9,0,0,0,0,-1,133739,19
22897,9,0,0,0,0,-1,133739,19
29550,9,0,0,0,0,-1,133739,19
31496,9,0,0,0,0,-1,133739,19
31498,9,0,0,0,0,-1,133739,19
31500,9,0,0,0,0,-1,133739,19
31501,9,0,0,0,0,-1,133739,19
33316,9,0,0,0,0,-1,133739,19
82469,9,0,0,0,0,-1,133739,19
82470,9,0,0,0,0,-1,133739,19
111926,9,0,0,0,0,-1,133739,19
120137,9,0,0,0,0,-1,133739,19
120138,9,0,0,0,0,-1,133739,19
120139,9,0,0,0,0,-1,133739,19
120140,9,0,0,0,0,-1,133739,19
136780,9,0,0,0,0,-1,133739,19
136781,9,0,0,0,0,-1,133739,19
136782,9,0,0,0,0,-1,133739,19
136783,9,0,0,0,0,-1,133739,19
136787,9,0,0,0,0,-1,133739,19
136789,9,0,0,0,0,-1,133739,19
136790,9,0,0,0,0,-1,133739,19
136794,9,0,0,0,0,-1,133739,19
136795,9,0,0,0,0,-1,133739,19
136797,9,0,0,0,0,-1,133739,19
136799,9,0,0,0,0,-1,133739,19
136800,9,0,0,0,0,-1,133739,19
136801,9,0,0,0,0,-1,133739,19
136803,9,0,0,0,0,-1,133739,19
137172,9,0,0,0,0,-1,133739,19
162625,9,0,0,0,0,-1,133739,19
162626,9,0,0,0,0,-1,133739,19
3744,12,0,0,0,0,-1,133280,14
4530,12,0,0,0,0,-1,133280,14
9234,12,0,0,0,0,-1,133280,14
21383,12,0,0,0,0,-1,133280,14
23228,12,0,0,0,0,-1,133280,14
28209,12,0,0,0,0,-1,133280,14
151428,4,1,7,6,0,-1,236921,7
5010,4,0,4,11,0,-1,133345,14
112475,4,0,4,11,0,-1,133345,14
165678,4,0,4,11,0,-1,133345,14
2162,12,0,0,0,0,-1,133345,14
2239,12,0,0,0,0,-1,133345,14
3234,12,0,0,0,0,-1,133345,14
5538,12,0,0,0,0,-1,133345,14
2073,2,0,1,13,3,-1,132395,8
6966,2,0,1,13,3,-1,132395,8
17342,2,7,1,22,3,-1,135274,8
1021,4,2,8,1,0,-1,133072,7
1279,4,2,8,1,0,-1,133072,7
1684,4,2,8,1,0,-1,133072,7
2038,4,2,8,1,0,-1,133072,7
3884,4,2,8,1,0,-1,133072,7
3887,4,2,8,1,0,-1,133072,7
4193,4,2,8,1,0,-1,133072,7
5307,4,2,8,1,0,-1,133072,7
5753,4,2,8,1,0,-1,133072,7
8345,4,2,8,1,0,-1,133072,7
13113,4,2,8,1,0,-1,133072,7
21360,4,2,8,1,0,-1,133072,7
24697,4,2,8,1,0,-1,133072,7
25975,4,2,8,1,0,-1,133072,7
30946,4,2,8,1,0,-1,133072,7
31110,4,2,8,1,0,-1,133072,7
44409,4,2,8,1,0,-1,133072,7
1023,4,2,8,1,0,-1,133071,7
1024,4,2,8,1,0,-1,133071,7
1025,4,2,8,1,0,-1,133071,7
1027,4,2,8,1,0,-1,133071,7
2993,4,2,8,1,0,-1,133071,7
3059,4,2,8,1,0,-1,133071,7
3063,4,2,8,1,0,-1,133071,7
34969,4,4,8,1,0,-1,133071,7
34970,4,4,8,1,0,-1,133071,7
1192,4,3,5,1,0,-1,133070,10
2918,4,3,5,1,0,-1,133070,10
7540,4,3,5,1,0,-1,133070,10
15615,4,3,5,1,0,-1,133070,10
1030,9,0,0,0,0,-1,134459,19
1031,9,0,0,0,0,-1,134459,19
1032,9,0,0,0,0,-1,134459,19
1033,9,0,0,0,0,-1,134459,19
1034,9,0,0,0,0,-1,134459,19
1035,9,0,0,0,0,-1,134459,19
1036,9,0,0,0,0,-1,134459,19
1037,9,0,0,0,0,-1,134459,19
1038,9,0,0,0,0,-1,134459,19
1048,9,0,0,0,0,-1,134459,19
1049,9,0,0,0,0,-1,134459,19
1052,9,0,0,0,0,-1,134459,19
1053,9,0,0,0,0,-1,134459,19
1057,9,0,0,0,0,-1,134459,19
1058,9,0,0,0,0,-1,134459,19
1061,9,0,0,0,0,-1,134459,19
1063,9,0,0,0,0,-1,134459,19
1588,9,0,0,0,0,-1,134459,19
1589,9,0,0,0,0,-1,134459,19
1591,9,0,0,0,0,-1,134459,19
1597,9,0,0,0,0,-1,134459,19
1603,9,0,0,0,0,-1,134459,19
1619,9,0,0,0,0,-1,134459,19
3125,9,0,0,0,0,-1,134459,19
3126,9,0,0,0,0,-1,134459,19
3127,9,0,0,0,0,-1,134459,19
3129,9,0,0,0,0,-1,134459,19
3130,9,0,0,0,0,-1,134459,19
3132,9,0,0,0,0,-1,134459,19
3133,9,0,0,0,0,-1,134459,19
4168,9,0,0,0,0,-1,134459,19
4169,9,0,0,0,0,-1,134459,19
4170,9,0,0,0,0,-1,134459,19
4171,9,0,0,0,0,-1,134459,19
4172,9,0,0,0,0,-1,134459,19
4173,9,0,0,0,0,-1,134459,19
4174,9,0,0,0,0,-1,134459,19
4175,9,0,0,0,0,-1,134459,19
4176,9,0,0,0,0,-1,134459,19
4177,9,0,0,0,0,-1,134459,19
4178,9,0,0,0,0,-1,134459,19
4179,9,0,0,0,0,-1,134459,19
4180,9,0,0,0,0,-1,134459,19
4181,9,0,0,0,0,-1,134459,19
4182,9,0,0,0,0,-1,134459,19
4183,9,0,0,0,0,-1,134459,19
4184,9,0,0,0,0,-1,134459,19
4185,9,0,0,0,0,-1,134459,19
4186,9,0,0,0,0,-1,134459,19
4187,9,0,0,0,0,-1,134459,19
4188,9,0,0,0,0,-1,134459,19
4189,9,0,0,0,0,-1,134459,19
5696,9,0,0,0,0,-1,134459,19
5697,9,0,0,0,0,-1,134459,19
5698,9,0,0,0,0,-1,134459,19
5699,9,0,0,0,0,-1,134459,19
5700,9,0,0,0,0,-1,134459,19
5701,9,0,0,0,0,-1,134459,19
5702,9,0,0,0,0,-1,134459,19
5703,9,0,0,0,0,-1,134459,19
5704,9,0,0,0,0,-1,134459,19
5705,9,0,0,0,0,-1,134459,19
5706,9,0,0,0,0,-1,134459,19
5707,9,0,0,0,0,-1,134459,19
5708,9,0,0,0,0,-1,134459,19
5709,9,0,0,0,0,-1,134459,19
5710,9,0,0,0,0,-1,134459,19
5711,9,0,0,0,0,-1,134459,19
5712,9,0,0,0,0,-1,134459,19
5713,9,0,0,0,0,-1,134459,19
5714,9,0,0,0,0,-1,134459,19
5715,9,0,0,0,0,-1,134459,19
5716,9,0,0,0,0,-1,134459,19
9037,9,0,0,0,0,-1,134459,19
9039,9,0,0,0,0,-1,134459,19
9040,9,0,0,0,0,-1,134459,19
9041,9,0,0,0,0,-1,134459,19
9043,9,0,0,0,0,-1,134459,19
9044,9,0,0,0,0,-1,134459,19
9046,9,0,0,0,0,-1,134459,19
9047,9,0,0,0,0,-1,134459,19
9048,9,0,0,0,0,-1,134459,19
9049,9,0,0,0,0,-1,134459,19
9050,9,0,0,0,0,-1,134459,19
9051,9,0,0,0,0,-1,134459,19
9052,9,0,0,0,0,-1,134459,19
9053,9,0,0,0,0,-1,134459,19
9054,9,0,0,0,0,-1,134459,19
9055,9,0,0,0,0,-1,134459,19
9056,9,0,0,0,0,-1,134459,19
9057,9,0,0,0,0,-1,134459,19
9058,9,0,0,0,0,-1,134459,19
9059,9,0,0,0,0,-1,134459,19
9062,9,0,0,0,0,-1,134459,19
9063,9,0,0,0,0,-1,134459,19
9064,9,0,0,0,0,-1,134459,19
9065,9,0,0,0,0,-1,134459,19
9066,9,0,0,0,0,-1,134459,19
9067,9,0,0,0,0,-1,134459,19
9068,9,0,0,0,0,-1,134459,19
9069,9,0,0,0,0,-1,134459,19
9070,9,0,0,0,0,-1,134459,19
9071,9,0,0,0,0,-1,134459,19
9072,9,0,0,0,0,-1,134459,19
9073,9,0,0,0,0,-1,134459,19
9074,9,0,0,0,0,-1,134459,19
9075,9,0,0,0,0,-1,134459,19
9076,9,0,0,0,0,-1,134459,19
