ID,EffectAura,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectBasePointsF,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
113088,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29709,0,0,0,0,0,0,0,1,0,103880
113252,0,0,0,86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15,0,16,0,0,0,0,0,18,52,103997
113793,0,0,0,252,0,0,0,0,1,0,0,0,0,4.4561047554,0,0,0,1,0,0,0,1,0,216,0,0,0,0,0,0,0,1,17,104354
113858,0,0,0,53,0,0,0,0,1,0,74716,0,0,0,0,0,0,1,0.18000000715,0,0,1,0,4427,11,0,0,0,0,0,0,0,0,104408
113873,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29368,0,0,0,0,0,0,0,1,0,104421
114379,0,0,0,28,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,29684,1001,0,16,0,0,0,0,53,75,104781
114468,0,0,1,28,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,55843,2916,0,0,0,0,0,0,46,0,104856
114712,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,55938,942,0,16,0,0,0,0,18,32,105042
114914,0,0,0,24,0,0,0,0,1,0,75016,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,105194
115083,19,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,16,0,0,0,0,0,0,0,1,0,105308
115101,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,56127,3100,0,16,0,0,0,0,18,32,105319
115215,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,56127,3100,0,16,0,0,0,0,18,32,105393
116027,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,56412,3093,16,0,0,0,0,0,32,0,105971
116030,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,56405,3093,16,0,0,0,0,0,32,0,105973
116031,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,56407,3093,16,0,0,0,0,0,32,0,105974
116034,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,56408,3093,16,0,0,0,0,0,32,0,105977
116035,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,56409,3093,16,0,0,0,0,0,32,0,105978
116037,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,56410,3093,16,0,0,0,0,0,32,0,105980
116038,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,56411,3093,16,0,0,0,0,0,32,0,105981
116082,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,16,0,0,0,0,73,0,106018
116632,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.10000000149,0,1,8.63179302216,0,0,0,0,0,0,0,0,6,0,106423
116760,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,16,0,0,0,0,1,0,106508
117098,332,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,102416,0,0,0,0,0,0,16,0,1,0,5421
118340,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29805,0,0,0,0,0,0,0,1,0,107548
118474,0,0,0,59,0,0,0,0,1,0,76554,0,0,0,0,0,0,1,0,0,0,1,1,40716,0,0,0,0,0,0,0,1,0,107634
119652,0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,55916,0,0,0,0,0,0,0,0,1,0,108513
119873,19,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,16,0,0,0,0,0,0,0,1,0,108701
120037,19,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,16,0,0,0,0,0,0,0,1,0,108834
120795,346,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,116,0,0,0,0,0,0,0,1,0,109329
122074,243,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,38,0,110259
122285,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,58312,64,16,0,0,0,0,0,72,0,110397
122567,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,58384,2921,16,0,0,0,0,0,32,0,110571
122568,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,58385,2921,16,0,0,0,0,0,32,0,110572
122569,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,58386,2921,16,0,0,0,0,0,32,0,110573
122631,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,58399,64,16,0,0,0,0,0,72,0,110606
122943,19,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,16,0,0,0,0,0,0,0,1,0,110796
123104,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30207,0,0,0,0,0,0,0,1,0,110880
123106,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30208,0,0,0,0,0,0,0,1,0,110881
123108,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30209,0,0,0,0,0,0,0,1,0,110882
123110,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30210,0,0,0,0,0,0,0,1,0,110883
123112,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30211,0,0,0,0,0,0,0,1,0,110884
123114,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30212,0,0,0,0,0,0,0,1,0,110885
123291,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30215,0,0,0,0,0,0,0,1,0,111022
123292,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30216,0,0,0,0,0,0,0,1,0,111023
123294,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30217,0,0,0,0,0,0,0,1,0,111025
123295,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30218,0,0,0,0,0,0,0,1,0,111026
123297,0,0,0,139,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30216,0,0,0,0,0,0,0,1,0,111028
123361,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30220,0,0,0,0,0,0,0,1,0,111084
123364,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30221,0,0,0,0,0,0,0,1,0,111087
123365,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30222,0,0,0,0,0,0,0,1,0,111088
123368,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30223,0,0,0,0,0,0,0,1,0,111091
123388,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30219,0,0,0,0,0,0,0,1,0,111114
123390,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30224,0,0,0,0,0,0,0,1,0,111116
124088,0,0,0,24,0,0,0,0,1,0,79255,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,111646
125742,0,0,0,53,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.30000001192,0,0,1,0,4916,0,0,0,0,0,0,0,0,0,113044
125948,0,0,1,42,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,16,0,0,0,0,65,86,113190
127023,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,16,0,0,0,0,86,0,113954
127025,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,16,0,0,0,0,86,0,113956
127170,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30486,0,0,0,0,0,0,0,1,0,114063
127282,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,114144,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,87,16,114145
127729,19,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,16,0,0,0,0,0,0,0,1,0,114441
127829,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30536,0,0,0,0,0,0,0,25,0,114503
127844,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30562,0,0,0,0,0,0,0,25,0,114513
127878,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30561,0,0,0,0,0,0,0,25,0,114539
127934,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30566,0,0,0,0,0,0,0,25,0,114575
128019,0,0,0,24,0,0,0,0,1,0,80216,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,114628
128194,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30470,0,0,0,0,0,0,0,1,0,114741
128261,243,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,38,0,114799
128766,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,59874,64,16,0,0,0,0,0,72,0,115094
129077,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,60849,3216,0,0,0,0,0,0,87,0,115313
129426,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,60095,3147,16,0,0,0,0,0,47,0,115550
129797,0,0,1,59,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43616,0,0,0,0,0,0,0,1,0,111123
130370,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0,107351,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,22,7,106769
131671,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,116587,0,1,0,0,0,1,50,0,0,0,16,0,0,0,0,87,16,116586
132194,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,116925,0,1,0,0,0,1,50,0,0,0,16,0,0,0,0,87,16,116924
134435,0,0,2,148,0,0,0,0,1,0,0,0,0,0,0,106585,0,1,0,0,0,1,116,0,0,0,0,0,0,0,0,0,0,106292
134895,260,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,916,0,0,0,0,0,0,0,1,0,118433
134945,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30854,0,0,0,0,0,0,0,92,0,118463
135055,3,0,1,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,0,6,0,118532
135708,0,0,0,134,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,61316,0,0,0,0,0,0,0,1,0,118949
135846,0,0,3,134,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,61316,0,0,0,0,0,0,0,1,0,118249
137588,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32259,0,0,0,0,0,0,0,1,0,119461
138308,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,61448,64,16,0,0,0,0,0,47,0,119706
139466,0,0,1,195,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44,0,0,16,0,0,0,0,18,79,120114
139516,0,0,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30454,0,0,0,0,0,0,0,1,0,113244
139518,0,0,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30455,0,0,0,0,0,0,0,1,0,113245
139740,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,19.41300201416,0,0,0,0,0,0,0,0,1,0,120309
139816,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,16,0,0,0,0,38,0,120349
140019,0,0,1,114,0,0,0,0.25,1,0,0,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2649
140020,11,0,2,6,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,0,0,1,400,0,0,0,0,0,0,0,0,6,0,2649
140168,0,0,1,186,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,54,0,0,16,0,0,0,0,18,79,120557
140713,0,0,0,150,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31016,0,0,0,0,0,0,0,1,0,120771
140831,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,120836,0,1,0,0,0,1,0,0,0,16,16,0,0,0,0,53,91,120835
145867,3,4,0,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,14.27428913116,0,0,0,0,0,0,0,0,6,0,65812
145897,3,4,0,6,0,0,2000,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,14.27428913116,0,0,0,0,0,0,0,0,6,0,65855
145898,3,5,0,6,0,0,2000,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,14.27428913116,0,0,0,0,0,0,0,0,6,0,65855
146056,8,5,0,6,0,0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0.11500000209,0,1,14.27428913116,0,0,0,0,0,0,0,0,21,0,66093
146145,3,5,1,6,0,0,2000,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,14.27428913116,0,0,0,0,0,0,0,0,6,0,66331
146180,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1,192.70289611816,0,0,0,0,0,0,0,0,6,0,66533
146240,3,5,1,6,0,0,1500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,14.27428913116,0,0,0,0,0,0,0,0,6,0,66823
146342,79,2,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,16,0,0,0,0,0,0,0,1,0,68774
146343,79,4,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,16,0,0,0,0,0,0,0,1,0,68774
146348,79,2,0,6,0,0,0,0,1,0,0,0,0,0,0,68786,0,1,0,0,0,1,200,16,0,0,0,0,0,0,0,1,0,68785
146349,79,4,0,6,0,0,0,0,1,0,0,0,0,0,0,68786,0,1,0,0,0,1,200,16,0,0,0,0,0,0,0,1,0,68785
146398,53,2,0,6,2,0,1000,0.30000001192,1,0,0,0,0,0,0,0,0,1,0,0,0,1,14.27428913116,0,0,0,0,0,0,0,0,6,0,69066
146399,53,4,0,6,2,0,1000,0.30000001192,1,0,0,0,0,0,0,0,0,1,0,0,0,1,14.27428913116,0,0,0,0,0,0,0,0,6,0,69066
146598,0,2,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.20000000298,0,1,192.70289611816,0,0,0,0,0,0,0,0,21,0,69899
146599,0,4,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.20000000298,0,1,192.70289611816,0,0,0,0,0,0,0,0,21,0,69899
147027,0,2,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,72145,24878,0,28,0,0,0,0,0,22,7,72155
147028,0,4,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,72145,24878,0,28,0,0,0,0,0,22,7,72155
147163,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.11500000209,0,1,7.64154577255,0,0,0,0,0,0,0,0,6,0,73963
147164,0,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.11500000209,0,1,7.64154577255,0,0,0,0,0,0,0,0,6,0,73963
147452,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,76502
147453,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,76502
147516,0,2,0,2,0,0,0,0.20000000298,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,76612
147517,0,4,0,2,0,0,0,0.20000000298,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,76612
147794,3,4,0,6,0,0,2000,0,1,0,0,0,0,0,0,78937,0,1,0,0.15000000596,0,1,11.29061985016,0,0,0,0,0,0,0,0,6,0,78941
147888,3,2,1,6,0,0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,80151
147889,3,4,1,6,0,0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,80151
148029,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,32.44732666016,0,0,0,0,0,0,0,0,0,0,82425
148030,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,32.44732666016,0,0,0,0,0,0,0,0,0,0,82425
148384,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.30000001192,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,88029
148385,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.30000001192,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,88029
148524,3,2,1,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,5.66040468216,0,0,0,0,0,0,0,0,1,0,89732
148525,3,4,1,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,5.66040468216,0,0,0,0,0,0,0,0,1,0,89732
148647,3,2,1,6,0,0,2000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,91677
148648,3,4,1,6,0,0,2000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,91677
148727,3,2,0,6,0,0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,93675
148728,3,4,0,6,0,0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,93675
148773,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.10000000149,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,96415
148774,0,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.10000000149,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,96415
148787,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,96469
148788,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,96469
148873,3,2,0,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,98006
148874,3,4,0,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,98006
148875,3,2,0,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,98015
148876,3,4,0,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.66040468216,0,0,0,0,0,0,0,0,6,0,98015
149035,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.10000000149,0,1,92.21742248535,0,0,0,16,0,0,0,0,87,16,99842
149036,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.10000000149,0,1,92.21742248535,0,0,0,16,0,0,0,0,87,16,99842
149908,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,8.63179302216,0,0,0,0,0,0,0,0,6,0,121165
150021,0,0,1,198,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,16,0,0,0,0,18,78,121243
150683,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,62353,2916,16,0,0,0,0,0,48,0,121503
150725,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,62353,2916,0,0,0,0,0,0,18,0,121515
150728,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,65457,2916,0,0,0,0,0,0,18,0,121516
150784,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,65458,2916,0,0,0,0,0,0,18,0,121530
150785,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,65459,2916,0,0,0,0,0,0,18,0,121531
150800,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,65460,2916,0,0,0,0,0,0,18,0,121539
150801,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,65461,2916,0,0,0,0,0,0,18,0,121540
150810,0,0,1,198,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,87,0,0,16,0,0,0,0,18,78,121545
153322,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,10.90331554413,0,0,0,16,0,0,0,0,22,15,122005
153578,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,62587,3300,16,0,0,0,0,0,32,0,122153
153955,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31050,0,0,0,0,0,0,0,1,0,122338
153958,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31051,0,0,0,0,0,0,0,1,0,122339
153961,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31052,0,0,0,0,0,0,0,1,0,122340
154362,0,0,0,24,0,0,0,0,1,0,82916,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,122589
155256,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31115,0,0,0,0,0,0,0,1,0,123151
155448,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31122,0,0,0,0,0,0,0,1,0,122441
155454,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31124,0,0,0,0,0,0,0,1,0,123046
155455,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31123,0,0,0,0,0,0,0,1,0,122971
155637,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31124,0,0,0,0,0,0,0,1,0,123396
155639,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31123,0,0,0,0,0,0,0,1,0,123397
155641,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31122,0,0,0,0,0,0,0,1,0,123398
155665,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,21.80663299561,0,0,0,16,0,0,0,0,22,15,122005
155666,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,21.80663299561,0,0,0,16,0,0,0,0,22,15,122005
156323,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,16,0,0,0,0,38,0,123800
156697,0,0,0,179,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1316,0,0,0,0,0,0,0,18,0,123986
156774,0,0,3,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31195,0,0,0,0,0,0,0,1,0,123984
156786,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.27450981736,0,1,102,0,0,30,16,0,0,0,0,106,16,124028
156788,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.32558140159,0,1,86,0,0,30,16,0,0,0,0,106,16,124030
156999,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.16835017502,0,1,297,0,0,28,16,0,0,0,0,106,16,124107
157015,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31205,0,0,0,0,0,0,0,1,0,124114
157056,0,0,3,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31195,0,0,0,0,0,0,0,1,0,124141
157092,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31212,0,0,0,0,0,0,0,1,0,124169
157094,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31213,0,0,0,0,0,0,0,1,0,124170
157096,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31214,0,0,0,0,0,0,0,1,0,124171
157122,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,63661,2861,16,0,0,0,0,0,79,0,124191
157725,0,0,0,24,0,0,0,0,1,0,85816,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,124589
157898,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,16,0,0,0,0,25,0,124718
158179,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,124866,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,53,91,124867
158295,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,63990,2916,0,0,0,0,0,0,87,0,124962
158321,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31284,0,0,0,0,0,0,0,1,0,124964
