SourceText_lang,Description_lang,CreatureID,IconFileDataID,SummonSpellID,Flags,PetTypeEnum,SourceTypeEnum,ID,CardUIModelSceneID,LoadoutUIModelSceneID
"|cFFFFD200Pet Battle: |rDun Morogh, Winterspring","The alpine hare can burrow into the permafrost and hibernate for weeks or even months.",61690,254857,0,26,4,4,441,6,7
"|cFFFFD200Pet Battle: |rArathi Highlands, Mulgore, Nagrand, Northern Barrens, Southern Barrens, Thunder Bluff, Westfall","Distinct from their tree dwelling cousins, these ground squirrels make their homes on the plains of Azeroth and beyond.",61141,656176,0,24,4,4,386,6,7
"|cFFFFD200Pet Battle: |rDustwallow Marsh, Eversong Woods, Feralas, Ghostlands, Howling Fjord, Loch Modan, Nagrand, Northern Stranglethorn, Sholazar Basin, Silverpine Forest, Terokkar Forest, Westfall, Zangarmarsh, Zul'Drak","Due to recent accidents, the goblin cartels have prohibited anyone from bringing snakes on a zeppelin.",61142,132211,0,26,7,4,387,6,7
"|cFFFFD200Pet Battle: |rAzshara, Borean Tundra, Howling Fjord, Krasarang Wilds, Nagrand (Draenor), Twilight Highlands, Westfall","These arthropods line many Azerothian shores and seek to fulfill their one true desire: to pinch.",61158,132186,0,26,8,4,388,6,7
"|cFFFFD200Pet Battle: |rWestfall","The tiny harvester collects weeds and small grains that the larger reapers may have missed.",61160,134065,0,26,9,4,389,6,7
,"When they look into those big brown eyes, some hunters have a hard time pulling the trigger. So they shoot from a distance.",61750,132368,0,160,4,-1,390,6,7
"|cFFFFD200Pet Battle: |rHighmountain, Redridge Mountains","Mountain cottontails can leap up a steep incline with speed you would not believe.",61167,254857,0,26,4,4,391,6,7
"|cFFFFD200Pet Battle: |rRedridge Mountains","The rats in Redridge grow fat from feasting on the bounty of the village larders.",61168,134324,0,26,4,4,392,6,7
"|cFFFFD200Pet Battle: |rBurning Steppes, Eastern Plaguelands, Gorgrond, Icecrown, Iron Docks, The Hinterlands, Twilight Highlands, Un'Goro Crater, Wetlands","They were here long before us and will be here long after we are gone.",61384,294474,0,26,4,4,393,6,7
,"""Little Bo Peep has lost her sheep, and doesn't know where to find them. Leave them alone, and they'll come OH MY GOD THEY'RE INSIDE THE HOUSE!""",61170,136071,0,58,4,-1,394,6,7
"|cFFFFD200Pet Battle: |rRedridge Mountains","Always wear a helm in the Redridge Mountains. Buzzards view humanoid hair as excellent nesting material.",61171,132200,0,26,2,4,395,6,7
"|cFFFFD200Pet Battle: |rDuskwood","Native to Duskwood, these eight-legged critters are often used as ingredients in alchemy potions.",61253,132196,0,26,7,4,396,6,7
"|cFFFFD200Pet Battle: |rAmmen Vale, Azshara, Bloodmyst Isle, Duskwood, Gilneas, Howling Fjord, Nagrand (Draenor), Terokkar Forest|n","Skunks are known as solitary creatures for reasons which are hopefully obvious.",61255,463569,0,26,4,4,397,6,7
"|cFFFFD200Pet Battle: |rBadlands, Duskwood, Dustwallow Marsh, Eastern Plaguelands, Thousand Needles, Twilight Highlands, Western Plaguelands, Wetlands|n","While many people believe black cats to be bad luck, black rats are held in higher esteem.",61257,134324,0,26,4,4,398,6,7
"|cFFFFD200Pet Battle: |rDuskwood","Years ago, humans introduced these reptiles into Duskwood to cull the local rat population.",61258,132211,0,26,7,4,399,6,7
"|cFFFFD200Pet Battle: |rDuskwood|n|cFFFFD200Time: |rNight","Widow spiderlings have plenty of time to explore Duskwood once they take care of their pesky family commitments.",61259,132196,0,26,7,4,400,6,7
"|cFFFFD200Pet Battle: |rDarkshore, Dragonblight, Dun Morogh, Gilneas, Kezan, Northern Stranglethorn, Spires of Arak, Swamp of Sorrows, The Cape of Stranglethorn, The Lost Isles","The low tide reveals the colonies of strand crabs and the sound of their clicking dance as they feed upon small creatures hidden in the sand.",61312,132186,0,26,8,4,401,6,7
"|cFFFFD200Pet Battle: |rSwamp of Sorrows","Prefers to dwell in wet, muddy areas and feed on Sorrowmoss nectar.",61370,236193,0,26,2,4,402,6,7
"|cFFFFD200Pet Battle: |rNorthern Stranglethorn, Swamp of Sorrows, The Cape of Stranglethorn, Un'Goro Crater","Parrots can mimic speech, but have difficulty with meaningful conversation.",61313,136036,0,26,2,4,403,6,7
"|cFFFFD200Pet Battle: |rDun Morogh, Northern Stranglethorn, The Cape of Stranglethorn, Un'Goro Crater","Thought by many to be nothing more than the subject of children's nursery rhymes, the long-tailed mole is very much real.",61317,134324,0,26,4,4,404,6,7
"|cFFFFD200Pet Battle: |rNorthern Stranglethorn, Tanaan Jungle, The Cape of Stranglethorn, Un'Goro Crater","Stranglethorn's Gurubashi trolls often capture these powerful beasts to keep as pets... or to cook as meals.",61318,132211,0,26,7,4,405,6,7
"|cFFFFD200Pet Battle: |rBadlands, Eastern Plaguelands, Felwood, Northern Stranglethorn, Silithus, The Cape of Stranglethorn, Un'Goro Crater","A hardy insect that can dwell in just about any climate, the beetle is known to thrive on battlefields after the fighting has ended.",61319,237144,0,26,4,4,406,6,7
"|cFFFFD200Pet Battle: |rHighmountain, Northern Stranglethorn, Shadowmoon Valley, The Cape of Stranglethorn","This vicious species weaves elaborate webs throughout the dense jungles of Stranglethorn Vale.",61320,132196,0,26,7,4,407,6,7
"|cFFFFD200Pet Battle: |rNorthern Stranglethorn, The Cape of Stranglethorn","If a female lizard does not lay her clutch in a well camouflaged area, her eggs will likely be devoured by Lashtail Raptors.",61321,463491,0,26,7,4,408,33,7
"|cFFFFD200Pet Battle: |rNorthern Stranglethorn","Parrots can't get enough of the fresh fish the Bloodscalp trolls eat. They're less interested in dry flatbreads.",61322,136036,0,26,2,4,409,6,7
"|cFFFFD200Pet Battle: |rIron Docks, The Cape of Stranglethorn, Tol Barad Peninsula","Just like the rough and tumble sailors who live dockside, the wharf rats are feral, violent creatures.",61323,134324,0,26,4,4,410,6,7
"|cFFFFD200Pet Battle: |rThe Cape of Stranglethorn|n|cFFFFD200Weather: |rRain","Young apes quickly learn to hang from branches with their feet, leaving both hands free to fling objects at interlopers.",61324,651242,0,26,7,4,411,6,7
"|cFFFFD200Pet Battle: |rDun Morogh","Most creatures cannot withstand a fraction of the harsh conditions that roaches can thrive in.",61691,294474,0,26,4,4,442,6,7
"|cFFFFD200Pet Battle:|r Valley of the Four Winds","The sifang otter lives near rivers and is normally friendly and playful.",63057,645906,0,26,8,4,711,6,7
"|cFFFFD200Pet Battle: |rAhn'kahet: The Old Kingdom, Azjol-Nerub, Azshara, Black Temple, Blasted Lands, Drak'Tharon Keep, Dun Morogh, Dustwallow Marsh, Eastern Plaguelands, Elwynn Forest, Ghostlands, Gilneas, Gilneas City, Halls of Reflection, Hillsbrad Foothills, Howling Fjord, Icecrown Citadel, Karazhan, Naxxramas, Orgrimmar, Pit of Saron, Ruins of Gilneas, Shadowmoon Valley (Draenor), Stonetalon Mountains, Swamp of Sorrows, Teldrassil, The Culling of Stratholme, The Forge of Souls, The Hinterlands, The Storm Peaks, The Violet Hold, Tirisfal Glades, Utgarde Keep, Utgarde Pinnacle, Winterspring, Zul'Aman, Zul'Drak","The most common of the arachnid family, these critters spin their webs in nearly every corner of Azeroth.",61327,132196,0,26,7,4,412,6,7
"|cFFFFD200Pet Battle: |rBlade's Edge Mountains, Blasted Lands, Burning Steppes, Eastern Plaguelands, Hellfire Peninsula, Orgrimmar, Shadowmoon Valley, Silithus, Thousand Needles, Twilight Highlands","Venom capable of killing creatures up to 100 times its own body weight.",61326,132195,0,24,7,4,414,6,7
"|cFFFFD200Pet Battle: |rBlasted Lands, Burning Steppes, Mount Hyjal, Searing Gorge, Un'Goro Crater","Drawn to heat and the smell of smoke, the fire beetle's diet consists of ash.",61328,237144,0,26,4,4,415,6,7
"|cFFFFD200Pet Battle: |rBlasted Lands","Despite its snapping claws and venom-dripping tail, it is the bite of the diminutive scorpling that is the greatest threat.",61329,132195,0,26,7,4,416,6,7
"|cFFFFD200Pet Battle: |rAmmen Vale, Arathi Basin, Arathi Highlands, Ashenvale, Azshara, Bloodmyst Isle, Crystalsong Forest, Darkshore, Desolace, Drak'Tharon Keep, Dun Morogh, Frostfire Ridge, Ghostlands, Gilneas, Gilneas City, Highmountain, Hillsbrad Foothills, Howling Fjord, Karazhan, Loch Modan, Nagrand, Naxxramas, Ruins of Gilneas, Scarlet Monastery, Shattrath City, Silverpine Forest, Spires of Arak, Stonetalon Mountains, Stormwind City, Sunken Temple, Swamp of Sorrows, Terokkar Forest, The Cape of Stranglethorn, The Culling of Stratholme, The Deadmines, The Hinterlands, The Lost Isles, The Shattered Halls, The Violet Hold, Timeless Isle, Tirisfal Glades, Tanaan Jungle","The intrepid archaeologist Harrison Jones has a well documented fear of rats.",61366,134324,0,26,4,4,417,6,7
"|cFFFFD200Pet Battle: |rDurotar, Northern Stranglethorn, Orgrimmar, Swamp of Sorrows, Twilight Highlands, Wetlands","Brought to Orgrimmar aboard merchant ships, these short-lived reptiles are considered pests by the city's residents.",61367,132211,0,26,7,4,418,6,7
"|cFFFFD200Pet Battle: |rArathi Highlands, Darnassus, Desolace, Elwynn Forest, Eversong Woods, Ghostlands, Loch Modan, Northern Barrens, Southern Barrens, Swamp of Sorrows, Teldrassil, Zangarmarsh","This is a small frog.",61071,237579,0,26,8,4,419,6,7
"|cFFFFD200Pet Battle: |rAshenvale,  Durotar, Dustwallow Marsh, Eversong Woods, Felwood, Ghostlands, Hillsbrad Foothills, Howling Fjord, Nagrand, Orgrimmar, Silverpine Forest, Swamp of Sorrows, Teldrassil, Twilight Highlands, Wetlands","The song of late summer nights is the song of toads.",61369,237579,0,26,8,4,420,6,7
"|cFFFFD200Pet Battle: |rNorthern Stranglethorn, The Cape of Stranglethorn","Prefers to dwell in humid, tropical areas and feed on Kingsblood nectar.",61314,236193,0,26,2,4,421,6,7
"|cFFFFD200Pet Battle: |rSwamp of Sorrows","When hunting or evading predators, this snake can travel on the surface of water for short distances.",61372,132211,0,26,7,4,422,6,7
"|cFFFFD200Pet Battle: |rBurning Steppes, Searing Gorge","The thick exoskeleton of this adaptable arthropod allows it to thrive in harsh environments.",61383,132186,0,26,6,4,423,6,7
"|cFFFFD200Pet Battle: |rAshenvale, Azshara, Desolace, Dun Morogh, Duskwood, Gilneas, Gilneas City, Howling Fjord, Icecrown Citadel, Kezan, Loch Modan, Northern Stranglethorn, Razorfen Downs, Redridge Mountains, Stonetalon Mountains, The Cape of Stranglethorn, The Culling of Stratholme, Thousand Needles, Tirisfal Glades|n","A nuisance to most, roaches' incredible survivability sets them apart from other species.",61169,294474,0,26,4,4,424,6,7
"|cFFFFD200Pet Battle: |rBurning Steppes, Shadowmoon Valley","This ill-tempered snake species makes its home around the fiery molten pits of the Burning Steppes.",61385,132211,0,26,7,4,425,6,7
"|cFFFFD200Pet Battle: |rSearing Gorge, Talador","The rock-hard carapaces of these spiders allow them to survive in the Searing Gorge's blistering heat.",61420,132196,0,26,7,4,427,6,7
"|cFFFFD200Pet Battle: |rSearing Gorge","These blisteringly hot spiders camouflage themselves by blending in with oozing magma.",61425,132196,0,26,7,4,428,6,7
"|cFFFFD200Pet Battle: |rBurning Steppes","Beetles in the Burning Steppes roll magma into tiny balls and eat them once they cool off.",61386,237144,0,26,4,4,429,6,7
"|cFFFFD200Pet Battle: |rBadlands, Gorgrond, Tanaris","Tiny, autonomous machines created by the Titans to clean and maintain their mighty edifices.",61438,237144,0,26,4,4,430,6,7
"|cFFFFD200Pet Battle: |rBadlands, Tanaris, Twilight Highlands","Wildhammer dwarves train young gryphons by sending them out to hunt rattlesnakes in the Twilight Highlands.",61439,132211,0,26,7,4,431,6,7
"|cFFFFD200Pet Battle: |rBadlands, Tanaris, Terokkar Forest","Less venomous but more aggressive than other breeds of scorpion.",61440,132195,0,24,7,4,432,6,7
"|cFFFFD200Pet Battle: |rBadlands, Silithus","The coloration of the spiky lizard allows it to blend in seamlessly with the desert sands of Silithus.",61441,463491,0,26,7,4,433,33,7
"|cFFFFD200Pet Battle: |rArathi Highlands, Hillsbrad Foothills, Loch Modan, Ruins of Gilneas, Wetlands","When a ram lowers his head, it means he's preparing to charge. Or he could just be tired.",61456,132248,0,160,7,4,434,6,7
"|cFFFFD200Pet Battle: |rLoch Modan","These rams hone their fighting skills by head-butting twigs and saplings near Loch Modan.",61459,132248,0,26,7,4,437,6,7
"|cFFFFD200Pet Battle: |rBadlands","This snake is often seen sunning on the exposed rocks high in the Badlands.",61443,136040,0,26,7,4,438,6,7
"|cFFFFD200Pet Battle: |rDeadwind Pass|n|cFFFFD200Time: |rEarly Morning","These creatures are silent, save for the occasional sigh of otherworldly despair.",61375,132123,0,26,3,4,439,36,7
"|cFFFFD200Pet Battle: |rDun Morogh","The thick snow near Dun Morogh acts as camouflage for snow cubs learning to hunt.",61689,132252,0,26,7,4,440,6,7
"|cFFFFD200Pet Battle: |rArathi Highlands","Despite their idyllic surroundings, grasslands cottontails hop at surprising speed when evading their pursuers.",61704,254857,0,26,4,4,443,6,7
,,61708,577318,0,56,4,-1,444,6,7
"|cFFFFD200Pet Battle: |rArathi Highlands","Twisters delight in sneaking up on unsuspecting creatures and surprising them with gusts up their nostrils.",61703,236154,0,26,6,4,445,6,7
"|cFFFFD200Pet Battle: |rThe Hinterlands","Jade Oozelings glow in the dark, making them a welcome sight to workers in pitch-black mineshafts.",61718,134437,0,26,5,4,446,33,7
"|cFFFFD200Pet Battle: |rElwynn Forest, Teldrassil","Pay attention to deer crossings. Even a fawn will total a goblin trike.",61165,656350,0,26,4,4,447,36,7
"|cFFFFD200Pet Battle: |rArathi Highlands, Durotar, The Hinterlands","A carrot, a box, a stick, and some string. Wait a few hours and you'll have a hare.",61751,254857,0,26,4,4,448,6,7
"|cFFFFD200Pet Battle: |rBlade's Edge Mountains, Gorgrond, The Hinterlands","Distinct from their Azerothian relatives, these critters of Outland make their home in Blade's Edge Mountains.",61752,656176,0,26,4,4,449,6,7
"|cFFFFD200Pet Battle: |rAshenvale, Ghostlands, Hillsbrad Foothills, Howling Fjord, The Hinterlands, Tirisfal Glades, Tanaan Jungle","The preferred habitat of this creature is woodland areas where it can safely complete its metamorphosis.",61753,651538,0,26,7,4,450,6,7
"|cFFFFD200Pet Battle: |rDarnassus, Desolace, Hillsbrad Foothills, Talador, Teldrassil","According to the tales of the night elves, the first red-tailed chipmunk was colored so after the theft and consumption of a sacred apple.",61757,134322,0,26,4,4,452,6,7
"|cFFFFD200Pet Battle: |rHillsbrad Foothills","Infested cubs still listen for the telltale buzzing of bees even though they can no longer taste honey.",61758,648803,0,26,3,4,453,6,7
"|cFFFFD200Pet Battle: |rTirisfal Glades","Even the rats of Lordaeron fell to the apothecaries' plague, chewing upon the tainted flesh of the dead.",61889,134324,0,26,4,4,454,6,7
"|cFFFFD200Pet Battle: |rSilverpine Forest","Undead squirrels have acquired a taste for the strange berries and mushrooms that now grow in Silverpine Forest.",61890,646782,0,26,3,4,455,6,7
"|cFFFFD200Pet Battle: |rWestern Plaguelands","Curiously, this hawk uses its razor-sharp talons to peel the bark off trees as it searches for bugs, even though it has no need for sustenance.",61826,648726,0,26,3,4,456,34,7
"|cFFFFD200Pet Battle: |rEastern Plaguelands","It can swallow three times its own body weight in blood.",61830,236197,0,26,7,4,457,6,7
"|cFFFFD200Pet Battle: |rTirisfal Glades","These small spirits find their undead neighbors to be poor company, so they typically wander Tirisfal Glades alone.",61905,135974,0,26,3,4,458,6,7
"|cFFFFD200Pet Battle: |rArathi Highlands, Elwynn Forest, Eversong Woods, Netherstorm, Silvermoon City","After centuries of domestication, these furry critters inhabit nearly every human nation in the Eastern Kingdoms.",62019,132167,0,26,7,4,459,6,7
"|cFFFFD200Pet Battle: |rEversong Woods","Small elemental saplings grow into treants, fierce defenders of forests and groves.",62020,132129,0,26,6,4,460,6,7
"|cFFFFD200Pet Battle: |rGhostlands","This new arrival to Azeroth was spawned a short time ago. It seeks to thrive while awaiting its next phase of evolution.",62022,651538,0,26,7,4,461,6,7
"|cFFFFD200Vendor: |rQuartermaster Brazie|n|cFFFFD200Zone: |rTol Barad Peninsula|n|cFFFFD200Faction: |rBaradin's Wardens - Honored","[DEBUG] This pet comes from the magical Test Land where it frolics all day in fields of structs.",62035,464160,89472,32,2,2,462,6,7
"|cFFFFD200Pet Battle: |rGhostlands","The souls of slain crabs seek vengeance against the murlocs who ate them.",62034,133275,0,26,3,4,463,6,7
"|cFFFFD200Pet Battle: |rAzuremyst Isle","You can easily locate moths if you wear expensive garments near Ammen Vale. They can't resist the delicious taste of high fashion.",62050,236193,0,26,2,4,464,6,7
"|cFFFFD200Pet Battle: |rBloodmyst Isle","These voracious carnivores first arrived on Azeroth aboard the draenei's dimensional fortress, the Exodar.",62051,132194,0,26,7,4,465,6,7
"|cFFFFD200Pet Battle: |rDurotar, Orgrimmar","The children of Orgrimmar frequently capture these lizards as pets.  The adults of Orgrimmar frequently step on them.",62114,463491,0,26,7,4,466,33,7
"|cFFFFD200Pet Battle: |rDurotar, Orgrimmar, Uldum","A desert dwelling forager attracted to areas rich with dung.",62115,133570,0,26,4,4,467,6,7
"|cFFFFD200Pet Battle: |rDurotar","These beetles often make their homes in quarries abandoned by the Horde war machine in Durotar.",62116,133570,0,26,4,4,468,6,7
"|cFFFFD200Pet Battle: |rAzshara, Deepholm, Mount Hyjal","An enigmatic species, said to feed off the chaotic energies of the Old Gods.",62118,133570,0,26,4,4,469,6,7
"|cFFFFD200Pet Battle: |rAzshara, Deepholm, Twilight Highlands","Twisted by the Twilight Hammer's dark magic, these sinister critters are known to feed on their own young.",62117,132196,0,26,7,4,470,6,7
"|cFFFFD200Pet Battle: |rAzshara, Orgrimmar, Winterspring|n","Originally built by an irate goblin to annoy neighbors with an early morning wake-up call.",62119,656513,0,26,9,4,471,6,7
"|cFFFFD200Pet Battle: |rAzshara, Stonetalon Mountains, Winterspring|n","Considered by most to be a significant improvement to the 4000 series, there were nonetheless serious concerns about the amount of heat they produced.",62120,134322,0,26,9,4,472,6,7
"|cFFFFD200Pet Battle: |rAzshara","Turtles are feared by the naga, who consider them bad luck and give them a wide berth on the shores of Azshara.",62121,133936,0,26,8,4,473,6,7
"|cFFFFD200Pet Battle: |rNorthern Barrens","These playful feline cubs practice their hunting skills by stalking each other through the Barrens.",62129,132242,0,26,7,4,474,6,7
,,66499,135128,0,48,3,7,948,6,7
"|cFFFFD200Pet Battle: |rSouthern Barrens","The barbaric centaur over-hunted giraffes for decades, but it was the tauren who saved this species from extinction.",62130,132368,0,26,7,4,475,36,7
"|cFFFFD200Pet Battle: |rDesolace, Mulgore, Northern Barrens, Southern Barrens","Most people only see gazelles from the rear.",62163,132368,0,160,4,4,476,6,7
"|cFFFFD200Pet Battle: |rMulgore","Young gazelles quickly learn to flee when they hear the war cries of tauren hunters in Mulgore.  They don't hear the good hunters, unfortunately.",62176,132368,0,26,4,4,477,36,7
"|cFFFFD200Pet Battle: |rAshenvale, Darnassus, Desolace, Moonglade, Mount Hyjal, Teldrassil","Prefers to dwell in cool, forested areas and feed on Mageroyal nectar.",62177,236193,0,26,2,4,478,6,7
"|cFFFFD200Pet Battle: |rDarnassus, Desolace, Mount Hyjal, Teldrassil","Their proximity to the magic of the elves has caused some of them unnatural long life. And in some elfin rabbits...stranger things.",62178,254857,0,26,4,4,479,6,7
"|cFFFFD200Pet Battle: |rDeepholm, Desolace|n","Prized by gem crafters, the undamaged carapace of a topaz hatchling can be used to create stunning inlays for rings and bracelets.",62181,134395,0,26,6,4,480,6,7
"|cFFFFD200Pet Battle: |rBlade's Edge Mountains, Desolace, Mount Hyjal, Silithus","Long ago, Mount Hyjal's druids tempered this species to live in peace alongside the region's other creatures.",62184,132211,0,26,7,4,482,6,7
"|cFFFFD200Pet Battle: |rDesolace, Tanaan Jungle","There are many scholars who question whether it is a toad or not.",62185,237579,0,26,8,4,483,33,7
"|cFFFFD200Pet Battle: |rDesolace, Silithus, Tanaris, Uldum","This cunning species tunnels beneath Uldum and erupts from the ground to ensnare its prey.",62186,132196,0,26,7,4,484,6,7
"|cFFFFD200Pet Battle: |rDesolace|n|cFFFFD200Time: |rNight|n","When these sleepy critters aren't snoozing, they use their massive claws to dig for tasty insect snacks.",62187,464159,0,26,4,4,485,6,7
"|cFFFFD200Pet Battle: |rStonetalon Mountains","It's called a mule because of its big ears. Also been known to transport black market bloodthistle over the border to Quel'Thalas.",62188,132368,0,160,4,4,486,6,7
"|cFFFFD200Pet Battle: |rHighmountain, Mount Hyjal, Stonetalon Mountains, Winterspring|n","Many an explorer has been entranced by the adorable nature of the alpine chipmunk, failing to notice its small teeth on frostbitten digits.",62189,134322,0,26,4,4,487,6,7
"|cFFFFD200Pet Battle: |rStonetalon Mountains","Brave assassins sometimes capture these critters to use their highly toxic venom to poison weapons.",62190,132211,0,26,7,4,488,6,7
"|cFFFFD200Pet Battle: |rDustwallow Marsh","These vicious fire-breathing whelps escaped Onyxia's lair and fled into the surrounding region. Handle with extreme caution.",62201,134154,0,26,1,4,489,6,7
"|cFFFFD200Pet Battle: |rTanaris","Originally bred by the Sandfury trolls as pets, these feral and savage felines prowl the deserts of Tanaris.",62257,132167,0,26,7,4,491,6,7
"|cFFFFD200Pet Battle: |rTanaris","A desert-dwelling insect which defends its eggs by spraying a foul, ogrelike scent.",62256,237144,0,26,4,4,492,6,7
"|cFFFFD200Pet Battle: |rDarkshore","Hunts for food just below the water's surface on the coast of Darkshore.",62246,442735,0,26,4,4,493,6,7
"|cFFFFD200Pet Battle: |rTanaris|n|cFFFFD200Weather: |rSandstorm","These hatchlings entertain themselves by clacking their mandibles together in increasingly complex rhythms.",62258,236195,0,26,7,4,494,6,7
"|cFFFFD200Pet Battle: |rAshenvale","For every frog, a prince and princess in waiting.",62312,237579,0,26,8,4,495,6,7
"|cFFFFD200Pet Battle: |rAshenvale","Don't let their lack of a face fool you--these slimy critters are angry and just itching for a fight.",62313,442735,0,26,4,4,496,6,7
"|cFFFFD200Pet Battle: |rFelwood, Shadowmoon Valley","Even cockroaches were not strong enough to withstand the foul seepage of demonic corruption.",62314,294474,0,26,4,4,497,6,7
"|cFFFFD200Pet Battle: |rFelwood","Prefers to dwell in corrupted woodlands and feed on Purple Lotus nectar.",62315,236193,0,26,2,4,498,6,7
"|cFFFFD200Pet Battle: |rFelwood","There are some things too dirty even for rats.",62316,134324,0,26,4,4,499,6,7
"|cFFFFD200Pet Battle: |rFelwood","These ill-tempered constructs of flame and rage sometimes rise from the remains of larger infernals who fall in battle.",62317,136219,0,26,5,4,500,6,7
"|cFFFFD200Pet Battle: |rUn'Goro Crater","The dwarven explorer who first discovered the spotted bell frog could not decide between naming it after the unique spot pattern or the sound of the frog's mating ritual. She chose both.",62370,237579,0,26,8,4,502,6,7
"|cFFFFD200Pet Battle: |rMoonglade, Mount Hyjal, Un'Goro Crater","Prefers to dwell in the shadow of Nordrassil and feed on Stormvine nectar.",62373,236193,0,26,2,4,503,6,7
"|cFFFFD200Pet Battle: |rUn'Goro Crater","Diemetradons abandon their hatchlings in Un'Goro Crater to fend for themselves. Only the strongest survive.",62375,134318,0,26,7,4,504,6,7
"|cFFFFD200Pet Battle: |rThousand Needles","Although most reptiles enjoy basking in sunlight, these scaly beasts love bathing in the glow of Azeroth's twin moons.",62255,463491,0,26,7,4,505,33,7
"|cFFFFD200Pet Battle: |rStonetalon Mountains","These eight-legged critters have lurked in the shadowy cliffs of the Stonetalon Mountains for millennia.",62191,132196,0,26,7,4,506,6,7
"|cFFFFD200Pet Battle: |rTeldrassil","Many owls nest high in the stone structures of Darnassus, hunting any pests that enter the night elves' city.",62242,132192,0,26,2,4,507,6,7
"|cFFFFD200Pet Battle: |rDarkshore","The fur of the darkshore bears owes to the almost perpetual gloom they live in, and their vision in the darkness is uncanny.",62250,446127,0,26,7,4,508,6,7
"|cFFFFD200Pet Battle: |rWetlands","These small elementals cling to the backs of larger mire beasts, picking off tasty bugs and mites.",61686,135049,0,26,6,4,509,6,7
"|cFFFFD200Pet Battle: |rKezan, Winterspring","Many a young gnomish inventor has made up for the death of a beloved pet by creating a mechanical friend in its image.",62434,466036,0,34,9,4,510,6,7
"|cFFFFD200Pet Battle: |rSilithus, Uldum","Native to Azeroth's desert regions, these resilient reptiles can survive for weeks without water.",62523,132211,0,26,7,4,511,6,7
"|cFFFFD200Pet Battle: |rSilithus","Spawn of the nefarious Shrieker Scarabs of Ahn'Qiraj, the hatchlings are much more docile (and quiet) than their parents.",62524,133570,0,26,4,4,512,6,7
"|cFFFFD200Pet Battle: |rSilithus|n|cFFFFD200Season: |rSummer","The squeaks used by these tiny insectoids may sound cute, but they're actually screaming for your death.",62526,236829,0,26,0,4,513,6,7
"|cFFFFD200Pet Battle: |rHellfire Peninsula","A brash fel orc once tried to enslave these critters as his personal soldiers. Pieces of him are still scattered across Outland.",62555,366938,0,26,0,4,514,6,7
"|cFFFFD200Pet Battle: |rZangarmarsh","These pudgy little beings often get themselves into trouble while hunting down their favorite snack: glow caps.",62564,134532,0,26,0,4,515,36,7
"|cFFFFD200Pet Battle: |rTerokkar Forest","After hatching, these twisted reptiles devour the weaker members of their clutches as an act of dominance.",62583,132201,0,26,7,4,517,6,7
"|cFFFFD200Pet Battle: |rNagrand","For ogres, comparing a female's hair to a clefthoof's shaggy coat is a term of great endearment.",62620,134060,0,26,7,4,518,6,7
"|cFFFFD200Pet Battle: |rShadowmoon Valley, Tanaan Jungle","Born from demonic magic, these petulant little entities corrupt everything they touch with foul energies.",62621,135794,0,26,6,4,519,6,7
"|cFFFFD200Pet Battle: |rNetherstorm","Adult nether rays are relatively docile, but their younglings are short-tempered and highly energetic beasts.",62627,132191,0,26,2,4,521,6,7
"|cFFFFD200Pet Battle: |rHowling Fjord","Howling Fjord teems with the ever shifting cycle of life. When a creature dies, its body is quickly consumed by maggots, which in turn pass those nutrients on to a number of other creatures.",62640,134895,0,26,7,4,523,6,7
"|cFFFFD200Pet Battle: |rHowling Fjord","A key food source during the Feast of Winter Veil.",62648,250626,0,26,2,4,525,6,7
"|cFFFFD200Pet Battle: |rBlade's Edge Mountains","This grumpy species of basilisk roams the Blade's Edge Mountains, avoiding contact with other critters whenever possible.",62628,463491,0,26,7,4,528,6,7
"|cFFFFD200Pet Battle: |rHowling Fjord","There's an old vrykul saying that goes, 'Let sleeping worgs lie, unless you don't want your face anymore.'",62669,132203,0,26,7,4,529,6,7
"|cFFFFD200Pet Battle: |rBorean Tundra","These living blobs of ooze lack even the most rudimentary form of intelligence, but that doesn't mean they can't be your friend.",62697,134438,0,26,5,4,530,33,7
"|cFFFFD200Pet Battle: |rSholazar Basin","The fierce wolvar hunt these ill-tempered brutes for their horns, which are then carved into talismans and other trinkets.",62816,236194,0,26,7,4,532,6,7
"|cFFFFD200Pet Battle: |rGrizzly Hills","The taunka collect the feathers of these noble birds of prey to use in crude fortunetelling ceremonies.",62819,132172,0,26,2,4,534,6,7
"|cFFFFD200Pet Battle: |rZul'Drak","The trolls of Zul'Drak inadvertently created these little beings while summoning water elementals to fight the Scourge.",62820,135862,0,26,6,4,535,6,7
"|cFFFFD200Pet Battle: |rBorean Tundra, Dragonblight","Tundra penguins often gather in large groups on the ice for protection against aquatic threats. Unfortunately this makes them easy prey for humanoid hunters seeking meat, skins and other achievements.",62835,655866,0,26,8,4,536,6,7
"|cFFFFD200Pet Battle: |rDragonblight","These skulking little creatures hatch in nests built around the ancient dragon bones of central Northrend.",62852,132200,0,26,2,4,537,6,7
"|cFFFFD200Pet Battle: |rIcecrown","Kel'Thuzad once nursed a plague-infected whelp to adulthood, feeding it only the finest liquefied remains.",62854,134154,0,26,3,4,538,6,7
"|cFFFFD200Pet Battle: |rMount Hyjal","Grotto voles are often confused with mice. Never twice.",62884,134324,0,26,4,4,539,6,7
"|cFFFFD200Pet Battle: |rMount Hyjal","Where there is carrion, there will always be rats.",62885,134324,0,26,4,4,540,6,7
