ID,ZoneName,AreaName_lang,Flags_0,Flags_1,Ambient_multiplier,ContinentID,ParentAreaID,AreaBit,AmbienceID,ZoneMusic,IntroSound,LiquidTypeID_0,LiquidTypeID_1,LiquidTypeID_2,LiquidTypeID_3,UwZoneMusic,UwAmbience,PvpCombatWorldStateID,SoundProviderPref,SoundProviderPrefUnderwater,ExplorationLevel,FactionGroupMask,MountFlags,WildBattlePetLevelMin,WildBattlePetLevelMax,WindSettingsID,UwIntroSound
4219,HollowstoneMine,"Hollowstone Mine",1073758272,0,0,571,394,1849,0,0,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4220,DunArgol,"Dun Argol",1073758272,0,0,571,394,1850,457,419,0,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4221,ThorModan,"Thor Modan",1073758272,0,0,571,394,1851,0,419,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4222,BlueSkyLoggingGrounds,"Blue Sky Logging Grounds",1073758272,0,0,571,394,1852,458,459,563,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4223,MawofNeltharion,"Maw of Neltharion",1073758272,0,0,571,65,1853,0,465,0,0,0,0,0,0,675,-1,0,0,72,0,15,0,0,0,0
4224,TheBrinyPinnacle,"The Briny Pinnacle",1073758276,0,0,571,65,1854,0,411,0,0,0,0,0,0,675,-1,0,0,71,0,15,0,0,0,0
4225,GlitteringStrand,"Glittering Strand",1073758276,0,0,571,65,1855,440,0,0,0,0,0,0,0,675,-1,0,0,71,0,15,0,0,0,0
4226,Iskaal,Iskaal,1073758273,0,0,571,495,1856,440,0,0,0,0,0,0,0,675,-1,0,0,71,0,15,0,0,0,0
4227,Dragon'sFall,"Dragon's Fall",1073758276,0,0,571,65,1857,0,0,0,0,0,0,0,0,675,-1,0,89,73,0,15,0,0,0,0
4228,Nexus80,"The Oculus",16384,12,1,578,0,1858,452,0,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4229,Prospector'sPoint,"Prospector's Point",1073758272,0,0,571,394,1859,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4230,ColdwindHeights,"Coldwind Heights",1073758276,0,0,571,65,1860,0,0,0,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4231,RedwoodTradingPost,"Redwood Trading Post",1073758272,0,0,571,394,1861,0,0,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4232,VengeancePass,"Vengeance Pass",1073758276,0,0,571,65,1862,0,412,0,0,0,0,0,0,675,-1,0,0,72,0,15,0,0,0,0
4233,Dawn'sReach,"Dawn's Reach",1073758276,0,0,571,65,1863,0,0,0,0,0,0,0,0,675,-1,0,89,72,0,15,0,0,0,0
4234,Naxxramas,Naxxramas,1073762372,0,0,571,65,1864,453,0,0,0,0,0,0,0,675,-1,0,0,80,0,15,0,0,0,0
4235,HeartwoodTradingPost,"Heartwood Trading Post",1073758272,0,0,571,394,1865,0,460,564,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4236,EvergreenTradingPost,"Evergreen Trading Post",1073758272,0,0,571,394,1866,0,459,563,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4237,SprucePointPost,"Spruce Point Post",1073758272,0,0,571,394,1867,0,0,0,0,0,0,0,0,675,-1,0,0,74,0,13,0,0,0,0
4238,WhitePineTradingPost,"White Pine Trading Post",1073758272,0,0,571,394,1868,0,0,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4239,AspenGrovePost,"Aspen Grove Post",1073758272,0,0,571,394,1869,0,0,0,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4240,Forest'sEdgePost,"Forest's Edge Post",1073758272,0,0,571,394,1870,0,459,563,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4241,EldritchHeights,"Eldritch Heights",1073758276,0,0,571,65,1871,0,0,0,0,0,0,0,0,675,-1,0,89,72,0,15,0,0,0,0
4242,VentureBay,"Venture Bay",1073758272,0,0,571,394,1873,440,459,563,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4243,WintergardeCrypt,"Wintergarde Crypt",1073758276,0,0,571,65,1875,0,0,0,0,0,0,0,0,675,-1,0,0,72,0,15,0,0,0,0
4244,BloodmoonIsle,"Bloodmoon Isle",1073758272,0,0,571,394,1877,0,0,0,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4245,ShadowfangTower,"Shadowfang Tower",1073758272,0,0,571,394,1879,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4246,WintergardeMausoleum,"Wintergarde Mausoleum",1073758276,0,0,571,65,1881,0,0,0,0,0,0,0,0,675,-1,0,0,73,0,15,0,0,0,0
4247,DuskhowlDen,"Duskhowl Den",1073758272,0,0,571,394,1883,0,0,0,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4248,ConquestPit,"The Conquest Pit",1073758272,0,0,571,394,1885,457,461,0,0,0,0,0,0,675,-1,0,0,73,0,15,0,0,0,0
4249,ThePathofIron,"The Path of Iron",1073758272,0,0,571,394,1887,457,459,563,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4250,RuinsofTethys,"Ruins of Tethys",1073758272,0,0,571,394,1889,457,462,566,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4251,SilverbrookHills,"Silverbrook Hills",1073758272,0,0,571,394,1891,0,459,563,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4252,TheBrokenBluffs,"The Broken Bluffs",1073758273,0,0,571,495,1893,0,0,0,0,0,0,0,0,675,-1,0,0,72,0,15,0,0,0,0
4253,7thLegionFront,"7th Legion Front",1073758276,0,0,571,65,1895,0,0,0,0,0,0,0,0,675,-1,0,89,73,0,15,0,0,0,0
4254,TheDragonWastes,"The Dragon Wastes",1073758276,0,0,571,65,1897,453,0,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4255,Drak'Zin,"Ruins of Drak'Zin",1073758272,0,0,571,394,1899,0,459,563,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4256,Drak'MarLake,"Drak'Mar Lake",1073758276,0,0,571,65,1901,0,0,0,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4257,DragonspineTributary,"Dragonspine Tributary",1073758276,0,0,571,65,1903,0,0,0,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4258,TheNorthSeaNorthrend,"The North Sea",16449,0,0,571,0,1905,440,0,0,0,0,0,0,0,675,-1,0,0,70,0,15,0,0,0,0
4259,Thorvald'sCamp,Drak'ural,1073758272,0,0,571,394,1907,0,0,0,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4260,Thorvald'sCamp,"Thorvald's Camp",1073758273,0,0,571,495,1909,0,0,0,0,0,0,0,0,675,-1,0,0,70,0,15,0,0,0,0
4261,GhostbladePost,"Ghostblade Post",1073758273,0,0,571,495,1911,0,0,0,0,0,0,0,0,675,-1,0,0,70,0,15,0,0,0,0
4262,AshwoodPost,"Ashwood Post",1073758272,0,0,571,394,1913,0,460,564,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4263,Lydell'sAmbush,"Lydell's Ambush",1073758273,0,0,571,495,1915,0,0,0,0,0,0,0,0,675,-1,0,0,70,0,15,0,0,0,0
4264,Ulduar77,"Halls of Stone",0,12,0.69999998808,599,0,1917,0,0,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4265,TheNexus,"The Nexus",0,12,0.69999998808,576,0,1919,0,0,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4266,Harkor'sCamp,"Harkor's Camp",1073758272,0,0,571,394,1921,0,459,563,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4267,VordrassilPass,"Vordrassil Pass",1073758272,0,0,571,394,1923,0,0,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4268,Ruuna'sCamp,"Ruuna's Camp",1073758272,0,0,571,394,1925,0,0,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4269,ShrineofScales,"Shrine of Scales",1073758272,0,0,571,3537,1927,0,462,566,0,0,0,0,0,675,-1,0,0,70,0,15,0,0,0,0
4270,Drak'atalPassage,"Drak'atal Passage",1073758272,0,0,571,394,1929,0,463,0,0,0,0,0,0,675,-1,0,89,75,0,15,0,0,0,0
4271,UtgardePinnacle,"Utgarde Pinnacle",1073758273,0,0,571,495,1931,0,0,0,0,0,0,0,0,675,-1,0,0,71,0,15,0,0,0,0
4272,HallsofLightning,"Halls of Lightning",0,12,0.69999998808,602,0,1933,0,0,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4273,Ulduar,Ulduar,16384,12,0.5,603,0,1935,465,522,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4275,TheArgentStand,"The Argent Stand",1075855428,0,0,571,66,1938,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4276,AltarofSseratus,"Altar of Sseratus",1073758276,0,0,571,66,1940,0,500,0,0,0,0,0,0,675,-1,0,89,75,0,15,0,0,0,0
4277,AzjolNerub,Azjol-Nerub,0,12,0.69999998808,601,0,1942,0,0,0,0,0,0,0,0,675,-1,0,0,76,0,13,0,0,0,0
4278,Drak'SotraFields,"Drak'Sotra Fields",1073758276,0,0,571,66,1944,0,0,0,0,0,0,0,0,675,-1,0,89,75,0,15,0,0,0,0
4279,Drak'Sotra,Drak'Sotra,1073758276,0,0,571,66,1946,0,0,0,0,0,0,0,0,675,-1,0,89,75,0,15,0,0,0,0
4280,Drak'Agal,Drak'Agal,1073758276,0,0,571,66,1948,0,0,0,0,0,0,0,0,675,-1,0,89,75,0,15,0,0,0,0
4281,Acherus:TheEbonHold,"Acherus: The Ebon Hold",1086871851,0,0,0,139,1950,0,451,0,0,0,0,0,0,675,-1,0,89,55,0,15,0,0,0,0
4282,TheAvalanche,"The Avalanche",1073762368,0,0,571,3711,1952,0,0,0,0,0,0,0,0,675,-1,0,0,78,0,15,0,0,0,0
4283,TheLostLands,"The Lost Lands",1073758272,0,0,571,3711,1954,0,426,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4284,NesingwaryBaseCamp,"Nesingwary Base Camp",1075855424,0,0,571,3711,1956,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4285,TheSeabreachFlow,"The Seabreach Flow",1073758272,0,0,571,3711,1958,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4286,TheBonesofNozronn,"The Bones of Nozronn",1073758272,0,0,571,3711,1960,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4287,Kartak'sHold,"Kartak's Hold",1073758272,0,0,571,3711,1962,0,0,0,0,0,0,0,0,675,-1,0,0,78,0,15,0,0,0,0
4288,SparkspeakerHaven,"Sparktouched Haven",1073758272,0,0,571,3711,1964,0,0,0,0,0,0,0,0,675,-1,0,0,78,0,15,0,0,0,0
4289,ThePathoftheLifewarden,"The Path of the Lifewarden",1073758272,0,0,571,3711,1966,0,428,0,0,0,0,0,0,675,-1,0,0,76,0,15,0,0,0,0
4290,River'sHeart,"River's Heart",1073758272,0,0,571,3711,1968,0,0,0,0,0,0,0,0,675,-1,0,0,76,0,15,0,0,0,0
4291,RainspeakerCanopy,"Rainspeaker Canopy",1073758272,0,0,571,3711,1970,0,0,0,0,0,0,0,0,675,-1,0,0,76,0,15,0,0,0,0
4292,FrenzyheartHill,"Frenzyheart Hill",1073758272,0,0,571,3711,1972,0,0,0,0,0,0,0,0,675,-1,0,89,76,0,15,0,0,0,0
4293,WildgrowthMangal,"Wildgrowth Mangal",1073758272,0,0,571,3711,1974,0,0,0,0,0,0,0,0,675,-1,0,0,76,0,15,0,0,0,0
4294,Heb'Valok,Heb'Valok,1073758276,0,0,571,66,1976,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4295,TheSunderedShard,"The Sundered Shard",1073758272,0,0,571,3711,1978,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4296,TheLifebloodPillar,"The Lifeblood Pillar",1073758272,0,0,571,3711,1980,0,427,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4297,MosswalkerVillage,"Mosswalker Village",1073758272,0,0,571,3711,1982,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4298,Plaguelands:TheScarletEnclave,"Plaguelands: The Scarlet Enclave",16448,0,0,609,0,1984,37,205,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4299,Kolramas,Kolramas,1073758276,0,0,571,66,1986,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4300,Waygate,Waygate,1073758272,0,0,571,3711,1988,0,428,0,0,0,0,0,0,675,-1,0,0,78,0,15,0,0,0,0
4302,TheSkyreachPillar,"The Skyreach Pillar",1073762368,0,0,571,3711,1992,0,427,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4303,HardknuckleClearing,"Hardknuckle Clearing",1073758272,0,0,571,3711,1994,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4304,SapphireHive,"Sapphire Hive",1073758272,0,0,571,3711,1996,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4306,MistwhisperRefuge,"Mistwhisper Refuge",1073758272,0,0,571,3711,2000,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4307,TheGlimmeringPillar,"The Glimmering Pillar",1073762368,0,0,571,3711,2002,0,427,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4308,SpearbornEncampment,"Spearborn Encampment",1073758272,0,0,571,3711,2004,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4309,Drak'TharonKeep,"Drak'Tharon Keep",1073758276,0,0,571,66,2006,0,0,0,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4310,Zeramas,Zeramas,1073758276,0,0,571,66,2008,0,0,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4311,ReliquaryofAgony,"Reliquary of Agony",1073758276,0,0,571,66,2010,0,0,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4312,EbonWatch,"Ebon Watch",1075855428,0,0,571,66,2012,0,452,0,0,0,0,0,0,675,-1,0,89,74,0,15,0,0,0,0
4313,Thrym'sEnd,"Thrym's End",1073758276,0,0,571,66,2014,0,464,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4314,Voltarus,Voltarus,1073762372,0,0,571,66,2016,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4315,ReliquaryofPain,"Reliquary of Pain",1073758276,0,0,571,66,2018,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4316,RageclawDen,"Rageclaw Den",1073758276,0,0,571,66,2020,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4317,Light'sBreach,"Light's Breach",1075855428,0,0,571,66,2022,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4318,PoolsofZha'Jin,"Pools of Zha'Jin",1073758276,0,0,571,66,2024,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4319,Zim'Abwa,Zim'Abwa,1073758276,0,0,571,66,2026,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4320,AmphitheaterofAnguish,"Amphitheater of Anguish",1073758276,0,0,571,66,2028,0,0,0,0,0,0,0,0,675,-1,0,89,75,0,15,0,0,0,0
4321,AltarofRhunok,"Altar of Rhunok",1073758276,0,0,571,66,2030,0,499,0,0,0,0,0,0,675,-1,0,89,76,0,15,0,0,0,0
4322,AltarofHar'koa,"Altar of Har'koa",1073758276,0,0,571,66,2032,0,500,0,0,0,0,0,0,675,-1,0,89,76,0,15,0,0,0,0
4323,Zim'Torga,Zim'Torga,1075855428,0,0,571,66,2034,0,0,0,0,0,0,0,0,675,-1,0,0,76,0,15,0,0,0,0
4324,PoolsofJin'Alai,"Pools of Jin'Alai",1073758276,0,0,571,66,2036,0,0,0,0,0,0,0,0,675,-1,0,0,76,0,15,0,0,0,0
4325,AltarofQuetz'lun,"Altar of Quetz'lun",1073758276,0,0,571,66,2038,0,498,0,0,0,0,0,0,675,-1,0,89,76,0,15,0,0,0,0
4326,Heb'Drakkar,Heb'Drakkar,1073758276,0,0,571,66,2040,0,0,0,0,0,0,0,0,675,-1,0,0,76,0,15,0,0,0,0
4327,Drak'Mabwa,Drak'Mabwa,1073758276,0,0,571,66,2042,0,0,0,0,0,0,0,0,675,-1,0,89,76,0,15,0,0,0,0
4328,Zim'Rhuk,Zim'Rhuk,1073758276,0,0,571,66,2044,0,0,0,0,0,0,0,0,675,-1,0,0,76,0,15,0,0,0,0
4329,AltarofMam'toth,"Altar of Mam'toth",1073758276,0,0,571,66,2046,0,497,0,0,0,0,0,0,675,-1,0,89,77,0,15,0,0,0,0
4342,Acherus:TheEbonHold,"Acherus: The Ebon Hold",1086853155,0,0,609,4298,2048,0,451,0,0,0,0,0,0,675,-1,0,89,55,0,13,0,0,0,0
4343,NewAvalon,"New Avalon",1073741888,0,0,609,4298,2050,0,453,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4344,NewAvalonFields,"New Avalon Fields",1073741888,0,0,609,4298,2052,0,453,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4345,NewAvalonOrchard,"New Avalon Orchard",1073741888,0,0,609,4298,2054,0,453,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4346,NewAvalonTownHall,"New Avalon Town Hall",1073741888,0,0,609,4298,2056,0,453,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4347,Havenshire,Havenshire,1073741888,0,0,609,4298,2058,0,450,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4348,HavenshireFarms,"Havenshire Farms",1073741888,0,0,609,4298,2060,0,450,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4349,HavenshireLumberMill,"Havenshire Lumber Mill",1073741888,0,0,609,4298,2062,0,450,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4350,HavenshireStables,"Havenshire Stables",1073741888,0,0,609,4298,2064,0,450,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4351,ScarletHold,"Scarlet Hold",1073741888,0,0,609,4298,2066,0,453,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4352,ChapeloftheCrimsonFlame,"Chapel of the Crimson Flame",1073741888,0,0,609,4298,2068,0,453,0,0,0,0,0,0,675,-1,0,89,55,0,13,0,0,0,0
4353,Light'sPointTower,"Light's Point Tower",1073741888,0,0,609,4298,2070,0,454,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4354,Light'sPoint,"Light's Point",1073741888,0,0,609,4298,2072,0,454,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4355,CryptofRemembrance,"Crypt of Remembrance",1073741888,0,0,609,4298,2074,0,450,0,0,0,0,0,0,675,-1,0,89,55,0,13,0,0,0,0
4356,DeathsBreach,"Death's Breach",1073741888,0,0,609,4298,2076,0,452,0,0,0,0,0,0,675,-1,0,89,55,0,13,0,0,0,0
4357,TheNoxiousGlade,"The Noxious Glade",1073741888,0,0,609,4298,2078,0,205,0,0,0,0,0,0,675,-1,0,0,58,0,13,0,0,0,0
4358,Tyr'sHand,"Tyr's Hand",1073741888,0,0,609,4298,2080,0,455,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4359,King'sHarbor,"King's Harbor",1073741888,0,0,609,4298,2082,0,453,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4360,ScarletOverlook,"Scarlet Overlook",1073741888,0,0,609,4298,2084,0,453,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4361,LightsHopeChapel,"Light's Hope Chapel",1073741888,0,0,609,4298,2086,0,455,0,0,0,0,0,0,675,-1,0,0,58,0,13,0,0,0,0
4362,Sinner'sFolly,"Sinner's Folly",1073741888,0,0,609,4298,2088,0,0,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4363,PestilentScar,"Pestilent Scar",1073741888,0,0,609,4298,2090,0,205,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4364,BrowmanMill,"Browman Mill",1073741888,0,0,609,4298,2092,0,0,0,0,0,0,0,0,675,-1,0,89,55,0,13,0,0,0,0
4365,HavenshireMine,"Havenshire Mine",1073741888,0,0,609,4298,2094,0,450,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4366,Ursoc'sDen,"Ursoc's Den",1073758272,0,0,571,394,2096,0,0,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
4367,TheBlightLine,"The Blight Line",1073758272,0,0,571,3711,2098,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4368,TheBonefields,"The Bonefields",1073758272,0,0,571,3711,2100,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4369,Dorian'sOutpost,"Dorian's Outpost",1073758272,0,0,571,3711,2102,0,0,0,0,0,0,0,0,675,-1,0,89,77,0,15,0,0,0,0
4371,Mam'tothCrater,"Mam'toth Crater",1073758276,0,0,571,66,2105,0,497,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4372,Zol'MazStronghold,"Zol'Maz Stronghold",1073758276,0,0,571,66,2107,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4373,Zol'Heb,Zol'Heb,1073758276,0,0,571,66,2109,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4374,RageclawLake,"Rageclaw Lake",1073758276,0,0,571,66,2111,0,0,0,0,0,0,0,0,675,-1,0,0,75,0,15,0,0,0,0
4375,Gundrak,Gundrak,1073758276,0,0,571,66,2113,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4376,TheSavageThicket,"The Savage Thicket",1073758272,0,0,571,3711,2115,0,426,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4377,NewAvalonForge,"New Avalon Forge",1073741888,0,0,609,4298,2117,0,453,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4378,DalaranArena,"Dalaran Arena",67174528,0,0,617,0,2119,0,0,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4379,Valgarde,Valgarde,1084244065,0,0,571,495,2121,0,458,0,0,0,0,0,0,675,-1,0,0,70,0,15,0,0,0,0
4380,WestguardInn,"Westguard Inn",1082146912,0,0,571,495,2123,0,0,0,0,0,0,0,0,675,-1,0,0,70,0,15,0,0,0,0
4381,Waygate,Waygate,1073758272,0,0,1,490,2125,0,0,0,0,0,0,0,0,675,-1,0,0,0,0,15,0,0,0,0
4382,TheShapersTerrace,"The Shaper's Terrace",1073758272,0,0,1,490,2127,0,0,658,0,0,0,0,0,675,-1,0,0,55,0,15,0,0,0,0
4383,LakesideLanding,"Lakeside Landing",1073758272,0,0,571,3711,2129,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4384,StrandoftheAncients,"Strand of the Ancients",65536,0,0,607,0,2131,463,243,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4385,BittertideLake,"Bittertide Lake",1073758272,0,0,571,3711,2133,0,428,0,0,0,0,0,0,675,-1,0,89,77,0,15,0,0,0,0
4386,IcecrownGlacierRiver,"Rainspeaker Rapids",1073758272,0,0,571,3711,2135,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4387,NorthWintergraspRiver,"Frenzyheart River",1073758272,0,0,571,3711,2137,0,0,0,0,0,0,0,0,675,-1,0,89,77,0,15,0,0,0,0
4388,WintergraspRiver,"Wintergrasp River",1073758272,0,0,571,3711,2139,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4389,TheSuntouchedPillar,"The Suntouched Pillar",1073762368,0,0,571,3711,2141,0,427,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4390,FrigidBreach,"Frigid Breach",1073758276,0,0,571,66,2143,0,0,0,0,0,0,0,0,675,-1,0,89,75,0,15,0,0,0,0
4391,Swindlegrin'sDig,"Swindlegrin's Dig",1073758272,0,0,571,3711,2145,0,0,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4392,TheStormwright'sShelf,"The Stormwright's Shelf",1073758272,0,0,571,3711,2147,0,0,0,0,0,0,0,0,675,-1,0,0,80,0,15,0,0,0,0
4393,Death'sHandEncampment,"Death's Hand Encampment",1073758272,0,0,571,3711,2149,0,0,0,0,0,0,0,0,675,-1,0,89,77,0,15,0,0,0,0
4394,ScarletTavern,"Scarlet Tavern",1073741888,0,0,609,4298,2151,0,453,0,0,0,0,0,0,675,-1,0,0,55,0,13,0,0,0,0
4395,Dalaran,Dalaran,18728,0,0,571,0,2153,468,431,546,0,0,0,0,0,675,-1,0,89,75,6,15,20,23,0,0
4396,NozzlerustPost,"Nozzlerust Post",1073758276,0,0,571,65,2155,0,0,0,0,0,0,0,0,675,-1,0,0,73,0,15,0,0,0,0
4399,FarshireMine,"Farshire Mine",1073758273,0,0,571,3537,2161,0,0,0,0,0,0,0,0,675,-1,0,89,70,0,15,0,0,0,0
4400,TheMosslightPillar,"The Mosslight Pillar",1073762368,0,0,571,3711,2163,0,427,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4401,Saragosa'sLanding,"Saragosa's Landing",1073762369,0,0,571,3537,2165,0,0,0,0,0,0,0,0,675,-1,0,0,71,0,15,0,0,0,0
4402,VengeanceLift,"Vengeance Lift",1073758273,0,0,571,495,2167,0,0,0,0,0,0,0,0,675,-1,0,0,70,0,15,0,0,0,0
4403,BalejarWatch,"Balejar Watch",1073758273,0,0,571,495,2169,0,0,0,0,0,0,0,0,675,-1,0,0,70,0,15,0,0,0,0
4404,NewAgamandInn,"New Agamand Inn",1077952609,0,0,571,495,2171,0,0,0,0,0,0,0,0,675,-1,0,0,70,0,15,0,0,0,0
4405,PassageofLostFiends,"Passage of Lost Fiends",1073741824,8,0,601,4277,2173,0,0,0,0,0,0,0,0,675,-1,0,0,73,0,13,0,0,0,0
4406,OrgrimmarArena,"The Ring of Valor",67174528,0,0,618,0,2175,25,243,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4407,HalloftheFrostwolf,"Hall of the Frostwolf",1073758208,0,0,30,2597,2177,0,0,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4408,HalloftheStormpike,"Hall of the Stormpike",1073758208,0,0,30,2597,2179,0,0,0,0,0,0,0,0,675,-1,0,0,0,0,13,0,0,0,0
4411,StormwindHarbor,"Stormwind Harbor",1073758520,0,0,0,1519,2185,446,717,0,0,0,0,0,0,675,-1,0,0,0,0,15,0,0,0,0
4412,TheMakers'Overlook,"The Makers' Overlook",1073762368,0,0,571,3711,2187,0,425,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4413,TheMakers'Perch,"The Makers' Perch",1073762368,0,0,571,3711,2189,0,425,0,0,0,0,0,0,675,-1,0,0,77,0,15,0,0,0,0
4414,ScarletTower,"Scarlet Tower",1073758276,0,0,571,65,2191,0,0,0,0,0,0,0,0,675,-1,0,0,74,0,15,0,0,0,0
