ID,IconFileDataID,ClassID,SubclassID,Sound_override_subclassID,Material,InventoryType,SheatheType,ItemGroupSoundsID
55263,430974,4,3,-1,5,1,0,10
55265,414303,4,0,-1,5,11,0,14
55266,134228,4,0,-1,3,12,0,21
55267,458010,2,19,-1,2,26,3,21
55268,427629,4,4,-1,6,9,0,11
55269,430976,4,3,-1,5,7,0,10
55272,460715,2,15,-1,1,13,3,8
55273,436841,4,2,-1,8,7,0,7
55275,422795,4,1,-1,6,6,0,7
55277,133727,4,0,-1,8,23,0,19
55278,422801,4,1,-1,7,20,0,7
55280,237411,12,0,-1,4,0,0,15
55281,383691,2,0,-1,1,13,3,8
55290,382927,2,1,-1,1,17,1,9
55291,383957,2,1,-1,1,17,1,9
55299,383596,2,2,-1,2,15,4,12
55300,392103,2,2,-1,2,15,4,12
55309,463831,4,1,-1,7,16,0,7
55312,464507,4,1,-1,7,16,0,7
55317,386406,2,18,-1,2,26,5,12
55318,394796,2,18,-1,2,26,5,12
55335,388495,2,10,-1,2,17,2,13
55339,382928,2,10,-1,2,17,2,13
55344,382329,2,13,-1,1,13,7,8
55345,389199,2,13,-1,1,13,7,8
55354,391128,2,3,-1,1,26,1,12
55362,377989,2,4,-1,2,13,3,8
55371,132779,4,0,-1,3,23,0,21
55380,386094,2,4,-1,2,13,3,8
55389,386095,2,5,-1,2,17,1,9
55390,386826,2,5,-1,2,17,1,9
55399,466969,4,0,-1,3,2,0,14
55400,466970,4,0,-1,3,2,0,14
55401,466973,4,0,-1,3,2,0,14
55403,466972,4,0,-1,3,2,0,14
55407,376832,2,6,-1,1,17,1,9
55408,376833,2,6,-1,1,17,1,9
55416,414301,4,0,-1,3,11,0,14
55417,414299,4,0,-1,3,11,0,14
55418,414300,4,0,-1,3,11,0,14
55425,376834,4,6,-1,1,14,4,9
55426,380535,4,6,-1,1,14,4,9
55452,376249,2,7,-1,1,13,3,8
55454,384458,2,7,-1,1,13,3,8
55461,377284,2,8,-1,1,17,1,9
55462,380836,2,8,-1,1,17,1,9
55470,459044,2,16,-1,2,25,0,8
55479,381028,2,19,-1,2,26,3,12
55481,383737,2,19,-1,2,26,3,12
55488,412507,4,4,-1,6,9,0,11
55497,412509,4,4,-1,6,5,0,11
55506,412505,4,4,-1,6,8,0,11
55524,412513,4,4,-1,6,1,0,11
55551,412503,4,4,-1,6,6,0,11
55560,429174,4,3,-1,5,9,0,10
55569,429176,4,3,-1,5,5,0,10
55578,429172,4,3,-1,5,8,0,10
55587,429178,4,3,-1,5,10,0,10
55596,429180,4,3,-1,5,1,0,10
55605,429182,4,3,-1,5,7,0,10
55614,429184,4,3,-1,5,3,0,10
55623,429170,4,3,-1,5,6,0,10
55632,426497,4,2,-1,8,9,0,7
55641,426498,4,2,-1,8,5,0,7
55659,426499,4,2,-1,8,10,0,7
55668,426500,4,2,-1,8,1,0,7
55686,426502,4,2,-1,8,3,0,7
55695,426495,4,2,-1,8,6,0,7
55777,442728,2,4,-1,2,13,3,8
55778,463011,4,6,-1,1,14,4,9
55780,463832,4,1,-1,7,16,0,7
55781,466968,4,0,-1,3,2,0,14
55782,450267,2,2,-1,2,15,4,8
55783,134895,15,0,-1,2,0,0,12
55784,427631,4,4,-1,1,10,0,11
55786,422809,4,1,-1,7,3,0,7
55787,133018,4,0,-1,3,12,0,21
55788,463011,4,6,-1,6,14,4,9
55789,446916,2,10,-1,2,17,2,13
55794,133407,4,0,-1,3,11,0,24
55795,134244,4,0,-1,3,12,0,14
55796,357559,2,13,-1,1,13,7,8
55797,427631,4,4,-1,6,10,0,11
55798,436839,4,2,-1,8,10,0,7
55800,134156,15,0,-1,2,0,0,12
55801,460716,2,15,-1,1,13,3,8
55803,427627,4,4,-1,6,6,0,11
55805,133048,12,0,-1,4,0,0,8
55806,133061,12,0,-1,4,0,0,8
55807,237447,12,0,-1,7,0,0,20
55808,237451,12,0,-1,7,0,0,20
55809,134974,12,0,0,4,0,0,9
55810,463569,4,0,-1,3,12,0,7
55811,464981,2,8,-1,1,17,1,9
55812,436840,4,2,-1,8,1,0,7
55813,460717,2,7,-1,1,13,3,8
55814,135252,4,0,-1,3,12,0,8
55816,394617,4,0,-1,3,12,0,8
55817,422797,4,1,-1,7,8,0,7
55819,136168,4,0,-1,3,12,0,17
55820,134558,4,0,-1,8,23,0,21
55821,354719,15,0,-1,2,0,0,12
55822,460671,2,4,-1,1,13,3,8
55823,461149,2,19,-1,2,26,3,21
55826,134804,0,8,-1,4,0,0,17
55827,237513,0,8,-1,4,0,0,17
55828,237346,0,8,-1,4,0,0,15
55829,236450,0,8,-1,4,0,0,15
55832,430977,4,3,-1,5,3,0,10
55834,465081,2,15,-1,1,13,3,8
55835,430969,4,3,-1,5,6,0,10
55836,132712,0,8,-1,4,0,0,15
55837,366800,12,0,-1,4,0,0,15
55839,414293,4,0,-1,5,11,0,14
55840,466972,4,0,-1,5,2,0,14
55845,136099,4,0,-1,3,12,0,8
55846,446108,2,3,-1,1,26,1,8
55849,422807,4,1,-1,7,7,0,7
55850,465110,4,1,-1,7,16,0,7
55852,133018,15,0,-1,2,0,0,12
55854,132844,4,0,-1,3,12,0,14
55855,427628,4,4,-1,6,8,0,11
55859,414304,4,0,-1,3,11,0,14
55860,442729,2,6,-1,1,17,2,9
55865,458774,2,7,-1,1,13,3,8
55866,422799,4,1,-1,7,9,0,7
55868,237546,4,0,-1,3,12,0,21
55869,414293,4,0,-1,3,11,0,14
55870,464119,2,15,-1,1,13,3,8
55871,436836,4,2,-1,8,8,0,7
55873,133419,4,0,-1,3,11,0,24
55874,249172,4,0,-1,3,12,0,14
55875,430975,2,4,-1,1,13,3,8
55879,136046,4,0,-1,3,12,0,14
55881,134394,4,0,-1,3,12,0,14
55883,135680,12,0,-1,7,0,0,8
55886,436837,4,2,-1,8,9,0,7
55889,354719,4,0,-1,3,12,0,19
55891,446139,4,1,-1,7,3,0,7
55897,457897,4,2,-1,8,1,0,7
55898,457882,4,4,-1,6,10,0,8
55899,446092,4,1,-1,7,9,0,7
55900,457973,4,2,-1,8,3,0,7
55901,367814,4,4,-1,6,1,0,8
55904,135407,2,8,-1,1,17,1,9
55908,457729,4,4,-1,6,6,0,8
55917,254022,2,1,-1,1,17,1,9
55920,457808,4,4,-1,6,9,0,8
55932,134957,4,6,-1,6,14,4,13
55943,457816,4,2,-1,8,5,0,7
55957,367816,4,4,-1,6,3,0,8
55963,134333,4,0,-1,4,23,0,21
55965,134217,12,0,-1,4,0,0,15
55966,134462,12,0,-1,4,0,0,8
55967,237134,12,0,-1,4,0,0,15
55968,237138,12,0,-1,4,0,0,15
55969,237136,12,0,-1,4,0,0,15
55970,237133,12,0,-1,4,0,0,15
55971,134452,12,0,-1,4,0,0,22
55972,294477,12,0,0,4,0,0,9
55973,132872,15,0,-1,4,0,0,24
55974,132872,15,0,-1,4,0,0,16
55979,135777,12,0,-1,4,0,0,17
55986,135433,12,0,-1,4,0,0,12
55988,237421,12,0,-1,4,0,0,7
55989,135241,0,8,-1,4,0,0,22
55991,134807,0,8,-1,4,0,0,17
55994,414301,4,0,-1,5,11,0,14
55995,134835,4,0,-1,3,12,0,17
55999,134188,4,0,-1,3,2,0,14
56000,133417,4,0,-1,3,11,0,14
56001,459044,2,16,-1,1,25,0,8
56002,134571,12,0,-1,1,0,0,22
56003,134282,12,0,-1,7,0,0,8
56006,134571,12,0,-1,7,0,0,9
56007,133279,0,8,-1,4,0,0,10
56008,132873,12,0,-1,3,0,0,24
56010,132764,12,0,-1,4,0,0,22
56011,252178,12,0,-1,1,0,0,9
56012,135426,0,8,-1,4,0,0,8
56013,133708,12,0,-1,4,0,0,15
56015,135160,4,0,-1,4,23,7,13
56016,135487,12,0,-1,7,0,0,12
56017,237450,0,8,-1,4,0,0,20
56018,133713,12,0,-1,4,0,0,8
56019,252272,0,8,-1,4,0,0,21
56020,134335,12,0,0,4,0,0,24
56022,132093,2,2,2,2,15,4,12
56024,134710,12,0,0,4,0,0,8
56025,133203,12,0,-1,4,0,0,19
56032,133640,12,0,-1,4,0,0,18
56034,135240,15,0,-1,2,0,0,22
56037,252179,12,0,-1,4,0,0,8
56040,350571,12,0,-1,4,0,0,15
56041,237000,12,0,-1,4,0,0,16
56042,133954,12,0,-1,4,0,0,16
56046,135232,15,0,-1,2,0,0,22
56048,133033,12,0,-1,4,0,0,20
56051,134086,15,0,-1,7,0,0,16
56053,134186,15,0,-1,8,0,0,16
56055,237313,15,0,-1,8,0,0,15
56057,348545,12,0,-1,4,0,0,23
56058,132834,12,0,-1,4,0,0,7
56059,350561,12,0,-1,4,0,0,15
56060,237451,12,0,-1,4,0,0,19
56062,133456,2,5,5,4,17,0,11
56063,133456,2,10,10,4,17,0,11
56064,133456,2,8,8,4,17,0,11
56065,133456,2,13,13,4,13,7,11
56075,344803,2,3,-1,1,26,0,8
56080,236629,12,0,-1,4,0,0,9
56082,132594,12,0,-1,4,0,0,9
56083,133727,12,0,-1,4,0,0,22
56087,134306,12,0,-1,4,0,0,7
56088,133220,12,0,-1,4,0,0,8
56089,134320,12,0,-1,4,0,0,15
56090,132376,2,13,13,4,13,0,8
56091,133746,12,0,-1,4,0,0,19
56097,456577,2,10,-1,2,17,2,13
56098,436835,4,2,-1,8,6,0,7
56100,237185,4,0,-1,3,12,0,14
56101,458181,2,7,-1,1,13,3,8
56108,464636,2,7,-1,1,13,3,8
56109,133742,4,0,-1,8,23,0,19
56110,133317,4,0,-1,5,2,0,14
56111,133390,4,0,-1,3,11,0,24
56114,414303,4,0,-1,3,11,0,24
56115,133791,4,0,-1,3,12,0,14
56116,458772,2,15,-1,1,13,3,8
56119,430970,4,3,-1,5,8,0,10
56121,133011,4,0,-1,3,12,0,22
56122,461828,2,19,-1,2,26,3,21
56127,464079,2,15,-1,1,13,3,8
56128,436838,4,2,-1,8,5,0,7
56131,458773,2,5,-1,1,17,1,9
56132,133041,4,0,-1,3,12,0,8
56134,348548,12,0,-1,4,0,0,17
56136,443378,4,0,-1,3,12,0,22
56138,136160,4,0,-1,3,12,0,14
56141,376249,2,7,-1,1,21,3,8
56142,376832,2,6,-1,1,17,1,13
56143,376833,2,6,-1,1,17,1,13
56148,133640,1,0,-1,7,18,0,18
56149,236994,1,0,-1,8,18,0,18
56150,134385,15,0,-1,7,0,0,18
56151,133727,15,0,-1,2,0,0,12
56156,134253,15,0,-1,2,0,0,7
56158,237142,15,0,-1,2,0,0,7
56159,134322,15,0,-1,8,0,0,7
56162,134355,15,0,-1,8,0,0,7
56163,133801,15,0,-1,6,0,0,8
56166,135277,2,7,-1,1,22,3,8
56167,134208,12,0,0,7,0,0,23
56169,134115,12,0,0,4,0,0,24
56170,377283,2,3,-1,1,26,0,8
56176,133580,12,0,-1,2,0,0,8
56177,134891,12,0,-1,4,0,0,24
56181,132763,12,0,-1,4,0,0,15
56182,132186,12,0,-1,4,0,0,13
56185,135131,12,0,-1,4,0,0,9
56186,133740,12,0,-1,4,0,0,19
56187,132330,12,0,-1,4,0,0,9
56188,135619,12,0,0,4,0,0,8
56189,250624,15,0,-1,7,0,0,16
56190,133723,15,0,-1,4,0,0,12
56191,377988,2,0,0,2,13,3,9
56192,377989,2,4,-1,1,13,3,8
56194,348545,12,0,-1,4,0,0,24
56195,134262,15,0,-1,8,0,0,12
56196,133724,15,0,-1,8,0,0,12
56197,237392,15,0,-1,8,0,0,12
56198,134309,15,0,-1,8,0,0,12
56200,134574,15,0,-1,8,0,0,15
56201,133720,15,0,-1,8,0,0,12
56202,237185,15,0,-1,8,0,0,16
56203,134343,15,0,-1,8,0,0,15
56204,237411,15,0,-1,8,0,0,15
56205,134815,15,0,-1,8,0,0,17
56206,134836,15,0,-1,8,0,0,17
56207,136061,12,0,-1,7,0,0,12
56208,457698,4,4,-1,6,6,0,8
56209,457761,4,4,-1,6,8,0,8
56210,457839,4,4,-1,6,5,0,8
56211,457854,4,4,-1,6,10,0,8
56212,457893,4,4,-1,6,1,0,8
56213,457956,4,4,-1,6,7,0,8
56214,457971,4,4,-1,6,3,0,8
56215,457776,4,4,-1,6,9,0,8
56216,133849,12,0,-1,4,0,0,0
56221,132262,12,0,-1,8,0,0,24
56223,350577,12,0,-1,4,0,0,15
56224,132839,12,0,-1,4,0,0,22
56225,134451,12,0,-1,4,0,0,22
56226,134709,12,0,-1,4,0,0,9
56228,133043,2,4,-1,2,13,1,8
56233,132447,2,0,1,1,17,1,9
56234,134314,15,0,-1,4,0,0,16
56235,133786,12,0,-1,1,0,0,14
56236,237371,15,0,-1,4,0,0,16
56237,134313,15,0,-1,4,0,0,16
56238,237372,15,0,-1,4,0,0,16
56241,133732,15,0,-1,4,0,0,12
56242,133153,15,0,-1,4,0,0,16
56243,330603,12,0,0,4,0,0,9
56244,133194,12,0,0,4,0,0,9
56245,132757,12,0,0,4,0,0,9
56247,132765,12,0,0,4,0,0,12
56250,132486,12,0,-1,4,0,0,13
56254,136155,12,0,-1,1,0,0,15
56256,133787,12,0,-1,1,0,0,14
56263,134521,12,0,-1,4,0,0,8
56264,237451,12,0,-1,4,0,0,7
56270,133383,4,0,-1,5,11,0,14
56288,466966,4,0,-1,3,2,0,14
56320,133018,4,0,-1,3,12,0,14
56339,463569,4,0,-1,3,12,0,14
56345,135252,4,0,-1,3,12,0,14
56347,394617,4,0,-1,3,12,0,14
56370,136099,4,0,-1,3,12,0,14
56398,133419,4,0,-1,5,11,0,14
56449,133011,4,0,-1,3,12,0,14
56458,133041,4,0,-1,3,12,0,14
56463,443378,4,0,-1,3,12,0,14
56468,134301,12,0,-1,4,1,0,24
56469,237387,12,0,-1,4,0,0,19
56474,134941,12,0,-1,4,0,0,19
56476,134070,7,6,-1,8,0,0,8
56477,237260,8,14,-1,8,0,0,7
56480,133759,4,1,-1,8,16,0,7
56481,426497,4,3,-1,8,9,0,7
56482,426495,4,3,-1,8,6,0,7
56489,464507,4,1,-1,8,16,0,7
56490,426499,4,3,-1,8,10,0,7
56494,426496,4,3,-1,8,8,0,7
56498,426502,4,3,-1,8,3,0,7
56502,133620,8,8,-1,8,0,0,7
56503,237261,8,8,-1,8,0,0,7
56504,426498,4,3,-1,8,5,0,7
56508,426501,4,3,-1,8,7,0,7
56512,426500,4,3,-1,8,1,0,7
56516,348557,7,6,-1,8,0,0,7
56517,237262,8,14,-1,8,0,0,7
56518,463832,4,1,-1,8,16,0,7
56519,464508,4,1,-1,8,16,0,7
56520,446908,4,2,-1,8,9,0,7
56521,446906,4,2,-1,8,6,0,7
56523,446910,4,2,-1,8,10,0,7
56524,458325,4,3,-1,5,9,0,10
56525,458327,4,3,-1,5,10,0,10
56527,458330,4,3,-1,5,3,0,10
56529,446907,4,2,-1,8,8,0,7
56531,446915,4,2,-1,8,3,0,7
56532,458324,4,3,-1,5,8,0,10
56533,458323,4,3,-1,5,6,0,10
56536,461125,4,2,-1,8,6,0,7
56537,461793,4,2,-1,8,6,0,7
56538,467092,4,3,-1,5,6,0,10
56539,466265,4,3,-1,5,6,0,10
56541,446909,4,2,-1,8,5,0,7
56543,446911,4,2,-1,8,1,0,7
56545,458329,4,3,-1,5,7,0,10
56547,458328,4,3,-1,5,1,0,10
56549,462530,4,1,-1,8,16,0,7
56550,134316,8,8,-1,8,0,0,7
56551,237405,8,8,-1,8,0,0,7
56552,446914,4,2,-1,8,7,0,7
56556,458326,4,3,-1,5,5,0,10
56560,134070,0,8,-1,8,0,0,8
56561,461128,4,2,-1,8,5,0,7
56562,461799,4,2,-1,8,5,0,7
56563,467099,4,3,-1,5,5,0,10
56565,382928,2,10,10,2,17,1,9
56569,133893,12,0,-1,4,0,0,15
56570,134125,12,0,-1,4,0,0,13
56572,133153,12,0,-1,4,0,0,21
56575,133000,12,0,-1,4,0,0,8
56577,236996,12,0,-1,4,0,0,9
56632,135046,4,4,-1,6,3,0,8
56648,134663,4,4,-1,6,7,0,8
56666,236985,4,4,-1,6,9,0,8
56671,236894,4,2,-1,8,6,0,7
56675,134664,4,4,-1,6,7,0,8
56677,236910,4,2,-1,8,6,0,7
56678,132555,4,4,-1,6,8,0,8
56679,366768,2,15,-1,1,13,3,8
56680,133481,2,5,-1,2,17,1,13
56681,134333,2,19,-1,2,26,3,12
56683,133941,4,0,-1,4,23,0,21
56685,132498,4,4,-1,6,6,0,8
56691,134964,4,6,-1,6,14,4,13
56697,135472,2,4,-1,2,13,3,12
56700,134065,4,0,-1,3,11,0,14
56702,135288,2,8,-1,1,17,1,13
56705,135292,2,8,-1,1,17,1,9
56728,132546,4,4,-1,6,8,0,8
56794,133802,12,0,-1,4,0,0,7
56795,132784,12,0,-1,4,0,0,24
56797,237397,12,0,-1,4,0,0,12
56798,135485,12,0,-1,4,0,0,21
56799,237377,12,0,-1,4,0,0,8
56800,136173,12,0,-1,4,0,0,8
56801,136019,12,0,-1,2,0,0,13
56802,133641,12,0,-1,4,0,0,18
56803,133861,12,0,-1,4,0,0,17
56804,135272,12,0,-1,4,0,0,8
56806,387415,15,2,-1,4,0,0,9
56808,134124,12,0,-1,4,0,0,15
56809,255128,12,0,-1,4,0,0,13
56810,134523,12,0,-1,1,0,0,16
56814,133710,12,0,-1,4,0,0,9
56816,236623,12,0,-1,4,0,0,8
56818,134758,12,0,-1,4,0,0,17
56819,134752,12,0,-1,4,0,0,17
56821,237032,12,0,-1,4,0,0,8
56822,136125,12,0,-1,8,0,0,15
56823,237447,12,0,-1,4,0,0,7
56824,134758,0,8,-1,4,0,0,17
56825,134752,0,8,-1,4,0,0,17
56826,252178,0,8,-1,4,0,0,17
56827,134846,12,0,-1,4,0,0,17
56828,134813,12,0,-1,4,0,0,17
56829,134853,12,0,-1,4,0,0,17
56831,134860,12,0,-1,4,0,0,17
56832,134874,12,0,-1,4,0,0,17
56833,134809,12,0,-1,4,0,0,17
56836,133703,2,14,-1,2,13,7,12
56837,136091,12,0,-1,4,0,0,8
56841,366795,4,2,-1,8,10,0,7
56842,457925,4,3,-1,5,1,0,10
56844,133730,2,5,-1,2,17,1,13
56845,457835,4,3,-1,5,5,0,10
56846,457990,4,4,-1,6,3,0,8
56847,350575,4,0,-1,4,12,0,15
56848,360286,4,2,-1,8,8,0,7
56849,132596,4,0,-1,4,12,0,24
56850,464024,7,11,-1,4,0,0,17
56852,446115,4,1,-1,7,10,0,7
56853,371335,4,3,-1,5,8,0,10
56854,457955,4,4,-1,6,7,0,8
56855,134066,4,0,-1,3,11,0,14
56856,457709,4,2,-1,8,6,0,7
56857,457807,4,3,-1,5,9,0,10
56860,134336,4,0,-1,4,23,0,21
56862,331784,2,3,-1,1,26,1,8
56868,457873,4,2,-1,8,10,0,7
56875,446126,4,1,-1,7,1,0,7
56877,457883,4,3,-1,5,10,0,10
56892,133870,4,0,-1,4,2,0,14
56897,457904,4,2,-1,8,1,0,7
56898,457759,4,3,-1,5,8,0,10
56899,457697,4,4,-1,6,6,0,8
56903,446078,4,1,-1,7,6,0,7
56905,458005,4,3,-1,5,3,0,10
56909,136108,0,8,-1,4,0,0,12
56910,383691,2,0,0,2,13,3,9
56968,134437,15,0,-1,4,0,1,17
57002,133917,15,0,-1,3,0,0,15
57005,384458,2,7,-1,1,21,3,8
57058,134067,15,0,-1,1,0,0,8
57061,134063,15,0,-1,1,0,0,8
57062,134064,15,0,-1,1,0,0,8
57063,133864,15,0,-1,1,0,0,8
57064,133006,15,0,-1,1,0,0,8
57066,133004,15,0,-1,1,0,0,8
57067,237289,15,0,-1,1,0,0,8
57068,133866,15,0,-1,1,0,0,8
57070,133878,15,0,-1,1,0,0,8
57072,457711,4,2,-1,8,6,0,7
57073,457741,4,2,-1,8,8,0,7
57074,457819,4,2,-1,8,5,0,7
57076,457906,4,2,-1,8,1,0,7
57077,457936,4,2,-1,8,7,0,7
57078,457984,4,2,-1,8,3,0,7
57079,457789,4,2,-1,8,9,0,7
57080,457732,4,3,-1,5,6,0,10
57082,457837,4,3,-1,5,5,0,10
57083,457885,4,3,-1,5,10,0,10
57084,457927,4,3,-1,5,1,0,10
57085,457954,4,3,-1,5,7,0,10
57089,457760,4,4,-1,6,8,0,8
57090,457838,4,4,-1,6,5,0,8
57091,457853,4,4,-1,6,10,0,8
57092,457892,4,4,-1,6,1,0,8
57094,457970,4,4,-1,6,3,0,8
57095,457775,4,4,-1,6,9,0,8
57096,134423,12,0,-1,1,0,0,22
57099,463925,0,1,-1,4,0,0,17
57102,136161,12,0,-1,4,0,0,8
57117,330082,12,0,-1,4,0,0,10
57119,135503,12,0,-1,4,0,0,13
57121,133471,12,0,-1,4,0,0,20
57131,133726,12,0,-1,4,0,0,15
57134,134336,12,0,-1,4,0,0,21
57135,133628,0,8,-1,7,0,0,18
57136,133468,12,0,-1,4,0,0,20
57137,133981,12,0,-1,4,0,0,16
57142,236592,15,4,-1,4,0,0,0
57155,135410,2,8,-1,1,17,1,13
57173,331782,2,4,-1,2,21,3,8
57174,331437,4,6,-1,1,14,4,9
57175,132186,12,0,-1,4,0,0,7
57176,334464,2,2,-1,1,15,4,12
57177,134263,12,0,-1,4,0,0,7
57178,236573,12,0,-1,4,0,0,15
57179,350574,12,0,-1,4,0,0,15
57182,134798,12,0,-1,4,0,0,17
57190,133022,0,8,-1,7,0,0,9
57191,463548,0,1,-1,3,0,0,17
57192,463545,0,1,-1,3,0,0,17
57193,463546,0,1,-1,3,0,0,17
57194,463900,0,1,-1,3,0,0,17
57196,133467,12,0,-1,4,0,0,20
57214,135128,2,6,-1,2,17,1,13
57216,133052,2,5,-1,1,17,1,9
57226,135153,2,19,-1,2,26,3,12
57230,133046,2,4,-1,1,13,3,8
57239,133482,2,5,-1,1,17,1,9
57245,133926,12,0,-1,4,0,0,16
57246,134059,12,0,-1,4,0,0,16
57251,133644,1,0,-1,8,18,0,18
57253,443322,4,1,-1,8,6,0,7
57254,443332,4,2,-1,8,8,0,7
57259,133631,12,0,-1,4,0,0,10
57275,466968,4,0,-1,4,2,0,14
57295,422806,4,3,-1,5,7,0,10
57297,135464,15,0,-1,2,0,0,22
57306,422800,4,3,-1,5,5,0,10
57310,422796,4,3,-1,5,8,0,10
57311,135646,2,16,-1,1,25,0,8
57313,422794,4,3,-1,5,6,0,10
57316,134435,4,0,-1,4,12,0,8
57317,422804,4,3,-1,5,1,0,10
57318,132665,4,2,-1,8,5,0,7
57322,414295,4,0,-1,3,11,0,14
57324,376834,4,6,-1,6,14,4,9
57325,133852,4,0,-1,4,12,0,22
57334,466973,4,0,-1,4,2,0,14
57338,135128,4,0,-1,4,12,0,24
57339,386095,2,5,-1,1,17,1,9
57351,422802,4,3,-1,5,10,0,10
57353,466972,4,0,-1,4,2,0,14
57354,380535,4,6,-1,6,14,4,9
57374,466970,4,0,-1,4,2,0,14
57389,443399,4,1,-1,7,7,0,7
57392,443361,4,3,-1,5,10,0,10
57407,135158,2,7,-1,4,13,0,8
57409,135816,12,0,-1,4,0,0,13
57412,133030,12,0,0,4,0,0,8
57419,135469,2,19,-1,2,26,3,14
57420,132947,4,4,-1,6,10,0,8
57427,236982,4,4,-1,6,9,0,8
57430,134662,4,4,-1,6,7,0,8
57431,133740,4,0,-1,4,23,0,19
57436,457924,4,4,-1,6,1,0,8
57440,135051,4,4,-1,6,3,0,8
57446,135052,4,4,-1,6,3,0,8
57449,132633,4,4,-1,6,5,0,8
57452,331053,4,6,-1,6,14,4,9
57462,446120,4,1,-1,7,1,0,7
57484,236956,4,1,-1,7,9,0,7
57493,134659,4,4,-1,6,7,0,8
57496,317258,2,19,-1,2,26,3,12
57518,133987,0,5,-1,7,0,0,16
57519,237334,0,5,-1,7,0,0,15
57533,443339,4,3,-1,5,9,0,10
57539,443337,4,3,-1,5,8,0,10
57540,133635,15,0,-1,4,0,0,7
57544,133974,0,5,-1,4,0,0,15
57558,443347,4,1,-1,7,20,0,7
57682,133485,2,15,-1,4,13,0,8
57683,133485,2,7,-1,4,13,0,8
57684,133485,2,4,-1,4,13,0,8
57685,135145,2,8,-1,2,17,0,13
57687,135493,2,2,-1,4,15,4,12
57688,135531,2,3,-1,2,26,1,12
57689,133485,2,15,-1,2,13,0,8
57690,133485,2,7,-1,2,13,0,8
57691,133485,2,4,-1,1,13,0,8
57692,135331,2,8,-1,5,17,0,13
57699,135531,2,2,-1,2,26,2,12
57700,135493,2,3,-1,2,15,1,12
57706,135145,2,6,-1,2,17,0,13
57755,237277,12,0,-1,4,0,0,7
57756,134943,12,0,-1,4,0,0,19
57757,236629,15,4,-1,4,0,0,0
57758,350571,12,0,-1,4,0,0,16
57761,132762,12,0,-1,4,0,0,13
57765,133900,12,0,-1,4,0,0,7
57766,133998,12,0,-1,4,0,0,7
57786,237350,12,0,-1,4,0,0,15
57789,132772,12,0,-1,4,0,0,22
57810,443348,4,1,-1,7,5,0,7
57815,443405,4,3,-1,5,7,0,10
57817,443354,4,3,-1,5,5,0,10
57818,443336,4,3,-1,5,8,0,10
57821,443406,4,3,-1,5,7,0,10
57823,443355,4,3,-1,5,5,0,10
57825,443328,4,3,-1,5,6,0,10
57826,443340,4,3,-1,5,9,0,10
57829,356431,4,4,-1,5,5,0,8
57831,446072,4,1,-1,7,6,0,7
57833,360289,4,2,-1,8,1,0,7
57836,360291,4,2,-1,8,3,0,7
57837,330602,2,1,-1,1,17,1,9
57839,330603,2,1,-1,1,17,1,9
57840,457926,4,4,-1,6,1,0,8
57848,132797,4,0,-1,3,23,7,24
57849,135128,2,6,-1,2,17,1,9
57851,457880,4,4,-1,6,10,0,8
57859,136213,15,5,-1,4,0,0,24
57865,463830,2,4,-1,2,13,3,8
57877,132622,12,0,-1,4,0,0,16
57879,132762,12,0,-1,4,0,0,16
57910,132672,4,1,-1,7,5,0,7
57911,134185,12,0,-1,4,0,0,23
57912,136108,12,0,-1,4,0,0,12
57913,467780,4,4,-1,6,6,0,11
57920,133847,12,0,-1,4,0,0,12
57921,412504,4,1,-1,6,6,0,7
57924,135145,4,0,-1,8,23,0,21
57927,460716,2,15,-1,1,22,3,8
57928,433447,2,0,-1,1,22,3,8
57929,460717,2,7,-1,1,22,3,8
57930,415049,4,0,-1,3,2,0,14
57931,415048,4,0,-1,3,2,0,14
57932,466967,4,0,-1,3,2,0,14
57934,133337,4,0,-1,5,2,0,14
57935,133862,12,0,-1,4,0,0,9
57969,236950,4,1,-1,7,9,0,7
57974,132962,4,1,-1,7,10,0,7
57987,133151,12,0,-1,4,0,0,7
57988,237329,12,0,-1,4,0,0,16
57990,134332,12,0,-1,4,0,0,20
58037,236985,4,3,-1,5,9,0,10
58044,236982,4,3,-1,5,9,0,10
58045,132947,4,3,-1,5,10,0,10
58051,236983,4,3,-1,5,9,0,10
58058,236978,4,3,-1,5,9,0,10
58060,135051,4,3,-1,5,3,0,10
58064,236974,4,3,-1,5,9,0,10
58073,236926,4,3,-1,5,6,0,10
58079,236929,4,3,-1,5,6,0,10
58082,134717,12,0,-1,4,0,0,17
58083,237336,12,0,-1,4,0,0,15
58084,463924,0,2,-1,3,0,0,17
58085,463926,0,3,-1,3,0,0,17
58086,463930,0,3,-1,3,0,0,17
58087,463927,0,3,-1,3,0,0,17
58088,463931,0,3,-1,3,0,0,17
58091,463922,0,1,-1,3,0,0,17
58092,463860,0,2,-1,3,0,0,17
58093,464028,0,2,-1,3,0,0,17
58094,464029,0,2,-1,3,0,0,17
58095,136069,12,0,-1,4,0,0,12
58096,467783,4,4,-1,6,5,0,11
58097,467785,4,4,-1,6,7,0,11
58098,454034,4,4,-1,6,1,0,11
58099,467784,4,4,-1,6,10,0,11
58100,467767,4,4,-1,6,3,0,11
58112,134724,12,0,-1,4,0,0,17
58114,134938,12,0,-1,4,0,0,19
58115,354435,12,0,-1,4,0,0,19
58119,135129,2,18,-1,2,17,5,12
58120,134321,12,0,-1,4,0,0,15
