ID,Asset,Start_asset,Fail_asset,Modifier_tree_ID,Start_timer,Eligibility_world_state_ID,Type,Start_event,Fail_event,Flags,Eligibility_world_state_value
19286,5,0,0,3711,0,0,53,0,0,0,0
19287,8,0,0,3711,0,0,53,0,0,0,0
19288,10,0,0,3711,0,0,53,0,0,0,0
19289,26,0,0,1287,0,0,53,0,0,0,0
19290,26,0,0,1278,0,0,53,0,0,0,0
19291,26,0,0,1281,0,0,53,0,0,0,0
19292,26,0,0,1296,0,0,53,0,0,0,0
19293,26,0,0,3711,0,0,53,0,0,0,0
19294,26,0,0,1299,0,0,53,0,0,0,0
19295,26,0,0,1293,0,0,53,0,0,0,0
19296,25,0,0,1293,0,0,53,0,0,0,0
19297,25,0,0,1299,0,0,53,0,0,0,0
19298,25,0,0,3711,0,0,53,0,0,0,0
19299,25,0,0,1296,0,0,53,0,0,0,0
19300,25,0,0,1287,0,0,53,0,0,0,0
19301,25,0,0,1278,0,0,53,0,0,0,0
19302,25,0,0,1281,0,0,53,0,0,0,0
19303,6532,0,0,0,0,0,8,0,0,0,0
19304,6533,0,0,0,0,0,8,0,0,0,0
19330,30672,0,0,0,0,0,27,0,0,0,0
19331,29670,0,0,0,0,0,27,0,0,0,0
19332,29694,0,0,0,0,0,27,0,0,0,0
19333,31779,0,0,0,0,0,27,0,0,0,0
19334,30674,0,0,0,0,0,27,0,0,0,0
19335,30675,0,0,0,0,0,27,0,0,0,0
19336,63311,0,0,0,0,0,0,0,0,0,0
19337,63312,0,0,0,0,0,0,0,0,0,0
19338,29879,0,0,0,0,0,27,0,0,0,0
19339,29967,0,0,0,0,0,27,0,0,0,0
19340,63313,0,0,6400,0,0,0,0,0,0,0
19341,63318,0,0,0,0,0,0,0,0,0,0
19342,63316,0,0,0,0,0,0,0,0,0,0
19343,29723,0,0,0,0,0,27,0,0,0,0
19344,29920,0,0,0,0,0,27,0,0,0,0
19345,29865,0,0,0,0,0,27,0,0,0,0
19346,29881,0,0,0,0,0,27,0,0,0,0
19347,29882,0,0,0,0,0,27,0,0,0,0
19348,29930,0,0,0,0,0,27,0,0,0,0
19349,30000,0,0,0,0,0,27,0,0,0,0
19350,30485,0,0,0,0,0,27,0,0,0,0
19351,30504,0,0,0,0,0,27,0,0,0,0
19352,31745,0,0,0,0,0,27,0,0,0,0
19353,29894,0,0,0,0,0,27,0,0,0,0
19354,29901,0,0,0,0,0,27,0,0,0,0
19355,29905,0,0,0,0,0,27,0,0,0,0
19356,29906,0,0,0,0,0,27,0,0,0,0
19357,30348,0,0,0,0,0,27,0,0,0,0
19358,30445,0,0,0,0,0,27,0,0,0,0
19359,30514,0,0,0,0,0,27,0,0,0,0
19360,30660,0,0,0,0,0,27,0,0,0,0
19361,30855,0,0,4608,0,0,27,0,0,0,0
19362,0,0,0,0,0,0,0,0,0,0,0
19363,30752,0,0,0,0,0,27,0,0,0,0
19364,30612,0,0,0,0,0,27,0,0,0,0
19365,30747,0,0,0,0,0,27,0,0,0,0
19366,30492,0,0,0,0,0,27,0,0,0,0
19367,30800,0,0,0,0,0,27,0,0,0,0
19368,61325,0,0,0,0,0,0,0,0,0,0
19369,30946,0,0,0,0,0,27,0,0,0,0
19370,30515,0,0,0,0,0,27,0,0,0,0
19371,30661,0,0,0,0,0,27,0,0,0,0
19372,30784,0,0,0,0,0,27,0,0,0,0
19373,30900,0,0,0,0,0,27,0,0,0,0
19374,30968,0,0,0,0,0,27,0,0,0,0
19375,30793,0,0,0,0,0,27,0,0,0,0
19376,30926,0,0,0,0,0,27,0,0,0,0
19377,6300,0,0,0,0,0,8,0,0,0,0
19378,6301,0,0,0,0,0,8,0,0,0,0
19379,6535,0,0,0,0,0,8,0,0,0,0
19380,6537,0,0,0,0,0,8,0,0,0,0
19381,6539,0,0,0,0,0,8,0,0,0,0
19382,6540,0,0,0,0,0,8,0,0,0,0
19383,6534,0,0,0,0,0,8,0,0,0,0
19384,6536,0,0,0,0,0,8,0,0,0,0
19385,6538,0,0,0,0,0,8,0,0,0,0
19386,6541,0,0,0,0,0,8,0,0,0,0
19388,1341,0,0,0,0,0,46,0,0,0,0
19389,1269,0,0,0,0,0,46,0,0,0,0
19390,1337,0,0,0,0,0,46,0,0,0,0
19391,1272,0,0,0,0,0,46,0,0,0,0
19392,1302,0,0,0,0,0,46,0,0,0,0
19393,1345,0,0,0,0,0,46,0,0,0,0
19394,1351,0,0,0,0,0,46,0,0,0,0
19395,1271,0,0,0,0,0,46,0,0,0,0
19396,1277,0,0,0,0,0,46,0,0,0,0
19397,1275,0,0,0,0,0,46,0,0,0,0
19398,1283,0,0,0,0,0,46,0,0,0,0
19399,1282,0,0,0,0,0,46,0,0,0,0
19400,1281,0,0,0,0,0,46,0,0,0,0
19401,1279,0,0,0,0,0,46,0,0,0,0
19402,1273,0,0,0,0,0,46,0,0,0,0
19403,1276,0,0,0,0,0,46,0,0,0,0
19404,1278,0,0,0,0,0,46,0,0,0,0
19405,1280,0,0,0,0,0,46,0,0,0,0
19408,1463,0,0,5081,0,6651,165,0,0,0,0
19409,6586,0,0,0,0,0,8,0,0,0,0
19410,6585,0,0,0,0,0,8,0,0,0,0
19411,6588,0,0,0,0,0,8,0,0,0,0
19412,6587,0,0,0,0,0,8,0,0,0,0
19416,6589,0,0,0,0,0,8,0,0,0,0
19417,62435,0,0,0,0,0,0,0,0,0,0
19418,6603,0,0,0,0,0,8,0,0,0,0
19419,6602,0,0,0,0,0,8,0,0,0,0
19420,6605,0,0,0,0,0,8,0,0,0,0
19421,6604,0,0,0,0,0,8,0,0,0,0
19422,6606,0,0,0,0,0,8,0,0,0,0
19423,61169,0,0,0,0,0,0,0,0,0,0
19424,63194,0,0,0,0,0,0,0,0,0,0
19425,61326,0,0,0,0,0,0,0,0,0,0
19426,61081,0,0,0,0,0,0,0,0,0,0
19427,47794,0,0,0,0,0,0,0,0,0,0
19428,61142,0,0,0,0,0,0,0,0,0,0
19429,6613,0,0,0,0,0,8,0,0,0,0
19430,6612,0,0,0,0,0,8,0,0,0,0
19431,6614,0,0,0,0,0,8,0,0,0,0
19432,6615,0,0,0,0,0,8,0,0,0,0
19433,6616,0,0,0,0,0,8,0,0,0,0
19434,62954,0,0,0,0,0,0,0,0,0,0
19435,6584,0,0,0,0,0,8,0,0,0,0
19436,6621,0,0,0,0,0,8,0,0,0,0
19437,62022,0,0,0,0,0,0,0,0,0,0
19438,61367,0,0,0,0,0,0,0,0,0,0
19439,62641,0,0,0,0,0,0,0,0,0,0
19440,61143,0,0,0,0,0,0,0,0,0,0
19442,61328,0,0,0,0,0,0,0,0,0,0
19443,61753,0,0,0,0,0,0,0,0,0,0
19444,62640,0,0,0,0,0,0,0,0,0,0
19448,61327,0,0,0,0,0,0,0,0,0,0
19449,61438,0,0,0,0,0,0,0,0,0,0
19450,81889,0,0,0,0,0,41,0,0,0,0
19451,61366,0,0,0,0,0,0,0,0,0,0
19454,0,0,0,3735,0,0,5,0,0,0,0
19455,0,0,0,3739,0,0,5,0,0,0,0
19456,0,0,0,3743,0,0,5,0,0,0,0
19457,0,0,0,3747,0,0,5,0,0,0,0
19458,0,0,0,3751,0,0,5,0,0,0,0
19459,0,0,0,3755,0,0,5,0,0,0,0
19462,0,0,0,3759,0,0,5,0,0,0,0
19463,0,0,0,3763,0,0,5,0,0,0,0
19464,0,0,0,3767,0,0,5,0,0,0,0
19465,0,0,0,3771,0,0,5,0,0,0,0
19468,0,0,0,3775,0,0,5,0,0,0,0
19469,0,0,0,3779,0,0,5,0,0,0,0
19472,0,0,0,3783,0,0,5,0,0,0,0
19473,5157,0,0,0,0,0,8,0,0,0,0
19474,6625,0,0,0,0,0,8,0,0,0,0
19476,1341,0,0,1359,0,0,46,0,0,0,0
19480,1352,0,0,0,0,0,46,0,0,0,0
19481,1353,0,0,0,0,0,46,0,0,0,0
19483,59479,0,0,4085,0,0,0,0,0,0,0
19484,60051,0,0,783,0,0,0,0,0,0,0
19485,60009,0,0,783,0,0,0,0,0,0,0
19486,60143,0,0,783,0,0,0,0,0,0,0
19487,60701,0,0,783,0,0,0,0,0,0,0
19488,60399,0,0,783,0,0,0,0,0,0,0
19489,62980,0,0,783,0,0,0,0,0,0,0
19490,62543,0,0,783,0,0,0,0,0,0,0
19491,1463,0,0,783,0,0,165,0,0,0,0
19492,62511,0,0,783,0,0,0,0,0,0,0
19493,62837,0,0,783,0,0,0,0,0,0,0
19494,123903,0,0,783,0,0,28,0,0,0,0
19495,60999,0,0,783,0,0,0,0,0,0,0
19496,60999,0,0,4051,0,0,0,0,0,0,0
19498,62837,0,0,4051,0,0,0,0,0,0,0
19501,60009,0,0,3801,0,6766,0,0,0,0,1
19502,60009,0,0,3803,0,6767,0,0,0,0,1
19504,60009,0,0,3805,0,6768,0,0,0,0,1
19505,60009,0,0,3807,0,6769,0,0,0,0,1
19506,60009,0,0,3809,0,6770,0,0,0,0,1
19507,60009,0,0,3811,0,6771,0,0,0,0,1
19514,62397,0,0,3829,0,6772,0,0,0,0,0
19515,34,0,0,0,0,0,54,0,0,0,0
19516,60583,0,0,0,0,0,0,0,0,0,0
19517,60586,0,0,0,0,0,0,0,0,0,0
19518,123900,0,0,0,0,0,28,0,0,0,0
19519,123901,0,0,0,0,0,28,0,0,0,0
19520,123903,0,0,0,0,0,28,0,0,0,0
19521,60999,0,0,0,0,0,0,0,0,0,0
19522,56439,0,0,3832,0,0,0,0,0,0,0
19523,125077,0,0,0,0,0,28,0,0,0,0
19524,63518,0,0,0,0,0,0,0,0,0,0
19525,63520,0,0,0,0,0,0,0,0,0,0
19526,63529,0,0,0,0,0,0,0,0,0,0
19527,42781,0,0,0,0,0,64,0,0,0,0
19528,127910,0,0,0,0,0,28,0,0,0,0
19529,124570,0,0,0,0,0,28,0,0,0,0
19530,42940,0,0,0,0,0,64,0,0,0,0
19531,42941,0,0,0,0,0,64,0,0,0,0
19541,0,0,0,3852,0,0,126,0,0,0,0
19542,0,0,0,3856,0,0,79,0,0,0,0
19543,0,0,0,3860,0,0,126,0,0,0,0
19544,0,0,0,3863,0,0,127,0,0,0,0
19558,55863,0,0,0,0,0,0,0,0,0,0
19563,114876,0,0,6638,0,7052,28,0,0,1,0
19564,114950,0,0,0,0,0,28,0,0,0,0
19565,58739,0,0,0,0,0,0,0,0,0,0
19566,62346,0,0,4396,0,0,0,0,0,0,0
19567,60491,0,0,4396,0,0,0,0,0,0,0
19582,213290,0,0,0,0,0,68,0,0,0,0
19583,59873,0,0,0,0,0,0,0,0,0,0
19584,62358,0,0,0,0,0,0,0,0,0,0
19585,57109,0,0,0,0,0,0,0,0,0,0
19586,58319,0,0,0,0,0,0,0,0,0,0
19587,59555,0,0,0,0,0,0,0,0,0,0
19588,59547,0,0,0,0,0,0,0,0,0,0
19589,59546,0,0,0,0,0,0,0,0,0,0
19590,59553,0,0,0,0,0,0,0,0,0,0
19591,59544,0,0,0,0,0,0,0,0,0,0
19592,59552,0,0,0,0,0,0,0,0,0,0
19593,59545,0,0,0,0,0,0,0,0,0,0
19597,118840,0,0,0,0,0,0,0,0,0,0
19598,0,0,0,0,0,0,156,0,0,0,0
19601,124352,0,0,25,0,0,69,0,0,0,0
19603,56636,0,0,3922,0,0,0,0,0,0,0
19604,61567,0,0,3922,0,0,0,0,0,0,0
19605,56732,0,0,3922,0,0,0,0,0,0,0
19606,56747,0,0,3922,0,0,0,0,0,0,0
19608,59479,0,0,3922,0,0,0,0,0,0,0
19609,124356,0,0,3922,0,0,28,0,0,0,0
19610,59605,0,0,0,0,0,0,0,0,0,0
19611,56924,0,0,0,0,0,0,0,0,0,0
19612,56862,0,0,0,0,0,0,0,0,0,0
19613,59519,0,0,0,0,0,0,0,0,0,0
19614,59521,0,0,0,0,0,0,0,0,0,0
19615,59522,0,0,0,0,0,0,0,0,0,0
19616,59518,0,0,0,0,0,0,0,0,0,0
19617,59520,0,0,0,0,0,0,0,0,0,0
19618,213327,0,0,0,0,0,68,0,0,0,0
19619,213328,0,0,0,0,0,68,0,0,0,0
19620,213329,0,0,0,0,0,68,0,0,0,0
19621,213330,0,0,0,0,0,68,0,0,0,0
19624,60583,0,0,4039,0,0,0,0,0,0,0
19625,60585,0,0,4042,0,0,0,0,0,0,0
19626,60586,0,0,4045,0,0,0,0,0,0,0
19628,62980,0,0,0,0,0,0,0,0,0,0
19629,62543,0,0,0,0,0,0,0,0,0,0
19630,62397,0,0,783,0,6772,0,0,0,0,0
19631,62397,0,0,0,0,6772,0,0,0,0,0
19632,1463,0,0,0,0,0,165,0,0,0,0
19633,62511,0,0,0,0,0,0,0,0,0,0
19634,62837,0,0,0,0,0,0,0,0,0,0
19635,128288,0,0,4048,0,0,28,0,0,0,0
19636,60009,0,0,4048,0,0,0,0,0,0,0
19637,60143,0,0,4048,0,0,0,0,0,0,0
19638,60701,0,0,4048,0,0,0,0,0,0,0
19639,60410,0,0,4048,0,0,0,0,0,0,0
19640,60399,0,0,4048,0,0,0,0,0,0,0
19641,62980,0,0,4048,0,0,0,0,0,0,0
19642,62543,0,0,4048,0,0,0,0,0,0,0
19643,1463,0,0,4048,0,0,165,0,0,0,0
19644,62397,0,0,4048,0,0,0,0,0,0,0
19645,62511,0,0,4048,0,0,0,0,0,0,0
19646,62837,0,0,4048,0,0,0,0,0,0,0
19647,123900,0,0,4048,0,0,28,0,0,0,0
19648,123901,0,0,4048,0,0,28,0,0,0,0
19649,123903,0,0,4048,0,0,28,0,0,0,0
19650,60999,0,0,4048,0,0,0,0,0,0,0
19651,123900,0,0,783,0,0,28,0,0,0,0
19652,123901,0,0,783,0,0,28,0,0,0,0
19653,60399,0,0,4051,0,0,0,0,0,0,0
19654,0,0,0,4054,0,0,17,0,0,0,0
19655,0,0,0,4056,0,0,35,0,0,0,0
19658,0,0,0,4059,0,0,35,0,0,0,0
19659,727,0,0,0,0,0,1,0,0,0,0
19660,998,0,0,0,0,0,1,0,0,0,0
19661,0,0,0,4061,0,0,5,0,0,0,0
19662,213331,0,0,0,0,0,68,0,0,0,0
19663,213332,0,0,0,0,0,68,0,0,0,0
19664,213333,0,0,0,0,0,68,0,0,0,0
19665,213334,0,0,0,0,0,68,0,0,0,0
19667,61398,0,0,4063,0,0,0,0,0,0,0
19668,56439,0,0,4063,0,0,0,0,0,0,0
19669,56877,0,0,4063,0,0,0,0,0,0,0
19670,59150,0,0,4063,0,0,0,0,0,0,0
19671,132022,0,0,4063,0,0,28,0,0,2,0
19672,123095,0,0,4063,0,0,28,0,0,0,0
19673,59080,0,0,4063,0,0,0,0,0,0,0
19674,62205,0,0,4063,0,0,0,0,0,0,0
19675,124527,0,0,25,0,0,28,0,0,0,0
19676,3977,0,0,4085,0,0,0,0,0,2,0
19677,59080,0,0,4085,0,0,0,0,0,0,0
19678,56439,0,0,4085,0,0,0,0,0,0,0
19679,62205,0,0,4085,0,0,0,0,0,0,0
19681,61398,0,0,4085,0,0,0,0,0,0,0
19682,123095,0,0,4085,0,0,28,0,0,0,0
19683,56877,0,0,4085,0,0,0,0,0,0,0
19684,59150,0,0,4085,0,0,0,0,0,0,0
19685,6764,0,0,0,0,0,8,0,0,0,0
19686,6666,0,0,0,0,0,8,0,0,0,0
19687,6766,0,0,0,0,0,8,0,0,0,0
19688,6767,0,0,0,0,0,8,0,0,0,0
19689,6768,0,0,0,0,0,8,0,0,0,0
19690,6769,0,0,0,0,0,8,0,0,0,0
19691,6770,0,0,0,0,0,8,0,0,0,0
19692,6771,0,0,0,0,0,8,0,0,0,0
19693,6772,0,0,0,0,0,8,0,0,0,0
19694,56439,0,0,4099,0,0,0,0,0,0,0
19695,59479,0,0,4099,0,0,0,0,0,0,0
19696,61398,0,0,4099,0,0,0,0,0,0,0
19697,123095,0,0,4099,0,0,28,0,0,0,0
19698,3977,0,0,4099,0,0,0,0,0,2,0
19699,59150,0,0,4099,0,0,0,0,0,0,0
19700,60051,0,0,4101,0,0,0,0,0,0,0
19701,60009,0,0,4101,0,0,0,0,0,0,0
19702,60143,0,0,4101,0,0,0,0,0,0,0
19703,60701,0,0,4101,0,0,0,0,0,0,0
19704,60410,0,0,4101,0,0,0,0,0,0,0
19705,60399,0,0,4101,0,0,0,0,0,0,0
19706,62980,0,0,4101,0,0,0,0,0,0,0
19707,62543,0,0,4101,0,0,0,0,0,0,0
19708,1463,0,0,4101,0,0,165,0,0,0,0
19709,62397,0,0,4101,0,0,0,0,0,0,0
19710,62511,0,0,4101,0,0,0,0,0,0,0
19711,62837,0,0,4101,0,0,0,0,0,0,0
19712,123900,0,0,4101,0,0,28,0,0,0,0
19713,123901,0,0,4101,0,0,28,0,0,0,0
19714,123903,0,0,4101,0,0,28,0,0,0,0
19715,60999,0,0,4101,0,0,0,0,0,0,0
19716,123951,0,0,0,0,0,28,0,0,0,0
19717,73538,0,0,0,0,0,36,0,0,0,0
19718,73534,0,0,0,0,0,36,0,0,0,0
19719,73537,0,0,0,0,0,36,0,0,0,0
19720,73535,0,0,0,0,0,36,0,0,0,0
19721,73536,0,0,0,0,0,36,0,0,0,0
19722,73539,0,0,0,0,0,36,0,0,0,0
19723,5,0,0,0,0,0,160,0,0,0,0
19724,0,0,0,0,0,0,158,0,0,0,0
19727,1270,0,0,1359,0,0,46,0,0,0,0
19728,1269,0,0,1359,0,0,46,0,0,0,0
19729,1337,0,0,1359,0,0,46,0,0,0,0
19730,1351,0,0,1359,0,0,46,0,0,0,0
19731,1345,0,0,1359,0,0,46,0,0,0,0
19732,1302,0,0,1359,0,0,46,0,0,0,0
19733,1272,0,0,1359,0,0,46,0,0,0,0
19734,1271,0,0,1359,0,0,46,0,0,0,0
19735,1352,0,0,1359,0,0,46,0,0,0,0
19736,1353,0,0,1359,0,0,46,0,0,0,0
19737,6827,0,0,0,0,0,8,0,0,0,0
19738,6828,0,0,0,0,0,8,0,0,0,0
19739,6839,0,0,0,0,0,8,0,0,0,0
19740,6838,0,0,0,0,0,8,0,0,0,0
19741,6365,0,0,0,0,0,8,0,0,0,0
19742,6837,0,0,0,0,0,8,0,0,0,0
19748,62021,0,0,0,0,0,0,0,0,0,0
19749,0,0,0,0,0,0,157,0,0,0,0
19750,0,0,0,4113,0,0,157,0,0,0,0
19751,0,0,0,4115,0,0,157,0,0,0,0
19752,0,0,0,4119,0,0,157,0,0,0,0
19753,0,0,0,4117,0,0,157,0,0,0,0
19754,0,0,0,4121,0,0,157,0,0,0,0
19755,0,0,0,4123,0,0,157,0,0,0,0
19756,0,0,0,4125,0,0,157,0,0,0,0
19757,0,0,0,4127,0,0,157,0,0,0,0
19758,0,0,0,4129,0,0,157,0,0,0,0
19759,0,0,0,4131,0,0,157,0,0,0,0
19760,0,0,0,4133,0,0,157,0,0,0,0
19761,63297,0,0,0,0,0,0,0,0,0,0
19762,85875,0,0,0,0,0,42,0,0,0,0
19763,62551,0,0,0,0,0,0,0,0,0,0
19764,63859,0,0,0,0,0,0,0,0,0,0
19765,0,0,0,4135,0,0,115,0,0,0,0
19766,32765,0,0,0,0,0,73,0,0,0,0
19767,60410,0,0,0,0,0,0,0,0,0,0
19768,215779,0,0,0,0,0,68,0,0,0,0
19769,215780,0,0,0,0,0,68,0,0,0,0
19771,215782,0,0,0,0,0,68,0,0,0,0
19772,215783,0,0,0,0,0,68,0,0,0,0
19773,213417,0,0,0,0,0,68,0,0,0,0
19774,213418,0,0,0,0,0,68,0,0,0,0
19775,215798,0,0,0,0,0,68,0,0,0,0
19776,213420,0,0,0,0,0,68,0,0,0,0
19777,124659,0,0,0,0,0,34,0,0,0,0
19778,85870,0,0,0,0,0,36,0,0,0,0
19779,85871,0,0,0,0,0,36,0,0,0,0
19780,124660,0,0,0,0,0,34,0,0,0,0
19781,211990,0,0,0,0,0,68,0,0,0,0
19782,211993,0,0,0,0,0,68,0,0,0,0
19783,215785,0,0,0,0,0,68,0,0,0,0
19784,211994,0,0,0,0,0,68,0,0,0,0
19785,215799,0,0,0,0,0,68,0,0,0,0
19786,213421,0,0,0,0,0,68,0,0,0,0
19787,213422,0,0,0,0,0,68,0,0,0,0
19788,213443,0,0,0,0,0,68,0,0,0,0
19789,213445,0,0,0,0,0,68,0,0,0,0
19790,215797,0,0,0,0,0,68,0,0,0,0
19791,213455,0,0,0,0,0,68,0,0,0,0
19792,213456,0,0,0,0,0,68,0,0,0,0
19793,213459,0,0,0,0,0,68,0,0,0,0
19794,213460,0,0,0,0,0,68,0,0,0,0
19795,213461,0,0,0,0,0,68,0,0,0,0
19796,215765,0,0,0,0,0,68,0,0,0,0
19797,213409,0,0,0,0,0,68,0,0,0,0
19798,213410,0,0,0,0,0,68,0,0,0,0
19799,213411,0,0,0,0,0,68,0,0,0,0
19800,213412,0,0,0,0,0,68,0,0,0,0
19801,213413,0,0,0,0,0,68,0,0,0,0
19802,213414,0,0,0,0,0,68,0,0,0,0
19803,213415,0,0,0,0,0,68,0,0,0,0
19804,213416,0,0,0,0,0,68,0,0,0,0
19805,85777,0,0,0,0,0,42,0,0,0,0
19806,56719,0,0,4741,0,6852,0,0,0,0,8
19807,59100,59100,0,25,20,0,0,10,0,0,0
19808,124979,0,0,4063,0,0,28,0,0,0,0
19809,213511,0,0,0,0,0,68,0,0,0,0
19810,62838,0,0,0,0,0,0,0,0,0,0
19811,64184,0,0,0,0,0,0,0,0,0,0
19812,32823,0,0,0,0,0,73,0,0,0,0
19813,42995,0,0,0,0,0,64,0,0,0,0
19814,43062,0,0,0,0,0,64,0,0,0,0
19815,42990,0,0,0,0,0,64,0,0,0,0
19816,42988,0,0,0,0,0,64,0,0,0,0
19817,42989,0,0,0,0,0,64,0,0,0,0
19818,42987,0,0,0,0,0,64,0,0,0,0
19819,43068,0,0,0,0,0,64,0,0,0,0
19820,43069,0,0,0,0,0,64,0,0,0,0
19821,62569,0,0,0,0,0,0,0,0,0,0
19822,62488,0,0,0,0,0,0,0,0,0,0
19823,62468,0,0,0,0,0,0,0,0,0,0
19825,62205,0,0,4137,0,0,0,0,0,0,0
19826,0,0,0,4271,0,0,157,0,0,0,0
19831,0,0,0,6160,0,0,157,0,0,0,0
19834,0,0,0,4275,0,0,157,0,0,0,0
19835,0,0,0,4129,0,0,158,0,0,0,0
19836,0,0,0,4127,0,0,158,0,0,0,0
19837,0,0,0,4121,0,0,158,0,0,0,0
19838,0,0,0,4115,0,0,158,0,0,0,0
19839,0,0,0,4125,0,0,158,0,0,0,0
19840,0,0,0,4117,0,0,158,0,0,0,0
19841,0,0,0,4113,0,0,158,0,0,0,0
19842,0,0,0,4123,0,0,158,0,0,0,0
19843,0,0,0,4131,0,0,158,0,0,0,0
19844,0,0,0,4119,0,0,158,0,0,0,0
19845,0,0,0,4277,0,0,158,0,0,0,0
19846,0,0,0,551,0,0,158,0,0,0,0
19847,0,0,0,553,0,0,158,0,0,0,0
19848,0,0,0,555,0,0,158,0,0,0,0
19849,0,0,0,557,0,0,158,0,0,0,0
19850,0,0,0,4287,0,0,158,0,0,0,0
19851,0,0,0,4289,0,0,158,0,0,0,0
19852,0,0,0,561,0,0,158,0,0,0,0
19853,10,0,0,0,0,0,160,0,0,0,0
19854,15,0,0,0,0,0,160,0,0,0,0
19855,20,0,0,0,0,0,160,0,0,0,0
19856,25,0,0,0,0,0,160,0,0,0,0
19857,62498,0,0,0,0,0,0,0,0,0,0
19858,62466,0,0,0,0,0,0,0,0,0,0
19859,62713,0,0,0,0,0,0,0,0,0,0
19860,125205,0,0,0,0,0,28,0,0,0,0
19861,64165,0,0,0,0,0,0,0,0,0,0
19862,6884,0,0,0,0,0,8,0,0,0,0
19863,6888,0,0,0,0,0,8,0,0,0,0
19864,6892,0,0,0,0,0,8,0,0,0,0
19865,6893,0,0,0,0,0,8,0,0,0,0
19866,6894,0,0,0,0,0,8,0,0,0,0
19867,6895,0,0,0,0,0,8,0,0,0,0
19868,6896,0,0,0,0,0,8,0,0,0,0
19869,6897,0,0,0,0,0,8,0,0,0,0
19870,6898,0,0,0,0,0,8,0,0,0,0
19871,60509,0,0,0,0,0,0,0,0,0,0
19872,60724,0,0,0,0,0,0,0,0,0,0
19873,60302,0,0,0,0,0,0,0,0,0,0
19874,6885,0,0,0,0,0,8,0,0,0,0
19875,6889,0,0,0,0,0,8,0,0,0,0
19876,6899,0,0,0,0,0,8,0,0,0,0
19877,6902,0,0,0,0,0,8,0,0,0,0
19878,6905,0,0,0,0,0,8,0,0,0,0
19879,6908,0,0,0,0,0,8,0,0,0,0
19880,6911,0,0,0,0,0,8,0,0,0,0
19881,6914,0,0,0,0,0,8,0,0,0,0
19882,6917,0,0,0,0,0,8,0,0,0,0
19883,6886,0,0,0,0,0,8,0,0,0,0
19884,6890,0,0,0,0,0,8,0,0,0,0
19885,6900,0,0,0,0,0,8,0,0,0,0
19886,6903,0,0,0,0,0,8,0,0,0,0
19887,6906,0,0,0,0,0,8,0,0,0,0
19888,6909,0,0,0,0,0,8,0,0,0,0
19889,6912,0,0,0,0,0,8,0,0,0,0
19890,6915,0,0,0,0,0,8,0,0,0,0
19891,6918,0,0,0,0,0,8,0,0,0,0
19892,6887,0,0,0,0,0,8,0,0,0,0
19893,6891,0,0,0,0,0,8,0,0,0,0
19894,6901,0,0,0,0,0,8,0,0,0,0
19895,6904,0,0,0,0,0,8,0,0,0,0
19896,6907,0,0,0,0,0,8,0,0,0,0
19897,6910,0,0,0,0,0,8,0,0,0,0
19898,6913,0,0,0,0,0,8,0,0,0,0
19899,6916,0,0,0,0,0,8,0,0,0,0
19900,6919,0,0,0,0,0,8,0,0,0,0
19902,6758,0,0,0,0,0,8,0,0,0,0
19903,6456,0,0,0,0,0,8,0,0,0,0
19904,6756,0,0,0,0,0,8,0,0,0,0
19905,6470,0,0,0,0,0,8,0,0,0,0
19906,6759,0,0,0,0,0,8,0,0,0,0
19907,6760,0,0,0,0,0,8,0,0,0,0
19908,6761,0,0,0,0,0,8,0,0,0,0
19909,6762,0,0,0,0,0,8,0,0,0,0
19910,6763,0,0,0,0,0,8,0,0,0,0
19911,59651,0,0,0,0,0,0,0,0,0,0
19912,62541,0,0,0,0,0,0,0,0,0,0
19913,60999,0,0,3651,0,0,0,0,0,0,0
19914,6925,0,0,0,0,0,8,0,0,0,0
19915,6460,0,0,0,0,0,8,0,0,0,0
19916,6475,0,0,0,0,0,8,0,0,0,0
19917,6671,0,0,0,0,0,8,0,0,0,0
19918,6420,0,0,0,0,0,8,0,0,0,0
19919,6089,0,0,0,0,0,8,0,0,0,0
19920,6400,0,0,0,0,0,8,0,0,0,0
19921,6402,0,0,0,0,0,8,0,0,0,0
19922,6478,0,0,0,0,0,8,0,0,0,0
19923,6713,0,0,0,0,0,8,0,0,0,0
19924,6477,0,0,0,0,0,8,0,0,0,0
19925,6472,0,0,0,0,0,8,0,0,0,0
19926,6471,0,0,0,0,0,8,0,0,0,0
19927,6479,0,0,0,0,0,8,0,0,0,0
19928,6476,0,0,0,0,0,8,0,0,0,0
19929,6684,0,0,0,0,0,8,0,0,0,0
19930,6427,0,0,0,0,0,8,0,0,0,0
19931,6531,0,0,0,0,0,8,0,0,0,0
19932,6394,0,0,0,0,0,8,0,0,0,0
19933,6396,0,0,0,0,0,8,0,0,0,0
19935,125625,0,0,3651,0,0,28,0,0,0,0
19936,6821,0,0,0,0,0,8,0,0,0,0
19937,6928,0,0,0,0,0,8,0,0,0,0
19938,6929,0,0,0,0,0,8,0,0,0,0
19939,6688,0,0,0,0,0,8,0,0,0,0
19940,6485,0,0,0,0,0,8,0,0,0,0
19941,6822,0,0,0,0,0,8,0,0,0,0
19942,6715,0,0,0,0,0,8,0,0,0,0
19945,6823,0,0,0,0,0,8,0,0,0,0
19946,6674,0,0,0,0,0,8,0,0,0,0
19947,6687,0,0,0,0,0,8,0,0,0,0
