TextureName,ID,TextureWidth,TextureHeight,MapAreaID,OffsetX,OffsetY,HitRectTop,HitRectLeft,HitRectBottom,HitRectRight,PlayerConditionID,Flags,AreaID_0,AreaID_1,AreaID_2,AreaID_3
Tuurem,1173,256,512,478,455,34,160,495,232,567,0,0,3675,3676,0,0
WindrunnerSpire,1174,256,256,463,40,287,357,116,390,157,0,0,3492,0,0,0
SilvermoonCity,1175,512,512,462,440,87,190,371,338,679,0,0,3487,0,0,0
ShattrathCity,1176,512,512,478,104,4,92,201,221,383,0,0,3703,0,0,0
BleedingZiggurat,1177,256,256,463,184,238,294,324,331,361,0,0,3501,3505,0,0
Sporeggar,1178,512,256,467,20,202,310,147,354,210,0,0,3649,3658,0,0
Area52,1179,256,128,479,241,388,406,294,476,378,0,0,3712,0,0,0
ManaforgeBanar,1180,256,387,479,147,281,441,189,535,283,0,0,3726,0,0,0
ManaforgeCoruu,1181,256,179,479,357,489,528,442,602,534,0,0,3730,0,0,0
ManaforgeDuro,1182,256,256,479,465,336,416,550,496,643,0,0,3734,0,0,0
ManafrogeAra,1183,256,256,479,171,155,222,217,307,321,0,0,3722,0,0,0
RuinedManaforge,1184,256,256,479,513,138,200,563,312,672,0,0,3736,0,0,0
RuinsofFarahlon,1185,512,256,479,354,49,96,479,191,612,0,0,3741,0,0,0
TempestKeep,1186,409,384,479,593,284,311,638,524,879,0,0,3842,3731,3724,0
TheHeap,1187,256,213,479,239,455,496,238,541,331,0,0,3729,0,0,0
ForgeCampFear,1189,512,420,477,36,248,305,145,383,268,0,0,3624,0,0,0
Garadar,1190,256,256,477,431,143,206,518,281,607,0,0,3613,3614,0,0
Halaa,1191,256,256,477,335,193,260,390,329,462,0,0,3628,3666,3627,0
KilsorrowFortress,1192,256,241,477,558,427,493,642,575,739,0,0,3637,0,0,0
LaughingSkullRuins,1193,256,256,477,351,52,82,415,173,525,0,0,3616,3700,3699,0
OshuGun,1194,512,334,477,168,334,0,0,0,0,0,0,3631,3630,0,0
SunspringPost,1195,256,256,477,219,199,264,291,335,380,0,0,3622,3621,3672,0
Telaar,1196,256,256,477,387,390,426,479,500,579,0,0,3626,0,0,0
RingofTrials,1197,256,256,477,533,267,322,619,401,700,0,0,3638,0,0,0
ThroneoftheElements,1198,256,256,477,504,53,103,564,180,655,0,0,3615,3636,0,0
WarmaulHill,1199,256,256,477,157,32,110,255,219,339,0,0,3617,0,0,0
ExpeditionArmory,1200,512,255,465,261,413,524,491,604,597,0,0,3546,0,0,0
FalconWatch,1201,512,342,465,183,326,383,244,437,295,0,0,3554,3543,0,0
HellfireCitadel,1202,256,458,465,338,210,324,423,384,523,0,0,3545,3670,3671,3669
HonorHold,1203,256,256,465,469,298,393,495,471,604,0,0,3538,3794,3814,0
MagharPost,1208,256,256,465,206,110,149,256,213,372,0,0,3555,3801,0,0
PoolsofAggonar,1215,256,512,465,326,45,189,352,249,473,0,0,3553,3799,3810,0
RuinsofShanaar,1216,256,378,465,25,290,359,95,436,172,0,0,3551,3795,3808,3800
TempleofTelhamat,1217,512,512,465,38,152,235,167,301,305,0,0,3552,0,0,0
TheLegionFront,1218,256,512,465,579,128,278,666,396,738,0,0,3804,3807,3813,0
TheStairofDestiny,1219,256,512,465,737,156,216,833,459,926,0,0,3539,0,0,0
Thrallmar,1220,256,256,465,467,154,226,507,293,602,0,0,3536,0,0,0
ThroneofKiljaeden,1221,512,256,465,477,6,82,554,158,689,0,0,3547,0,0,0
ZethGor,1222,422,238,465,580,430,451,654,533,751,0,0,3582,3838,3815,0
ElrendarCrossing,1225,512,256,463,326,0,0,0,0,0,0,0,3856,0,0,0
BurningBladeRUins,1226,256,334,477,660,334,412,725,482,780,0,0,3610,3788,0,0
ClanWatch,1227,256,256,477,532,363,408,602,454,649,0,0,3611,0,0,0
ForgeCampHate,1228,256,256,477,162,154,223,218,274,302,0,0,3625,0,0,0
SouthwindCleft,1229,256,256,477,391,258,349,474,398,524,0,0,3629,3839,0,0
TwilightRidge,1230,256,512,477,10,107,218,68,307,148,0,0,3764,0,0,0
WindyreedPass,1231,256,256,477,598,79,226,692,261,758,0,0,3762,3673,0,0
WindyreedVillage,1232,256,256,477,666,233,324,711,384,776,0,0,3634,3760,0,0
ZangarRidge,1233,256,256,477,277,54,101,317,146,362,0,0,3763,0,0,0
AngoroshStronghold,1234,256,128,467,124,0,31,164,79,209,0,0,3651,0,0,0
CoilfangReservoir,1236,256,512,467,462,90,251,600,300,655,0,0,3818,3653,3905,0
OreborHarborage,1237,256,512,467,329,25,142,407,197,492,0,0,3766,0,0,0
TheSpawningGlen,1238,256,256,467,31,339,383,108,447,182,0,0,3647,0,0,0
ZabraJin,1239,256,256,467,175,232,325,281,376,356,0,0,3645,0,0,0
IsleofTribulations,1240,256,256,463,585,0,22,675,75,718,0,0,3823,0,0,0
ThalassiaPass,1241,256,262,463,364,406,535,446,593,519,0,0,3861,0,0,0
ArklonRuins,1260,256,256,479,328,397,472,361,511,436,0,0,3723,0,0,0
CelestialRidge,1261,256,256,479,644,173,226,695,293,758,0,0,3737,0,0,0
ForgeBaseOG,1262,256,256,479,237,22,94,362,150,435,0,0,3740,3739,0,0
KirinVarVillage,1263,256,145,479,490,523,560,538,623,605,0,0,3732,3935,3879,3934
Netherstone,1265,256,256,479,411,20,97,480,131,513,0,0,3850,0,0,0
RuinsofEnkaat,1266,256,256,479,253,301,339,297,396,364,0,0,3725,0,0,0
SunfuryHold,1267,256,217,479,454,451,512,548,529,573,0,0,3837,0,0,0
TheScrapField,1268,256,256,479,356,261,355,478,411,539,0,0,3727,3877,0,0
TheStormspire,1269,256,256,479,298,134,205,409,275,494,0,0,3738,3875,3876,0
NetherstormBridge,1270,256,256,479,132,294,358,194,391,270,0,0,3868,0,0,0
AltarofShatar,1273,256,256,473,520,93,140,579,210,652,0,0,3754,3753,0,0
IlladarPoint,1274,256,256,473,143,256,314,266,386,332,0,0,3752,0,0,0
NetherwingCliffs,1275,256,256,473,554,308,0,0,0,0,0,0,3758,0,0,0
RaastokGlade,1276,256,256,478,505,154,238,575,300,640,0,0,3860,0,0,0
TheBarrierHills,1277,256,256,478,116,4,49,194,93,254,0,0,3696,0,0,0
BloodscaleEnclave,1279,256,256,467,596,412,0,0,0,0,0,0,3841,0,0,0
RazorthornShelf,1280,256,256,478,478,19,96,575,132,627,0,0,3858,0,0,0
DenofHaalesh,1281,256,256,465,182,412,478,237,552,313,0,0,3556,3798,0,0
FallenSkyRidge,1282,256,256,465,34,142,247,114,302,171,0,0,3797,0,0,0
ForgeCampRage,1283,512,512,465,478,25,186,567,234,614,0,0,3548,3541,3549,3803
VoidRidge,1285,256,256,465,705,368,421,759,555,823,0,0,3802,0,0,0
WarpFields,1286,256,260,465,308,408,521,423,583,485,0,0,3796,3816,3811,0
BashirLanding,1288,256,256,475,422,0,80,489,145,548,0,0,3864,0,0,0
BladedGulch,1289,256,256,475,623,147,0,0,0,0,0,0,3867,0,0,0
BladesipreHold,1290,256,507,475,314,161,307,376,403,441,0,0,3773,0,0,0
BloodmaulCamp,1291,256,256,475,412,95,151,537,201,576,0,0,3777,0,0,0
BloodmaulOutpost,1292,256,297,475,342,371,478,422,552,506,0,0,3776,3778,0,0
BrokenWilds,1293,256,256,475,733,109,0,0,0,0,0,0,3863,0,0,0
CircleofWrath,1294,256,256,475,439,210,281,512,307,561,0,0,3775,0,0,0
DeathsDoor,1295,256,419,475,512,249,395,628,421,656,0,0,3831,0,0,0
ForgeCampAnger,1297,416,256,475,586,147,250,709,311,786,0,0,3787,0,0,0
ForgeCampTerror,1298,512,252,475,144,416,504,250,580,333,0,0,3784,0,0,0
ForgeCampWrath,1299,256,256,475,254,176,248,285,302,386,0,0,3785,0,0,0
Grishnath,1300,256,256,475,286,28,107,349,160,444,0,0,3781,0,0,0
GruulsLayer,1301,256,256,475,527,81,146,657,169,700,0,0,3774,0,0,0
JaggedRidge,1302,256,254,475,446,414,0,0,0,0,0,0,3768,0,0,0
MokNathalVillage,1303,256,256,475,658,297,397,712,441,768,0,0,3844,0,0,0
RavensWood,1304,512,256,475,214,55,168,266,200,373,0,0,3830,3780,0,0
RazorRidge,1305,256,336,475,533,332,0,0,0,0,0,0,3833,0,0,0
RuuanWeald,1307,256,512,475,479,98,232,561,257,665,0,0,3828,0,0,0
Skald,1308,256,256,475,673,71,0,0,0,0,0,0,3866,0,0,0
Sylvanaar,1309,256,318,475,289,350,408,345,467,395,0,0,3772,0,0,0
TheCrystalpine,1310,256,256,475,585,0,43,611,103,751,0,0,3865,0,0,0
ThunderlordStronghold,1311,256,396,475,405,272,349,506,382,558,0,0,3769,0,0,0
VeilLashh,1312,256,240,475,271,428,495,340,558,389,0,0,3782,3771,0,0
VeilRuuan,1313,256,128,475,563,151,194,637,230,668,0,0,3829,0,0,0
VekhaarStand,1314,256,256,475,629,406,480,750,526,795,0,0,3827,0,0,0
VortexPinnacle,1315,256,462,475,166,206,313,276,482,334,0,0,3832,3786,3964,0
BonechewerRuins,1316,256,256,478,521,275,330,636,369,697,0,0,3685,0,0,0
EcoDomeFarfield,1317,256,256,479,396,10,34,430,96,493,0,0,3874,0,0,0
EtheriumStagingGrounds,1318,256,256,479,481,208,269,524,314,580,0,0,3878,0,0,0
SocretharsSeat,1319,256,256,479,229,38,75,264,139,336,0,0,3742,0,0,0
,1320,0,0,467,0,0,434,220,457,243,0,0,3895,0,0,0
,1321,0,0,465,0,0,475,431,505,466,0,0,3811,0,0,0
,1322,0,0,465,0,0,188,631,229,673,0,0,3541,0,0,0
,1323,0,0,465,0,0,163,515,201,555,0,0,3549,0,0,0
,1324,0,0,465,0,0,275,639,310,676,0,0,3807,0,0,0
,1325,0,0,465,0,0,384,293,425,378,0,0,3543,0,0,0
,1326,0,0,479,0,0,151,338,203,414,0,0,3739,0,0,0
,1327,0,0,479,0,0,329,422,388,489,0,0,3877,0,0,0
AmberwebPass,1328,256,512,476,44,62,158,153,256,225,0,0,3597,0,0,0
Axxarien,1329,256,256,476,297,136,194,384,248,434,0,0,3593,0,0,0
BlacksiltShore,1330,512,242,476,177,426,567,297,641,370,0,0,3594,0,0,0
Bladewood,1331,256,256,476,367,209,280,432,324,488,0,0,3585,0,0,0
BloodscaleIsle,1332,239,256,476,763,256,301,808,406,904,0,0,3612,0,0,0
BloodWatch,1333,256,256,476,437,258,343,517,399,579,0,0,3584,0,0,0
BristlelimbEnclave,1334,256,256,476,546,410,492,636,555,706,0,0,3600,0,0,0
KesselsCrossing,1335,485,141,476,517,527,577,590,628,650,0,0,3602,3583,0,0
Middenvale,1336,256,256,476,414,406,480,481,546,554,0,0,3908,0,0,0
Mystwood,1337,256,185,476,309,483,539,402,594,477,0,0,3910,0,0,0
Nazzivian,1338,256,256,476,250,404,473,345,541,414,0,0,3592,0,0,0
RagefeatherRidge,1339,256,256,476,481,117,191,524,277,599,0,0,3601,0,0,0
RuinsofLorethAran,1340,256,256,476,556,216,263,588,342,647,0,0,3591,0,0,0
TalonStand,1341,256,256,476,657,78,113,704,169,767,0,0,3599,0,0,0
TelathionsCamp,1342,128,128,476,180,216,250,221,302,269,0,0,3603,0,0,0
TheBloodcursedReef,1343,256,256,476,729,54,100,774,171,848,0,0,3604,0,0,0
TheBloodwash,1344,256,256,476,302,27,119,353,176,424,0,0,3906,0,0,0
TheCrimsonReach,1345,256,256,476,555,87,138,598,203,657,0,0,3589,0,0,0
TheCryoCore,1346,256,256,476,293,285,367,352,430,420,0,0,3588,0,0,0
TheFoulPool,1347,256,256,476,221,136,217,260,276,325,0,0,3595,0,0,0
TheHiddenReef,1348,256,256,476,205,39,114,297,153,360,0,0,3596,0,0,0
TheLostFold,1349,256,198,476,503,470,522,554,562,597,0,0,3909,0,0,0
TheVectorCoil,1350,512,430,476,43,238,313,145,402,216,0,0,3586,0,0,0
TheWarpPiston,1351,256,256,476,451,29,86,516,143,569,0,0,3587,0,0,0
VeridianPoint,1352,256,256,476,637,0,26,707,76,784,0,0,3907,0,0,0
VindicatorsRest,1353,256,256,476,232,242,287,276,332,329,0,0,3608,0,0,0
WrathscaleLair,1354,256,256,476,598,338,416,661,476,722,0,0,3590,0,0,0
WyrmscarIsland,1355,256,256,476,613,82,163,662,234,783,0,0,3598,0,0,0
AzurebreezeCoast,1356,256,256,462,669,228,273,701,334,734,0,0,3472,0,0,0
ElrendarFalls,1357,128,256,462,580,399,477,631,502,663,0,0,3558,0,0,0
GoldenboughPass,1358,256,128,462,243,469,498,318,540,351,0,0,3912,0,0,0
LakeElrendar,1359,128,197,462,584,471,497,649,554,672,0,0,3473,0,0,0
RunestoneFalithas,1360,256,172,462,378,496,559,427,588,457,0,0,3913,0,0,0
RunestoneShandor,1361,256,174,462,464,494,550,545,576,571,0,0,3914,0,0,0
SatherilsHaven,1362,256,256,462,324,384,475,366,509,401,0,0,3468,0,0,0
AmmenFord,1363,256,256,464,515,279,341,598,377,631,0,0,3857,0,0,0
AmmenVale,1364,475,512,464,527,104,269,755,316,800,0,0,3526,3560,3559,3530
AzureWatch,1365,256,256,464,383,249,320,473,359,514,0,0,3576,0,0,0
BristlelimbVillage,1366,256,256,464,174,363,409,239,463,292,0,0,3571,0,0,0
Emberglade,1367,256,256,464,488,24,93,560,144,617,0,0,3564,3578,0,0
FairbridgeStrand,1368,256,128,464,356,0,23,432,69,523,0,0,3915,0,0,0
GreezlesCamp,1369,256,256,464,507,350,432,561,465,607,0,0,3577,0,0,0
MoongrazeWoods,1370,256,256,464,449,183,262,507,298,549,0,0,3916,0,0,0
OdesyusLanding,1371,256,256,464,352,378,464,442,504,492,0,0,3573,0,0,0
PodCluster,1372,256,256,464,281,305,372,349,410,392,0,0,3567,0,0,0
PodWreckage,1373,128,256,464,462,349,388,506,432,550,0,0,3568,0,0,0
SiltingShore,1374,256,256,464,291,3,52,324,116,385,0,0,3575,0,0,0
SilvermystIsle,1375,256,222,464,23,446,494,84,557,171,0,0,3639,0,0,0
StillpineHold,1376,256,256,464,365,49,108,438,162,484,0,0,3572,0,0,0
TheExodar,1377,512,512,464,74,85,154,222,317,365,0,0,3557,0,0,0
ValaarsBerth,1378,256,256,464,176,303,343,209,381,265,0,0,3574,0,0,0
WrathscalePoint,1379,256,247,464,220,421,505,261,557,380,0,0,3570,0,0,0
TheGoldenStrand,1380,128,253,462,183,415,441,217,562,254,0,0,3460,0,0,0
ThuronsLivery,1381,256,128,462,539,305,340,606,375,638,0,0,3469,0,0,0
TranquilShore,1382,256,256,462,215,298,340,254,434,316,0,0,3911,0,0,0
Zebwatha,1383,128,193,462,554,475,510,608,551,641,0,0,3475,0,0,0
,1384,0,0,462,0,0,341,485,581,535,0,0,3482,0,0,0
,1385,0,0,464,0,0,86,523,144,549,0,0,3578,0,0,0
,1386,0,0,464,0,0,395,814,478,907,0,0,3559,0,0,0
,1387,0,0,464,0,0,404,680,453,730,0,0,3530,0,0,0
,1388,0,0,464,0,0,551,177,577,206,0,0,3579,0,0,0
,1389,0,0,464,0,0,551,101,594,165,0,0,3566,0,0,0
AuchenaiGrounds,1390,256,234,478,247,434,0,0,0,0,0,0,3894,0,0,0
CarrionHill,1391,256,256,478,377,272,0,0,0,0,0,0,3891,3890,0,0
RefugeCaravan,1392,128,256,478,316,268,330,368,334,384,0,0,3887,0,0,0
RingofObservance,1393,256,256,478,310,345,406,355,472,438,0,0,3893,3688,0,0
SethekkTomb,1394,256,256,478,245,289,342,303,360,324,0,0,3888,0,0,0
SmolderingCaravan,1395,256,208,478,321,460,0,0,0,0,0,0,3886,0,0,0
VeilRhaze,1397,256,256,478,222,362,0,0,0,0,0,0,3889,0,0,0
WrithingMound,1398,256,256,478,417,327,0,0,0,0,0,0,3892,0,0,0
,1399,0,0,467,0,0,245,399,305,474,0,0,3653,0,0,0
,1400,0,0,467,0,0,247,479,298,529,0,0,3905,0,0,0
,1401,0,0,467,0,0,414,720,536,779,0,0,3655,0,0,0
,1402,0,0,467,0,0,336,839,376,884,0,0,3718,0,0,0
,1404,0,0,467,0,0,135,227,182,278,0,0,3640,0,0,0
,1405,0,0,478,0,0,530,673,591,745,0,0,3679,0,0,0
,1406,0,0,478,0,0,444,527,491,558,0,0,3678,0,0,0
,1407,0,0,475,0,0,450,593,471,613,0,0,3918,0,0,0
,1408,0,0,475,0,0,490,587,534,638,0,0,3919,0,0,0
,1409,0,0,462,0,0,335,673,367,718,0,0,3481,0,0,0
,1410,0,0,465,0,0,215,778,242,808,0,0,3920,0,0,0
,1411,0,0,465,0,0,539,602,567,634,0,0,3812,0,0,0
RidgeofMadness,1412,256,410,475,554,258,285,663,505,691,0,0,3833,0,0,0
,1414,0,0,462,0,0,167,263,236,329,0,0,3485,0,0,0
,1415,0,0,477,0,0,441,328,512,396,0,0,3630,0,0,0
,1418,0,0,473,0,0,233,564,267,611,0,0,3753,0,0,0
,1419,0,0,473,0,0,454,566,499,607,0,0,3945,0,0,0
,1420,0,0,473,0,0,364,611,419,674,0,0,3758,0,0,0
,1421,0,0,473,0,0,160,517,183,543,0,0,3749,0,0,0
,1422,0,0,473,0,0,146,534,159,550,0,0,3927,0,0,0
,1423,0,0,473,0,0,397,687,430,719,0,0,3939,0,0,0
,1424,0,0,473,0,0,466,572,480,593,0,0,3944,0,0,0
,1425,0,0,473,0,0,296,415,308,435,0,0,3928,0,0,0
,1426,0,0,473,0,0,371,550,410,579,0,0,3938,0,0,0
,1427,0,0,478,0,0,273,629,287,645,0,0,3902,0,0,0
,1428,0,0,478,0,0,292,693,302,703,0,0,3901,0,0,0
,1429,0,0,473,0,0,371,446,392,472,0,0,3932,0,0,0
,1430,0,0,475,0,0,256,612,274,629,0,0,3951,0,0,0
,1431,0,0,463,0,0,176,565,202,676,0,0,3510,0,0,0
,1432,0,0,467,0,0,520,697,549,719,0,0,3841,0,0,0
,1434,0,0,478,0,0,462,228,485,255,0,0,3686,0,0,0
,1435,0,0,478,0,0,271,296,292,316,0,0,3677,0,0,0
,1436,0,0,478,0,0,84,482,126,526,0,0,3689,0,0,0
,1437,0,0,478,0,0,148,574,170,609,0,0,3676,0,0,0
,1438,0,0,473,0,0,195,392,217,416,0,0,3933,0,0,0
,1440,0,0,478,0,0,430,627,457,656,0,0,3973,0,0,0
,1445,128,128,478,0,0,556,708,601,763,0,0,3978,0,0,0
,1446,128,128,478,0,0,519,675,583,708,0,0,3976,0,0,0
,1447,128,128,478,0,0,512,614,570,650,0,0,3974,0,0,0
,1448,128,128,478,0,0,511,653,540,678,0,0,3975,0,0,0
,1449,128,128,478,0,0,332,332,381,448,0,0,3697,0,0,0
SunsReachHarbor,1454,512,416,499,252,252,0,0,0,0,0,0,4087,4086,4089,4091
SunsReachSanctum,1455,512,512,499,251,4,0,0,0,0,0,0,4086,4087,4083,4088
,1456,0,0,499,0,0,183,375,219,452,0,0,4089,0,0,0
,1457,0,0,499,0,0,294,345,317,411,0,0,4094,0,0,0
,1458,0,0,499,0,0,152,543,184,617,0,0,4095,0,0,0
,1459,0,0,499,0,0,332,601,362,676,0,0,4091,0,0,0
TempleCityOfEnKilah,1462,290,292,486,712,15,123,820,214,935,0,0,4125,4042,4125,0
ConquestHold,1463,332,294,490,17,307,409,185,465,242,0,0,4206,4255,4482,4217
SteeljawsCaravan,1464,244,319,486,397,66,134,474,192,531,0,0,4127,4127,4039,4109
DrakTheronKeep,1465,382,285,490,0,46,112,132,203,219,0,0,4210,4199,4209,4251
DrakilJinRuins,1466,351,284,490,607,41,148,679,226,759,0,0,4216,4244,4266,4212
RiplashStrand,1467,382,258,486,293,383,500,406,585,545,0,0,4028,4028,4029,4269
DunArgol,1468,455,400,490,547,257,351,733,442,829,0,0,4220,4229,4218,4480
Kaskala,1469,385,316,486,509,214,297,618,387,709,0,0,4041,4041,4113,4043
GraniteSprings,1470,356,224,490,7,207,300,122,362,196,0,0,4208,4202,0,0
GrizzleMaw,1471,294,227,490,358,187,240,425,326,539,0,0,395,4267,4238,4262
RageFangShrine,1472,475,362,490,312,294,351,459,414,548,0,0,4215,4240,4480,0
GarroshsLanding,1473,267,378,486,153,238,317,267,375,332,0,0,4106,4027,4106,4031
ThorModan,1474,329,246,490,509,0,66,639,133,727,0,0,4221,4214,0,0
DeathsStand,1475,289,279,486,707,181,287,802,335,851,0,0,4114,4114,4138,4126
Coldarra,1476,460,381,486,50,0,225,172,290,344,0,0,4024,4024,4121,4026
VentureBay,1477,274,207,490,18,461,525,90,604,200,0,0,4242,0,0,0
Voldrune,1478,283,247,490,176,421,469,244,554,336,0,0,4207,0,0,0
AmberpineLodge,1479,278,290,490,217,244,359,281,416,347,0,0,4204,4203,4200,0
BorGorokOutpost,1480,396,203,486,314,0,44,463,97,543,0,0,4122,4122,4123,4133
BlueSkyLoggingGrounds,1481,249,235,490,232,129,216,323,292,399,0,0,4222,0,0,0
CampOneqwah,1482,324,265,490,548,137,282,622,328,680,0,0,4211,4205,4231,0
AmberLedge,1483,244,214,486,325,140,207,434,260,490,0,0,4023,4023,4105,0
WarsongStronghold,1484,260,278,486,329,237,321,394,391,476,0,0,4129,4129,4020,4021
ValianceKeep,1485,259,302,486,457,264,426,545,501,615,0,0,4032,4101,0,4111
TorpsFarm,1486,186,276,486,272,237,288,341,340,390,0,0,4141,4144,4130,4142
TheGeyserFields,1487,375,342,486,480,0,126,597,257,732,0,0,4035,4035,4037,4108
TheDensOfDying,1488,203,209,486,662,11,79,734,142,796,0,0,4124,4124,4118,0
RubyDragonshrine,1489,188,211,488,374,208,288,438,363,511,0,0,4168,4168,4165,0
ObsidianDragonshrine,1490,304,203,488,256,104,178,341,251,430,0,0,4167,4167,4227,0
NewHearthglen,1491,214,261,488,614,358,458,675,547,749,0,0,4180,4180,0,0
Naxxramas,1492,311,272,488,691,160,255,845,336,936,0,0,4234,4188,4189,4177
CauldrosIsle,1493,181,178,491,490,161,221,557,260,600,0,0,4059,4059,4058,0
LightsRest,1494,299,278,488,703,7,135,795,209,880,0,0,4191,4191,4194,0
CampWinterHoof,1495,223,209,491,354,0,55,452,107,506,0,0,4018,4018,4479,0
ApothecaryCamp,1496,263,265,491,99,37,118,236,169,294,0,0,4062,4062,4070,0
LakeIndule,1497,356,300,488,217,313,415,361,482,434,0,0,4166,4152,4160,4154
VengeanceLanding,1498,223,338,491,664,25,151,748,216,817,0,0,4000,4000,4050,4402
IcemistVillage,1499,235,337,488,134,165,217,210,308,290,0,0,4163,4163,4164,4158
SteelGate,1500,222,168,491,222,100,157,295,191,333,0,0,3999,3999,0,0
GalakrondsRest,1501,258,225,488,433,118,181,503,258,596,0,0,4173,4173,0,0
ScalawagPoint,1502,350,258,491,168,410,494,304,555,385,0,0,3990,3990,3989,4077
Nifflevar,1503,178,208,491,595,240,322,647,385,713,0,0,3984,3984,4261,0
EmeraldDragonshrine,1504,196,218,488,543,362,450,602,523,670,0,0,4179,4179,0,0
Gjalerbron,1505,242,189,491,225,0,25,334,102,400,0,0,4006,4065,4054,0
ColdwindHeights,1506,213,219,488,403,0,80,456,156,547,0,0,4230,4396,4230,0
ExplorersLeagueOutpost,1507,232,216,491,585,336,393,722,446,783,0,0,3997,0,0,0
EmberClutch,1508,213,256,491,283,203,310,367,369,432,0,0,4048,4063,0,0
GiantsRun,1509,298,306,491,572,0,148,646,209,728,0,0,4061,0,0,0
FortWildervar,1510,251,192,491,490,0,53,574,120,642,0,0,4003,4055,4066,0
IvaldsRuin,1512,193,201,491,668,223,282,758,337,809,0,0,4005,0,0,0
Halgrind,1513,187,263,491,397,208,329,478,395,526,0,0,3994,0,0,0
Angrathar,1514,306,242,488,210,0,62,310,140,412,0,0,4172,4169,4170,4171
NewAgamand,1515,284,308,491,415,360,434,498,490,560,0,0,3991,4260,4057,0
AgmarsHammer,1516,236,218,488,258,203,284,334,355,405,0,0,4165,4165,0,0
Skorn,1517,238,232,491,343,108,187,421,258,483,0,0,4002,0,0,0
TheTwistedGlade,1518,266,210,491,420,57,94,523,133,563,0,0,4053,4052,4051,0
WyrmrestTemple,1519,317,353,488,453,219,273,543,393,654,0,0,4161,0,4183,4176
UtgardeKeep,1520,248,382,491,477,216,265,541,350,627,0,0,3983,3981,3980,3982
WestwindRefugeeCamp,1521,229,299,488,42,187,267,109,351,169,0,0,4151,4151,4157,4478
WestguardKeep,1522,347,220,491,90,180,248,250,308,356,0,0,3998,4071,0,0
VenomSpite,1523,226,212,488,661,264,378,744,424,801,0,0,4186,4186,4232,0
AncientLift,1524,177,191,491,342,351,394,386,467,467,0,0,3992,3988,3987,0
TheForgottenShore,1525,301,286,488,698,332,429,768,517,885,0,0,4185,4185,4241,0
BaelgunsExcavationSite,1526,244,305,491,621,327,455,705,499,748,0,0,3996,0,0,0
Baleheim,1527,174,173,491,576,170,234,632,290,702,0,0,4001,4403,4263,0
TheCrystalVice,1528,229,259,488,487,0,87,576,176,663,0,0,4187,4187,4253,0
ScarletPoint,1529,235,354,488,569,7,133,689,211,767,0,0,4193,4193,4175,0
GunDrak,1530,336,297,496,629,0,62,788,163,888,0,0,4375,0,0,0
DrakSotraFields,1531,286,265,496,326,358,491,396,538,441,0,0,4278,4279,0,0
AmphitheaterOfAnguish,1532,266,254,496,289,287,342,448,413,516,0,0,4320,4275,4319,4318
AltarOfSseratus,1533,237,248,496,288,168,224,377,297,433,0,0,4276,4294,0,0
AltarOfRhunok,1534,247,304,496,431,127,205,503,285,566,0,0,4321,4327,4328,0
AltarOfQuetzLun,1535,261,288,496,607,251,361,742,433,799,0,0,4325,0,0,0
AltarOfMamToth,1536,311,317,496,575,88,271,701,340,767,0,0,4329,4372,4371,0
AltarOfHarKoa,1537,265,257,496,533,345,435,618,487,674,0,0,4322,4324,0,0
ZimTorga,1538,249,258,496,479,241,358,565,416,625,0,0,4323,4326,0,0
Zeramas,1539,307,256,496,7,412,473,183,534,241,0,0,4310,4312,4311,4481
Voltarus,1540,218,291,496,174,191,272,253,333,312,0,0,4314,4468,4315,0
ThrymsEnd,1541,272,268,496,0,247,353,135,414,203,0,0,4313,4469,0,0
LightsBreach,1542,321,305,496,181,363,490,295,533,346,0,0,4317,4316,4374,0
Kolramas,1543,302,231,496,380,437,494,594,544,649,0,0,4299,0,0,0
RiversHeart,1544,468,329,493,359,339,387,444,460,518,0,0,4290,0,4302,4304
TheSavageThicket,1545,293,229,493,396,51,146,433,205,505,0,0,4376,4368,0,0
TheMosslightPillar,1546,239,313,493,265,355,468,335,539,386,0,0,4400,4300,0,0
TheMakersOverlook,1547,233,286,493,705,236,342,782,400,840,0,0,4412,0,0,0
TheMakersPerch,1548,249,248,493,172,135,245,271,291,323,0,0,4413,0,0,0
TheSuntouchedPillar,1549,455,316,493,82,186,317,308,382,358,0,0,4389,4284,0,4391
RainspeakerCanopy,1550,207,235,493,427,244,322,508,381,568,0,0,4291,4386,0,0
TheLifebloodPillar,1551,312,369,493,501,134,367,631,437,689,0,0,4296,4283,0,0
TheAvalanche,1552,322,265,493,596,92,188,692,275,801,0,0,4282,0,0,0
TheGlimmeringPillar,1553,294,327,493,308,34,217,469,269,523,0,0,4307,4306,4369,4308
KartaksHold,1555,329,293,493,76,375,518,216,575,269,0,0,4287,4288,4483,0
TheStormwrightsShelf,1556,268,288,493,138,58,197,219,252,271,0,0,4392,0,0,0
UrsocsDen,1558,328,260,490,331,32,157,525,224,612,0,0,4159,4366,0,0
Kamagua,1559,333,265,491,99,278,355,212,418,286,0,0,3988,3987,3992,0
Corprethar,1561,308,212,492,342,392,438,447,507,522,0,0,4518,4519,4521,4520
Jotunheim,1562,393,474,492,22,122,220,233,303,310,0,0,4496,4526,4527,4528
IcecrownCitadel,1563,308,202,492,392,466,519,489,630,596,0,0,4522,0,0,0
OnslaughtHarbor,1564,204,268,492,0,167,234,50,340,129,0,0,4417,0,0,0
