ID,Description_lang,Amount,Flags,Operator,CriteriaID,Parent,OrderIndex
11019,Beth'tilac,1,0,0,18096,11018,1
11020,"Lord Rhyolith",1,0,0,18097,11018,2
11021,Alysrazor,1,0,0,18098,11018,3
11022,Shannox,1,0,0,18099,11018,4
11023,Baleroc,1,0,0,18100,11018,5
11024,"Majordomo Fandral Staghelm",1,0,0,18101,11018,6
11025,Ragnaros,1,0,0,18102,11018,7
11028,"The Exodar",1,0,0,11138,11027,2
11029,Darnassus,1,0,0,11139,11027,1
11030,Ironforge,1,0,0,11140,11027,3
11031,Stormwind,1,0,0,11141,11027,4
11033,"Join the Brew of the Month club.",1,0,8,0,0,0
11034,,1,2,0,9859,11033,1
11035,,1,2,0,9860,11033,2
11036,,1,2,0,9861,11033,3
11037,,1,2,0,9862,11033,4
11039,"Obtain a Traveler's Tundra Mammoth from Mei Francis in Dalaran.",1,0,8,0,0,0
11040,"Traveler's Tundra Mammoth",0,2,0,7380,11039,1
11041,"Traveler's Tundra Mammoth",0,2,0,7381,11039,2
11043,"Obtain a Black War Mammoth.",1,0,8,0,0,0
11044,"Black War Mammoth",0,2,0,7388,11043,2
11045,"Black War Mammoth",0,2,0,7387,11043,1
11047,"Obtain a Grand Black War Mammoth.",1,0,8,0,0,0
11048,"Grand Black War Mammoth",0,2,0,7392,11047,2
11049,"Grand Black War Mammoth",0,2,0,7391,11047,1
11051,"Loot 50 Stone Keeper's Shards.",0,0,4,0,0,0
11052,"Loot 50 Stone Keeper's Shards",50,1,0,7403,11051,1
11054,"Most deadly Lich King dungeon boss",1,0,6,0,0,0
11055,"The Black Knight",1,0,0,13262,11054,43
11056,"Drakos the Interrogator",0,0,0,7791,11054,20
11057,"Elder Nadox",0,0,0,7776,11054,30
11058,"Maiden of Grief",0,0,0,7785,11054,6
11059,"Gortok Palehoof",0,0,0,7799,11054,14
11060,Anub'arak,0,0,0,7760,11054,38
11061,"The Prophet Tharon'ja",0,0,0,7762,11054,39
11062,Cyanigosa,0,0,0,7763,11054,40
11063,"Dalronn the Controller",0,0,0,7764,11054,8
11064,"Skarvald the Constructor",0,0,0,7765,11054,35
11065,"Prince Keleseth",0,0,0,7766,11054,37
11066,"Krik'thir the Gatewatcher",0,0,0,7773,11054,33
11067,Hadronox,0,0,0,7774,11054,32
11068,"Drakkari Colossus",0,0,0,7783,11054,23
11069,Mal'Ganis,0,0,0,7804,11054,9
11070,"Jedoga Shadowseeker",0,0,0,7777,11054,29
11071,Trollgore,0,0,0,7778,11054,28
11072,"Ormorok the Tree-Shaper",0,0,0,7771,11054,2
11073,"King Ymiron",0,0,0,7800,11054,13
11074,"Sjonnir The Ironshaper",0,0,0,7786,11054,34
11075,"Ingvar the Plunderer",0,0,0,7758,11054,36
11076,"Novos the Summoner",0,0,0,7779,11054,27
11077,"Svala Sorrowgrave",0,0,0,7798,11054,15
11078,Gal'darah,0,0,0,7784,11054,22
11079,Ionar,0,0,0,7788,11054,7
11080,Volkhan,0,0,0,7789,11054,5
11081,"Mage-Lord Urom",0,0,0,7792,11054,19
11082,Keristrasza,0,0,0,7759,11054,42
11083,Anomalus,0,0,0,7770,11054,1
11084,"Grand Magus Telestra",0,0,0,7772,11054,3
11085,"Ley-Guardian Eregos",0,0,0,7796,11054,17
11086,"King Dred",0,0,0,7780,11054,26
11087,Slad'ran,0,0,0,7781,11054,25
11088,Moorabi,0,0,0,7782,11054,24
11089,Loken,0,0,0,7790,11054,21
11090,"Varos Cloudstrider",0,0,0,7795,11054,18
11091,"Skadi the Ruthless",0,0,0,7797,11054,16
11092,Meathook,0,0,0,7801,11054,12
11093,"Chrono-Lord Epoch",0,0,0,7802,11054,11
11094,"Salramm the Fleshcrafter",0,0,0,7803,11054,10
11095,"Herald Volazj",0,0,0,7761,11054,41
11096,"Prince Taldaram",0,0,0,7775,11054,31
11097,"General Bjarngrim",0,0,0,7787,11054,4
11098,"Argent Confessor Paletress",0,0,0,13263,11054,44
11099,Bronjahm,0,0,0,13265,11054,46
11100,"Devourer of Souls",0,0,0,13266,11054,47
11101,"Forgemaster Garfrost",0,0,0,13267,11054,48
11102,Ick,0,0,0,13268,11054,49
11103,Krick,0,0,0,13269,11054,50
11104,"Scourgelord Tyrannus",0,0,0,13270,11054,51
11105,Falric,0,0,0,13271,11054,52
11106,Marwyn,0,0,0,13272,11054,53
11107,"The Lich King",0,0,0,13273,11054,54
11108,"Eadric the Pure",0,0,0,13264,11054,45
11110,"First guild on the realm to defeat Ragnaros in Firelands on Heroic Difficulty while in a guild group.",1,0,8,0,0,0
11111,Ragnaros,1,2,0,18103,11110,1
11112,Ragnaros,1,2,0,18104,11110,2
11114,"During the Feast of Winter Veil, use your Winter Veil Disguise kit to become a snowman and then dance with another snowman in Dalaran.",0,0,4,0,0,0
11115,"Winter Veil Disguise Kit in Dalaran",1,2,0,6258,11114,2
11116,"Winter Veil Disguise Kit",1,2,0,6257,11114,3
11117,"/dance in dalaran with a snowman as a snowman",1,2,0,6261,11114,1
11119,"Complete the Love is in the Air achievements listed below.",0,0,4,0,0,0
11120,"Dangerous Love",0,0,0,6356,11119,4
11121,"Nation of Adoration",0,0,0,6358,29036,0
11122,Lonely?,0,0,0,6354,11119,3
11123,"My Love is Like a Red, Red Rose",0,0,0,6363,11119,10
11124,"I Pitied The Fool",0,0,0,6364,11119,11
11125,"The Rocket's Pink Glare",0,0,0,6357,11119,5
11126,"Flirt With Disaster",0,0,0,6353,29034,0
11127,Charming,0,0,0,6351,11119,0
11128,"Sweet Tooth",0,0,0,6361,11119,8
11129,"Be Mine!",0,0,0,6362,11119,9
11130,Shafted!,0,0,0,6352,11119,1
11131,"Fistful of Love",0,0,0,6359,11119,7
11135,"Cook up one of every Pilgrim's Bounty dish.",0,0,4,0,0,0
11136,"Candied Sweet Potato",1,0,0,11123,11135,1
11137,"Cranberry Chutney",1,0,0,11124,11135,2
11138,"Pumpkin Pie",1,0,0,11125,11135,3
11139,"Slow-Roasted Turkey",1,0,0,11126,11135,4
11140,"Spice Bread Stuffing",1,0,0,11127,11135,5
11142,"Bounce food off a fellow feaster's head at a Bountiful Table.",1,0,8,0,0,0
11143,,1,2,0,11180,11142,4
11144,,1,2,0,11178,11142,2
11145,,1,2,0,11179,11142,3
11146,,1,2,0,11181,11142,5
11147,,1,2,0,11168,11142,1
11149,"Earn exalted status with and the right to represent Ironforge in the Argent Tournament.",0,0,4,0,0,0
11150,"Champion of Ironforge",1,0,0,11323,11149,2
11151,"Exalted with Ironforge",42000,0,0,5330,11149,1
11153,"Defeat General Vezax after defeating the Saronite Animus in 10-player mode.",0,0,4,0,0,0
11154,Vezax,1,2,0,10451,11153,1
11156,"Defeat Talon King Ikiss while wearing a Pilgrim's Hat and either a Pilgrim's Dress, Robe, or Attire.",0,0,4,0,0,0
11157,,1,2,0,11142,11156,1
11159,"Victories over the Faction Champions (Trial of the Crusader 25 player)",0,0,4,0,0,0
11160,"Defeat the Faction Champions",1,0,0,13348,11159,1
11162,"Proud owner of a Murkimus the Gladiator pet.",1,0,8,0,0,0
11163,"Murkimus the Gladiator",0,2,0,11224,11162,2
11164,"Murkimus' Little Spear",1,2,0,11225,11162,1
11165,"Murkimus' Tiny Spear",1,2,0,11223,11162,0
11167,"Defeat Eadric the Pure in the Trial of the Champion with his own hammer on Heroic Difficulty.",0,0,4,0,0,0
11168,"Defeat Eadric with his own hammer.",1,2,0,11858,11167,1
11172,"Complete each of Marcia Chase's 5 fishing daily quests listed below.",0,0,4,0,0,0
11173,"Dangerously Delicious",1,0,0,13365,11172,3
11174,"Blood is Thicker",1,0,0,13367,11172,4
11175,Disarmed!,1,0,0,13366,11172,5
11176,"The Ghostfish",1,0,0,13363,11172,1
11177,"The Jewel of the Sewers",1,0,0,13364,11172,2
11179,"Defeat Thaddius in Naxxramas with less than 9 players in 10-player mode.",0,0,4,0,0,0
11180,Thaddius,1,2,0,7152,11179,1
11182,"Destroy 100 vehicles using a turret.",0,0,4,0,0,0
11183,"Destroy 100 vehicles using a turret",100,1,0,7625,11182,1
11185,"Obtain a permanent Peddlefeet pet by procuring a Truesilver Shafted Arrow.",1,0,8,0,0,0
11186,"Truesilver Shafted Arrow",1,2,0,6323,11185,2
11187,Peddlefeet,0,2,0,6322,11185,1
11189,"Pity the Love Fool in the locations specified below.",0,0,4,0,0,0
11190,"The Culling of Stratholme",1,0,0,6346,11189,4
11191,Wintergrasp,1,0,0,6343,11189,1
11192,Naxxramas,1,0,0,6347,11189,5
11193,"Arathi Basin Blacksmith",1,0,0,6345,11189,3
11194,"Battle Ring of Gurubashi Arena",1,0,0,6344,11189,2
11196,"Completed the paladin quest to obtain a Charger.",1,0,8,0,0,0
11197,"Judgment and Redemption",1,2,0,8906,11196,1
11198,"True Masters of the Light",1,2,0,8907,11196,2
11200,"Completed the druid quest to obtain Swift Flight Form.",0,0,4,0,0,0
11201,"Vanquish the Raven God",1,2,0,8908,11200,1
11202,"True Masters of the Light",1,2,0,8907,11200,2
11204,"Logged in during WoW's 4th Anniversary.",0,0,4,0,0,0
11205,"Logged in during 4th anniversary event",1,2,0,9058,11204,1
11207,"Defeat Thaddius in Naxxramas with less than 21 players in 25-player mode.",0,0,4,0,0,0
11208,Thaddius,1,2,0,7165,11207,1
11210,"Destroy 5 vehicles using a turret in a single battle.",0,0,4,0,0,0
11211,"Destroy 5 vehicles using a turret in a single battle",5,1,0,7628,11210,1
11213,"Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty within 20 minutes of Drakos the Interrogator's death.",0,0,4,0,0,0
11214,"Kill Ley-Guardian Eregos within 20 minutes of Drakos the Interrogator's death.",1,2,0,7145,11213,1
11216,"Obtain an Armored Brown Bear from Mei Francis in Dalaran.",1,0,8,0,0,0
11217,"Armored Brown Bear",0,2,0,7368,11216,1
11218,"Armored Brown Bear",0,2,0,7369,11216,2
11220,"Obtain 100 Cooking Awards.",100,0,5,0,0,0
11221,,100,2,0,16094,11220,2
11222,,100,2,0,16095,11220,3
11223,,100,2,0,7262,11220,1
11224,,100,2,0,16313,11220,5
11225,,100,2,0,16300,11220,4
11231,"Get a combination of 8 players and Scarlet Defenders caught up in Armsmaster Harlan's Blades of Light on Heroic Difficulty.",0,0,4,0,0,0
11233,,1,2,0,19047,11231,0
11235,"Defeat Onyxia in less than 5 minutes in 25-player mode.",0,0,4,0,0,0
11236,Onyxia,1,2,0,12567,11235,1
11247,"Defeat Freya while leaving at least 2 Elders alive in 10-player mode.",0,0,4,0,0,0
11248,Freya,1,2,0,10448,11247,1
11250,"Achieved Deadly Gladiator title.",0,0,4,0,0,0
11251,"Deadly Gladiator",1,2,0,10881,11250,1
11254,"Cranberry Chutney",1,0,0,11118,11253,2
11255,"Candied Sweet Potato",1,0,0,11119,11253,1
11256,"Pumpkin Pie",1,0,0,11120,11253,3
11257,"Slow-Roasted Turkey",1,0,0,11121,11253,4
11258,"Spice Bread Stuffing",1,0,0,11122,11253,5
11260,"Defeat Kologarn without any raid member being hit by Focused Eyebeams in 10-player mode.",0,0,4,0,0,0
11261,Kologarn,1,2,0,10286,11260,1
11263,"Destroy both of Kologarn's arms and then Kologarn himself within 12 seconds in 25-player mode.",1,0,8,0,0,0
11264,Kologarn,1,2,0,10722,11263,1
12065,Dragonblight,0,0,0,3906,12064,3
11266,"Defeat Kologarn without any raid member being hit by Focused Eyebeams in 25-player mode.",0,0,4,0,0,0
11267,Kologarn,1,2,0,10099,11266,1
11269,"Engineering Schematics learned",0,0,4,0,0,0
11271,"Engineering Schematics known",0,0,0,7226,11269,0
11273,"Defeat Gal'darah in Gundrak on Heroic Difficulty while under the effects of Eck Residue.",0,0,4,0,0,0
11274,"Kill Gal'darah while under the effects of Eck Residue.",1,2,0,7136,11273,1
11276,"Defeat Flame Leviathan with at least 3 Orbital Defense Systems active in 10-player mode.",0,0,4,0,0,0
11277,"Flame Leviathan",1,2,0,10058,11276,1
11279,"Battleground played the most",0,0,6,0,0,0
11280,"Arathi Basin",0,0,0,106,11279,1
11281,"Strand of the Ancients",0,0,0,5743,11279,3
11282,"Alterac Valley",0,0,0,104,11279,0
11283,"Warsong Gulch",0,0,0,5747,11279,4
11284,"Eye of the Storm",0,0,0,105,11279,2
11285,"Isle of Conquest",0,0,0,13368,11279,5
11286,"Twin Peaks",0,0,0,16510,11279,6
11287,"Battle for Gilneas",0,0,0,16511,11279,7
11289,"Most deadly Lich King 25-player raid boss",0,0,6,0,0,0
11290,"XT-002 Deconstructor",0,0,0,11019,11289,25
11291,Freya,0,0,0,11027,11289,33
11292,Mimiron,0,0,0,11028,11289,34
11293,"General Vezax",0,0,0,11029,11289,35
11294,Yogg-Saron,0,0,0,11030,11289,36
11295,"Algalon the Observer",0,0,0,11031,11289,37
11296,"Emalon the Storm Watcher",0,0,0,11032,11289,38
11297,"Flame Leviathan",0,0,0,11016,11289,22
11298,Razorscale,0,0,0,11017,11289,23
11299,"Ignis the Furnace Master",0,0,0,11018,11289,24
11300,Auriaya,0,0,0,11024,11289,30
11301,Hodir,0,0,0,11025,11289,31
11302,Steelbreaker,0,0,0,11020,11289,26
11303,"Stormcaller Brundir",0,0,0,11022,11289,28
11304,Kologarn,0,0,0,11023,11289,29
11305,Thaddius,0,0,0,7839,11289,13
11306,"Thane Korth'azz",0,0,0,7845,11289,7
11307,Patchwerk,0,0,0,7838,11289,14
11308,Sapphiron,0,0,0,7840,11289,12
11309,Kel'Thuzad,0,0,0,7841,11289,11
11310,"Lady Blaymeux",0,0,0,7842,11289,10
11311,"Baron Rivendare",0,0,0,7843,11289,9
11312,"Noth the Plaguebringer",0,0,0,7837,11289,15
11313,"Heigan the Unclean",0,0,0,7833,11289,19
11314,"Archavon the Stone Watcher",0,0,0,7848,11289,4
11315,Anub'Rekhan,0,0,0,7828,11289,1
11316,Gluth,0,0,0,7829,11289,21
11317,"Gothik the Harvester",0,0,0,7830,11289,2
11318,"Grand Widow Faerlina",0,0,0,7831,11289,20
11319,Grobbulus,0,0,0,7832,11289,3
11320,"Instructor Razuvious",0,0,0,7834,11289,18
11321,Loatheb,0,0,0,7835,11289,17
11322,Maexxna,0,0,0,7836,11289,16
11323,Sartharion,0,0,0,7846,11289,6
11324,Anub'arak,0,0,0,13296,11289,44
11325,"Lady Deathwhisper",0,0,0,13298,11289,46
11326,"Toravon the Ice Watcher",0,0,0,13291,11289,39
11327,Rotface,0,0,0,13304,11289,52
11328,Icehowl,0,0,0,13292,11289,40
11329,"Sir Zeliek",0,0,0,7844,11289,8
11330,Malygos,0,0,0,7847,11289,5
11331,"Lord Jaraxxus",0,0,0,13293,11289,41
11332,"Fjola Lightbane",0,0,0,13294,11289,42
11333,"Lord Marrowgar",0,0,0,13297,11289,45
11334,"Deathbringer Saurfang",0,0,0,13299,11289,47
11335,"Blood-Queen Lana'thel",0,0,0,13300,11289,48
11336,Sindragosa,0,0,0,13301,11289,49
11337,"The Lich King",0,0,0,13302,11289,50
11338,Festergut,0,0,0,13303,11289,51
11339,"Professor Putricide",0,0,0,13305,11289,53
11340,"Eydis Darkbane",0,0,0,13295,11289,43
11341,"Runemaster Molgeim",0,0,0,11021,11289,27
11342,Thorim,0,0,0,11026,11289,32
11344,"Disarm 2 seaforium charges in a single battle.",0,0,4,0,0,0
11345,"Disarm 2 seaforium charges in a single battle",2,1,0,6447,11344,1
12060,"Defeat Algalon the Observer after closing 3 Black Holes within 10 seconds in 25-player mode.",0,0,4,0,0,0
12061,"Close 3 Black Holes within 10 seconds",3,1,0,10782,12060,1
12062,"Defeat Algalon the Observer",1,0,0,10783,12060,2
12064,"Explore the regions of Northrend.",0,0,4,0,0,0
12066,"Grizzly Hills",0,0,0,3907,12064,4
12067,Zul'Drak,0,0,0,3908,12064,5
12068,"Sholazar Basin",0,0,0,3909,12064,6
12069,"Storm Peaks",0,0,0,3910,12064,8
12070,Icecrown,0,0,0,3911,12064,9
12071,"Borean Tundra",0,0,0,3904,12064,1
12072,"Crystalsong Forest",0,0,0,5298,12064,7
12073,"Howling Fjord",0,0,0,3905,12064,2
12075,"Use the Dungeon Finder tool to finish random heroic dungeons until you have grouped with 100 random players total.",0,0,4,0,0,0
12076,,100,1,0,13029,12075,1
12078,"Drink 25 different types of beverages.",25,0,8,0,0,0
12079,"Sweet Nectar",0,2,0,4717,12078,156
12080,"Thistle Tea",0,2,0,4718,12078,159
12081,"Springtime Stout",0,2,0,10506,12078,195
12082,"Izzard's Ever Flavor",0,2,0,10501,12078,190
12083,"Conjured Purified Water",0,2,0,4673,12078,104
12084,"Conjured Water",0,2,0,4676,12078,107
12085,"Darkmoon Special Reserve",0,2,0,4678,12078,109
12086,"Don Carlos Tequila",0,2,0,4679,12078,110
12087,"Dos Ogris",0,2,0,4680,12078,111
12088,"Winter Veil Egg Nog",0,2,0,4681,12078,112
12089,"Enchanted Water",0,2,0,4682,12078,113
12090,Ethermead,0,2,0,4684,12078,115
12091,"Flagon of Dwarven Mead",0,2,0,4688,12078,119
12092,"Flask of Stormwind Tawny",0,2,0,4689,12078,120
12093,"Goldthorn Tea",0,2,0,4691,12078,122
12094,"Steamwheedle Fizzy Spirits",0,2,0,4715,12078,150
12095,"Hot Apple Cider",0,2,0,4694,12078,125
12096,"Ice Cold Milk",0,2,0,4695,12078,126
12097,"Morning Glory Dew",0,2,0,4701,12078,132
12098,"Plugger's Blackrock Ale",0,2,0,4703,12078,134
12099,"Rumsey Rum Black Label",0,2,0,4706,12078,137
12100,Silverwine,0,2,0,4709,12078,140
12101,"Gordok Green Grog",0,2,0,8991,12078,9
12102,"Blended Bean Brew",0,2,0,4659,12078,91
12103,"Wild Winter Pilsner",0,2,0,10978,12078,197
12104,"Cheap Beer",0,2,0,4665,12078,97
12105,"Cherry Grog",0,2,0,4666,12078,98
12106,"Conjured Crystal Water",0,2,0,4667,12078,99
12107,"Conjured Fresh Water",0,2,0,4668,12078,100
12108,"Conjured Mineral Water",0,2,0,4671,12078,102
12109,"Izzard's Ever Flavor",0,2,0,10502,12078,191
12110,"Bottled Winterspring Water",0,2,0,4661,12078,93
12111,"Gilneas Sparkling Water",0,2,0,4690,12078,121
12112,Moonglow,0,2,0,4700,12078,131
12113,"Lord of Frost's Private Label",0,2,0,10503,12078,192
12114,"Captain Rumsey's Lager",0,2,0,4663,12078,95
12115,"Conjured Mountain Spring Water",0,2,0,4672,12078,103
12116,"Conjured Sparkling Water",0,2,0,4674,12078,105
12117,"Bartlett's Bitter Brew",0,2,0,10499,12078,188
12118,"Skin of Dwarven Stout",0,2,0,4710,12078,141
12119,"Sulfuron Slammer",0,2,0,4716,12078,153
12120,"Tournament Brew",0,2,0,10618,12078,196
12121,"Filtered Draenic Water",0,2,0,4686,12078,117
12122,"Fizzy Faire Drink",0,2,0,4687,12078,118
12123,"Holiday Spirits",0,2,0,4693,12078,124
12124,"Purified Draenic Water",0,2,0,4704,12078,135
12125,"Metok's Bubble Bock",0,2,0,10504,12078,193
12126,"Bash Ale",0,2,0,4654,12078,0
12127,"Blackrock Fortified Water",0,2,0,4656,12078,88
12128,"Blackrock Mineral Water",0,2,0,4657,12078,89
12129,"Blackrock Spring Water",0,2,0,4658,12078,90
12130,"Bubbling Water",0,2,0,4662,12078,94
12131,"Cenarion Spirits",0,2,0,4664,12078,96
12132,"Draenic Pale Ale",0,2,0,10500,12078,189
12133,"Fishliver Oil",0,2,0,8985,12078,58
12134,Stormstout,0,2,0,8986,12078,57
12135,"Kreeg's Stout Beatdown",0,2,0,8992,12078,54
12136,"Bottled Alterac Spring Water",0,2,0,8993,12078,11
12137,"Scourgebane Draught",0,2,0,8997,12078,24
12138,"Freshly-Squeezed Lemonade",0,2,0,8998,12078,23
12139,"Bubbly Beverage",0,2,0,8999,12078,22
12140,"Autumnal Acorn Ale",0,2,0,9022,12078,44
12141,"Bartlett's Bitter Brew",0,2,0,9023,12078,43
12142,"Pungent Seal Whey",0,2,0,6955,12078,146
12143,"Cuergo's Gold with Worm",0,2,0,6950,12078,169
12144,"Snowplum Brandy",0,2,0,6964,12078,172
12145,"Grizzleberry Juice",0,2,0,6966,12078,178
12146,"Autumnal Acorn Ale",0,2,0,10498,12078,187
12147,"Glass of Aged Dalaran Red",0,2,0,8869,12078,82
12148,"Scourgebane Infusion",0,2,0,8996,12078,25
12149,"Dire Brew",0,2,0,9027,12078,39
12150,"Trogg Ale",0,2,0,8987,12078,5
12151,"Blessed Sunfruit Juice",0,2,0,8988,12078,56
12152,"Tea with Sugar",0,2,0,8989,12078,7
12153,"Rumsey Rum",0,2,0,8990,12078,55
12154,"Rumsey Rum Dark",0,2,0,4707,12078,138
12155,"Conjured Spring Water",0,2,0,4675,12078,106
12156,"Winterfin ""Depth Charge""",0,2,0,6960,12078,160
12157,"Frostberry Juice",0,2,0,6959,12078,157
12158,"Blackrock Lager",0,2,0,5193,12078,171
12159,"Harvest Nectar",0,2,0,8994,12078,53
12160,"Blackrock Lager",0,2,0,5194,12078,174
12161,"Binary Brew",0,2,0,5195,12078,175
12162,"Bottled Spirits",0,2,0,6942,12078,145
12163,"Jug of Badlands Bourbon",0,2,0,6943,12078,148
12164,"Thunder Ale",0,2,0,6944,12078,151
12165,"Raptor Punch",0,2,0,6947,12078,161
12166,"Volatile Rum",0,2,0,6948,12078,163
12167,"Cuergo's Gold",0,2,0,6949,12078,166
12168,"Wizbang's Special Brew",0,2,0,6951,12078,173
12169,"Hyjal Nectar",0,2,0,6953,12078,177
12170,"Eversong Port",0,2,0,6954,12078,180
12171,"Honeymint Tea",0,2,0,6956,12078,149
12172,"Sweetened Goat's Milk",0,2,0,6958,12078,155
12173,"Bitter Plasma",0,2,0,6961,12078,164
12174,"Glass of Dalaran Red",0,2,0,8868,12078,61
12175,"Glass of Eversong Wine",0,2,0,8872,12078,63
12176,"Flask of Bitter Cactus Cider",0,2,0,8873,12078,72
12177,"Peon Sleep Potion",0,2,0,9011,12078,46
12178,"Pure Energy",0,2,0,9012,12078,45
12179,"Blade's Edge Ogre Brew",0,2,0,9013,12078,34
12180,"Mudder's Milk",0,2,0,9014,12078,33
12181,"Iced Berry Slush",0,2,0,9015,12078,32
12182,"Lord of Frost's Private Label",0,2,0,9024,12078,42
12183,"Ethereal Liqeuer",0,2,0,9025,12078,41
12184,"Diluted Ethereum Essence",0,2,0,9026,12078,40
12185,"Thunderbrew's Hard Ale",0,2,0,9028,12078,38
12186,"Anguish Ale",0,2,0,9029,12078,37
12187,"Half Full Bottle of Prison Moonshine",0,2,0,9030,12078,36
12188,"Half Empty Bottle of Prison Moonshine",0,2,0,9031,12078,35
12189,"Glass of Vintage Dalaran Red",0,2,0,8871,12078,81
12190,"Bottle of Silvermoon Port",0,2,0,8874,12078,71
12191,"Fizzy Faire Drink ""Classic""",0,2,0,9016,12078,31
12192,"Echo Isles Pale Ale",0,2,0,9017,12078,30
12193,"Lord of Frost's Private Label",0,2,0,6957,12078,152
12194,"Fresh Apple Juice",0,2,0,6968,12078,176
12195,"Rhapsody Malt",0,2,0,6945,12078,154
12196,"Fizzy Energy Drink",0,2,0,9000,12078,21
12197,"Fiery Festival Brew",0,2,0,9001,12078,20
12198,"Loch Modan Lager",0,2,0,9002,12078,19
12199,"Stouthammer Lite",0,2,0,9003,12078,17
12200,"Grunt's Waterskin",0,2,0,9004,12078,15
12201,"Footman's Waterskin",0,2,0,9005,12078,52
12202,"Crimson Steer Energy Drink",0,2,0,9006,12078,51
12203,"Ethereum Essence",0,2,0,9007,12078,50
12204,"Brightstong Wine",0,2,0,9009,12078,48
12205,"Northrend Honey Mead",0,2,0,6963,12078,170
12206,"Crusader's Waterskin",0,2,0,6967,12078,181
12207,"Halaani Whiskey",0,2,0,9010,12078,47
12208,"Sparkling Apple Cider",0,2,0,9018,12078,29
12209,"Dark Brewmaiden's Brew",0,2,0,9019,12078,28
12210,"Stranglethorn Brew",0,2,0,9020,12078,27
12211,"Draenic Pale Ale",0,2,0,9021,12078,26
12212,"Suntouched Special Reserve",0,2,0,10505,12078,194
12213,"Winter Veil Eggnog",0,2,0,8995,12078,13
12214,"Stonebreaker Brew",0,2,0,9008,12078,49
12215,"Enriched Terocone Juice",0,2,0,4683,12078,114
12216,"Molasses Firewater",0,2,0,4698,12078,129
12217,"Aerie Peak Pale Ale",0,2,0,5190,12078,162
12218,"Aromatic Honey Brew",0,2,0,5192,12078,168
12219,"Aromatic Honey Brew",0,2,0,5191,12078,165
12220,"Caraway Burnwine",0,2,0,6485,12078,85
12221,"Star's Lament",0,2,0,4713,12078,144
12222,"Netehrgarde Bitter",0,2,0,4702,12078,133
12223,"Black Coffee",0,2,0,4655,12078,87
12224,"Moonberry Juice",0,2,0,4699,12078,130
12225,"Rumsey Rum Light",0,2,0,4708,12078,139
12226,"Star's Tears",0,2,0,4714,12078,147
12227,"Junglevine Wine",0,2,0,4696,12078,127
12228,"Melon Juice",0,2,0,4697,12078,128
12229,"Sparkling Southshore Cider",0,2,0,4712,12078,143
12230,"Binary Brew",0,2,0,5196,12078,179
12231,"Bottle of Dalaran Noir",0,2,0,4660,12078,92
12232,"Conjured Glacier Water",0,2,0,4669,12078,101
12233,"Dark Dwarven Lager",0,2,0,4677,12078,108
12234,"Greatfather's Winter Ale",0,2,0,4692,12078,123
12235,"Refreshing Spring Water",0,2,0,4705,12078,136
12236,"Watered-down Beer",0,2,0,6946,12078,158
12237,Kungaloosh,0,2,0,6962,12078,167
12238,"Bad Egg Nog",0,2,0,6452,12078,86
12239,"Bitter Plasma",0,2,0,6961,12078,3
12240,"Barleybrew Light",0,2,0,8883,12078,79
12241,"Glass of Peaked Dalaran Red",0,2,0,8870,12078,62
12242,"Stranglethorn Brew",0,2,0,9502,12078,186
12243,"Keg of Thunderbrew Lager",0,2,0,9498,12078,182
12244,"Wild Winter Pilsner",0,2,0,9499,12078,183
12245,"Metok's Bubble Bock",0,2,0,9500,12078,184
12246,"Springtime Stout",0,2,0,9501,12078,185
12247,"Barleybrew Clear",0,2,0,8885,12078,77
12248,"Long Stride Brew",0,2,0,8886,12078,76
12249,"Path of Brew",0,2,0,8887,12078,75
12250,"Jungle River Water",0,2,0,8888,12078,74
12251,"Brewdoo Magic",0,2,0,8889,12078,73
12252,"Stout Shrunken Head",0,2,0,8890,12078,59
12253,"Small Step Brew",0,2,0,8891,12078,84
12254,"Southshore Stout",0,2,0,4711,12078,142
12255,Evermurky,0,2,0,4685,12078,116
12256,"Mysterious Fermented Liquid",0,2,0,8876,12078,69
12257,"Skin of Mulgore Firewater",0,2,0,8877,12078,68
12258,"Gordok Grog",0,2,0,8878,12078,67
12259,"Thunder 45",0,2,0,8879,12078,66
12260,"Thunderbrew Ale",0,2,0,8880,12078,65
12261,"Thunderbrew Stout",0,2,0,8881,12078,64
12262,"Ogre Mead",0,2,0,8882,12078,80
12263,"Barleybrew Dark",0,2,0,8884,12078,78
12264,"Cup of Frog Venom Brew",0,2,0,8875,12078,70
12265,"Yeti Milk",0,2,0,8866,12078,60
12266,"Glass of Dalaran White",0,2,0,8867,12078,83
12267,"Sparkling Oasis Water",1,2,0,16952,12078,16
12268,"Fresh Water",1,2,0,16945,12078,2
12269,"Fungus Squeezings",1,2,0,16946,12078,4
12270,"Highland Spring Water",1,2,0,16949,12078,10
12271,"South Island Iced Tea",1,2,0,16951,12078,14
12272,"Banana Cocktail",0,2,0,16827,12078,198
12273,"Imported E.K. Ale",0,2,0,16828,12078,199
12274,"Fizzy Fruit Wine",0,2,0,16829,12078,200
12275,"Tol Barad Coconut Rum",0,2,0,16830,12078,201
12276,"Potent Pineapple Punch",0,2,0,16831,12078,202
12277,"Greasy Whale Milk",1,2,0,16947,12078,6
12278,"Starfire Espresso",1,2,0,16953,12078,18
12279,"Highland Spirits",1,2,0,16948,12078,8
