ID,Effect,EffectBasePoints,EffectIndex,EffectAura,DifficultyID,EffectAmplitude,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectRealPointsPerLevel,EffectTriggerSpell,EffectPos_facing,EffectAttributes,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,ImplicitTarget_0,ImplicitTarget_1,SpellID
185633,6,100,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,0,6,0,139213
185938,6,15,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32,0,0,14,22,7,140460
186237,6,460,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,22,30,140639
186289,6,2000,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,140671
186313,6,500,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,140683
186335,6,2000,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,140692
186416,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32477,0,0,0,1,0,140698
187470,165,255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,18,16,140954
187956,6,2000,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,141035
188256,2,139452,0,0,0,0,0,0,1,0,22616,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18,22,15,141192
189721,6,450,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,141642
189868,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32864,0,0,0,1,0,142223
189869,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32866,0,0,0,1,0,142224
189871,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32865,0,0,0,1,0,142226
189924,77,142255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,22,7,142258
190014,6,50000,0,3,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,142315
190209,6,5,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,142453
190240,6,0,1,416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16,69206016,65536,0,0,0,0,1,0,137038
190555,6,100000,0,3,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,142649
190566,2,600000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,18,0,104,0,142655
190816,6,146249,0,3,0,0,1000,0,1,0,7501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,142797
190830,31,91,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,142804
191039,6,13,2,429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16777216,0,0,0,0,0,0,1,0,137041
191142,6,0,1,416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,65536,134219844,16641,16,0,0,0,0,1,0,137014
191201,6,10,1,255,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,0,0,0,25,0,142929
191205,6,10,0,255,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32,0,0,0,25,0,142931
191248,24,1,0,0,0,0,0,0,1,0,0,98616,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,142968
191312,2,116999,0,0,0,0,0,0,1,0,6001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,13,22,15,143009
191313,6,75000,0,3,0,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,13,22,15,143010
191470,24,1,0,0,0,0,0,0,1,0,0,98816,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,143133
191535,6,80000,0,3,0,0,2000,0,1,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143198
191659,2,73124,0,0,0,0,0,0,1,0,3751,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143224
191676,6,284999,0,3,0,0,1000,0,1,0,30001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143240
191774,6,10,0,255,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,0,0,0,25,0,143275
191782,6,10,0,255,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,0,0,0,25,0,143279
191822,2,100000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143301
191899,2,146249,2,0,0,0,0,0,1,0,7501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,15,63,16,143337
191900,6,50000,3,3,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143337
191904,6,40000,0,3,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143339
191940,6,77999,0,3,0,0,1000,0,1,0,4001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,22,22,15,143362
191969,6,50000,2,3,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,143373
192004,6,100,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,23,0,0,0,6,0,143385
192098,2,584999,0,0,0,0,0,0,1,0,30001,0,22,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,22,0,104,0,143436
192099,6,300,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,22,0,22,0,104,0,143436
192101,6,300,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,22,0,22,0,104,0,143437
192390,6,-35,0,255,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,0,1,0,143564
192529,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32920,0,0,12,18,16,143656
192547,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32921,0,0,12,18,16,143670
192556,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32918,0,0,12,18,16,143676
192593,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143699
192597,6,200000,0,3,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143702
192644,6,138749,0,3,0,0,1000,0,1,0,22501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143735
192772,6,346874,0,3,0,0,1000,0,1,0,56251,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143768
193037,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32803,0,0,0,1,0,143926
193099,2,341249,0,0,0,0,0,0,1,0,17501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143961
193132,6,200000,0,3,0,0,3000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,12,22,15,143979
193335,2,92499,0,0,0,0,0,0,1,0,15001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,8,0,8,0,144094
193378,2,97499,0,0,0,0,0,0,1,0,5001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,144116
193525,6,35,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20,0,0,0,25,0,144176
193544,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32941,0,0,12,18,16,144186
193592,2,400000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,6,0,144214
193594,6,25,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,22,0,0,0,6,0,144215
193595,6,30,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30,0,0,0,25,0,144216
193828,2,100000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144357
193837,2,50000,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144365
193839,2,85000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144367
194129,2,92499,0,0,0,0,0,0,1,0,15001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,18,22,15,144507
194293,2,97499,0,0,0,0,0,0,1,0,5001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,144547
194425,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32957,0,0,0,1,0,144623
194449,6,15,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,137216,0,0,0,0,0,0,0,1,0,144637
194764,6,35000,0,3,0,0,2000,0,1,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,144853
194767,6,29249,1,3,0,0,1000,0,1,0,1501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,27,0,24,0,144467
194882,2,65000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,144923
195340,2,97499,0,0,0,0,0,0,1,0,5001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,145134
195476,2,400000,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,77,0,145212
195477,6,10,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,22,0,0,88,22,7,145213
195485,6,20000,1,3,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,145218
195499,2,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,30,22,7,145227
195522,2,90000,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,145240
195709,6,-100,5,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,145274
195771,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33035,0,0,12,18,31,145387
195841,6,40,1,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,145423
195879,6,-100,4,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,145443
195994,2,73124,0,0,0,0,0,0,1,0,3751,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,145514
196097,6,40000,1,3,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,12,22,15,145568
196114,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33014,0,0,12,18,16,145577
196274,6,-100,5,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,145630
196405,2,80749,0,0,0,0,0,0,1,0,8501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,7,138,16,145706
196421,6,0,2,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,116768
196568,6,150000,0,8,0,0,3000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,145790
196623,6,-100,6,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,145815
196796,2,30000,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,1,0,145891
196980,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33109,0,0,0,1,0,145954
197230,6,40,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,0,6,0,146124
197402,2,35000,0,0,4,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,1,0,145891
197413,2,12000,0,0,7,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,1,0,145891
197569,6,14623,1,3,7,0,1000,0,1,0,752,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,18,0,24,0,144467
197570,6,46799,1,3,6,0,1000,0,1,0,2401,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,27,0,24,0,144467
197571,6,38999,1,3,5,0,1000,0,1,0,2001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,27,0,24,0,144467
197882,2,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,146511
198151,2,82874,0,0,0,0,0,0,1,0,4251,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,28,22,15,146606
198152,6,100000,1,3,0,0,3000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,28,22,15,146606
198199,2,123750,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,146511
198200,2,225000,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,146511
198209,2,69711,0,0,7,0,0,0,1,0,3576,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,28,22,15,146606
198210,2,126749,0,0,4,0,0,0,1,0,6501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,28,22,15,146606
198211,6,55000,1,3,7,0,3000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,28,22,15,146606
198212,6,150000,1,3,4,0,3000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,28,22,15,146606
198339,2,48749,0,0,14,0,0,0,1,0,2501,0,22,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,22,0,104,0,143436
198406,31,291,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,146761
198436,31,291,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,146781
198441,31,291,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,146786
198759,2,8553,0,0,0,0,0,0,1,0,1693,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,18,0,110,0,146908
198784,6,130000,0,3,0,1,3000,0,1,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,146927
198821,2,82500,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143301
198822,2,202500,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143301
198823,2,135000,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143301
198824,2,150000,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143301
198825,2,70125,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144367
198826,2,220000,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144367
198827,2,150000,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144367
198828,2,127500,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144367
198830,2,194999,0,0,6,0,0,0,1,0,10001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143224
198831,2,146249,0,0,5,0,0,0,1,0,7501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143224
198832,2,109686,0,0,4,0,0,0,1,0,5626,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143224
198833,6,44000,0,3,7,0,2000,0,1,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143198
198834,6,108000,0,3,6,0,2000,0,1,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143198
198835,6,108000,0,3,5,0,2000,0,1,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143198
198836,2,41250,0,0,7,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144365
198837,2,110000,0,0,6,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144365
198838,2,75000,0,0,5,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144365
198839,2,75000,0,0,4,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144365
198843,2,96524,0,0,7,0,0,0,1,0,4951,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,13,22,15,143009
198844,2,236924,0,0,6,0,0,0,1,0,12151,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,13,22,15,143009
198845,2,157949,0,0,5,0,0,0,1,0,8101,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,13,22,15,143009
198846,2,175499,0,0,4,0,0,0,1,0,9001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,13,22,15,143009
198848,6,61875,0,3,7,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,13,22,15,143010
198849,6,151875,0,3,6,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,13,22,15,143010
198850,6,101250,0,3,5,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,13,22,15,143010
198851,6,112500,0,3,4,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,13,22,15,143010
198865,2,281530,0,0,7,0,0,0,1,0,14438,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143961
198866,2,691030,0,0,6,0,0,0,1,0,35438,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143961
198867,2,460686,0,0,5,0,0,0,1,0,23626,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143961
198868,2,511874,0,0,4,0,0,0,1,0,26251,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,143961
198869,2,82500,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144357
198870,2,225000,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144357
198871,2,150000,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144357
198872,2,150000,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,1,0,144357
199055,2,272999,0,0,4,0,0,0,1,0,54001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,18,0,110,0,146908
199745,2,126749,0,0,5,0,0,0,1,0,6501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,144547
199803,98,91,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0,13,0,104,0,147310
199884,2,120249,0,0,5,0,0,0,1,0,19501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,18,22,15,144507
199892,2,126749,0,0,5,0,0,0,1,0,6501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,145134
199893,2,520000,0,0,5,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,77,0,145212
199894,2,400000,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,30,22,7,145227
199947,98,91,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0,8,0,24,0,147382
199972,2,5640,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,147398
200022,98,91,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0,0,13,22,15,147429
200260,98,91,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0,0,14,22,15,147570
200334,98,91,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0,0,32,22,15,147591
200360,2,94000,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,147398
200361,2,180000,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,147398
200574,6,75,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,0,25,0,147235
200657,6,132603,0,332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16777216,0,0,0,0,1,0,147776
200756,2,10080,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,6,0,147398
200787,98,91,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,200,0,31,0,104,0,147844
200807,2,76774,0,0,7,0,0,0,1,0,12451,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,18,22,15,144507
200808,2,184999,0,0,6,0,0,0,1,0,30001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,18,22,15,144507
200809,2,138749,0,0,4,0,0,0,1,0,22501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,18,22,15,144507
200812,2,48749,0,0,7,0,0,0,1,0,2501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,144547
200813,2,194999,0,0,6,0,0,0,1,0,10001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,144547
200814,2,146249,0,0,4,0,0,0,1,0,7501,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,144547
200830,2,43874,0,0,7,0,0,0,1,0,2251,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,145134
