Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
"Pesca uno de los peces poco comunes de la lista a continuación.","Este no se escapó",,878,-1,-1,0,171,1,10,0,11,133921,123683,0
"Poseedor de una de las monturas épicas originales que ya no se pueden conseguir.","Montura a la antigua usanza",,879,-1,-1,0,81,1,0,0,119,132248,125208,0
"Consigue el tigre Zulian presto del sumo sacerdote Thekal en Zul'Gurub.","Tigre Zulian presto",,880,-1,-1,0,81,1,0,0,122,132242,127801,0
"Consigue el raptor Razzashi presto del señor sangriento Mandokir en Zul'Gurub.","Raptor Razzashi presto",,881,-1,-1,0,81,1,0,0,123,132253,122964,0
"Consigue las riendas de caballo de guerra ígneo de Attumen el Montero en Karazhan.","Riendas de caballo de guerra ígneo",,882,-1,-1,0,81,1,0,0,124,132238,123694,0
"Consigue las riendas del lord Cuervo de Anzu en las Salas Sethekk.","Riendas de Lord Cuervo",,883,-1,-1,0,81,1,0,0,125,132372,125304,0
"Consigue el halcón zancudo blanco presto de Kael'thas Caminante del Sol en el Bancal del Magister.","Halcón zancudo blanco presto",,884,-1,-1,0,81,1,0,0,126,132235,122966,0
"Consigue las cenizas de Al'ar de Kael'thas Caminante del Sol en El Castillo de la Tempestad.","Cenizas de Al'ar",,885,-1,-1,0,81,1,0,0,127,134468,127796,0
"Consigue el draco abisal presto de la temporada 1 de arenas de The Burning Crusade.","Draco abisal presto",,886,-1,-1,0,81,1,0,0,133,132249,127803,0
"Consigue el draco abisal despiadado de la temporada 2 de arenas de The Burning Crusade.","Draco abisal despiadado",,887,-1,-1,0,81,1,0,0,134,132249,123697,0
"Consigue el draco abisal vengativo de la temporada 3 de arenas de The Burning Crusade.","Draco abisal vengativo",,888,-1,-1,0,81,1,0,0,135,132249,125542,0
"Aprende la habilidad oficial jinete.","A todo gas",,889,-1,-1,891,92,0,10,0,18,132225,123700,0
"Aprende la habilidad experto jinete.","Hacia la azul y salvaje lejanía",,890,-1,-1,889,92,0,10,0,19,132239,123908,0
"Aprende la habilidad aprendiz jinete.",¡Arre!,,891,-1,-1,0,92,0,10,0,17,132261,123652,0
"Aprende la habilidad Artesano jinete.","Elegido para la gloria",,892,-1,-1,890,92,0,10,0,20,132268,123910,0
"Consigue un hipogrifo de guerra Cenarion de la Expedición Cenarion en las Marismas de Zangar.","Hipogrifo de guerra Cenarion",,893,-1,-1,0,14865,1,10,0,3,132265,131967,0
"Alcanza la reputación Exaltado con la Guardia del cielo Sha'tari.","Sobrevolando Skettis",,894,-1,-1,0,14865,0,10,0,4,132191,129049,0
"Alcanza la reputación Exaltado con Ogri'la.","Una misión al día llena a los ogros de alegría",,896,-1,-1,0,14865,0,10,0,5,133594,123654,0
"Alcanza la reputación Exaltado con la Ofensiva Sol Devastado.","Resultas muy ofensivo",,897,-1,-1,0,14865,0,10,0,6,134993,124459,0
"Alcanza la reputación Exaltado con el Ala Abisal.","Sobre alas abisales",,898,-1,-1,0,14865,0,10,0,7,132250,123309,0
"Alcanza la reputación Exaltado con los Kurenai.","Qué guay, Kurenai",,899,-1,1,0,14865,0,15,0,8,134060,125126,0
"Alcanza la reputación Exaltado con Esporaggar.","El zar de Esporaggar",,900,-1,-1,0,14865,0,15,0,11,134532,125545,0
"Alcanza la reputación Exaltado con los Mag'har.","Mag'har de Draenor",,901,-1,0,0,14865,0,15,0,9,134060,124700,0
"Alcanza la reputación Exaltado con El Consorcio.","Oficial jefe Exaltado",,902,-1,-1,0,14865,0,10,0,10,132881,126168,0
"Alcanza la reputación Exaltado con los Arúspices o los Aldor.","Shattrath dividida",,903,-1,-1,0,14865,1,10,0,12,135745,123311,0
"Completa las 5 misiones diarias de pesca del viejo Barlo listadas a continuación.","Superar al Viejo Barlo",,905,-1,-1,0,171,0,10,0,16,236575,125306,0
"Completa las 4 misiones diarias de cocina de El Rokk listadas a continuación.","¡Dale caña!",,906,-1,-1,0,170,0,10,0,7,133778,125248,0
"Eleva tu nivel de reputación en la Garganta Grito de Guerra, la Cuenca de Arathi y el Valle de Alterac a Exaltado.","El justicar","Título recompensa: Justicar",907,-1,1,0,95,0,20,0,36,134474,127466,0
"Completa las versiones de nivel 80 de las misiones diarias de los campos de batalla Llamamiento a las armas listadas a continuación.","¡Llamamiento a las armas!",,908,-1,1,0,95,0,10,0,37,236309,123862,0
"Completa las versiones de nivel 80 de las misiones diarias de los campos de batalla Llamamiento a las armas listadas a continuación.","¡Llamamiento a las armas!",,909,-1,0,0,95,0,10,0,38,236309,124867,0
"Honra a los ancestros que se encuentran dentro de las mazmorras.","Ancestros de las mazmorras",,910,-1,-1,0,160,0,10,0,13,135982,124702,0
"Honra a los ancestros que se encuentran en Kalimdor.","Ancestros de Kalimdor",,911,-1,-1,0,160,0,10,0,11,135982,126058,0
"Honra a los ancestros que se encuentran en los Reinos del Este.","Ancestros de los Reinos del Este",,912,-1,-1,0,160,0,10,0,10,135982,127617,0
"Completa los logros del Festival Lunar listados a continuación.","Honrar a los ancestros personales","Título recompensa: Ancestro",913,-1,-1,0,155,0,30,0,1,236704,125435,0
"Honra a los ancestros que se encuentran en las capitales de la Horda.","Ancestros de la Horda",,914,-1,-1,0,160,0,10,0,14,135982,126164,0
"Honra a los ancestros que se encuentran en las capitales de la Alianza.","Ancestros de la Alianza",,915,-1,-1,0,160,0,10,0,15,135982,122868,0
"Muertes totales en banda (25 j.)","Muertes totales en banda (25 j.)",,916,-1,-1,0,125,0,0,9,5,136243,123328,0
"Muertes totales en banda (10 j.)","Muertes totales en banda (10 j.)",,917,-1,-1,0,125,0,0,9,4,136243,121887,0
"Muertes totales en mazmorras (5 j.)","Muertes totales en mazmorras (5 j.)",,918,-1,-1,0,125,0,0,1,2,136243,132285,0
"Oro total ganado en subastas","Oro total ganado en subastas",,919,-1,-1,0,140,0,0,1,5,136243,129051,0
"Cantidad de oro recibido de vendedores","Cantidad de oro recibido de vendedores",,921,-1,-1,0,140,0,0,1,10,136243,122872,0
"Pociones de maná consumidas","Pociones de maná consumidas",,922,-1,-1,0,145,0,0,9,7,136243,127086,0
"Elixires consumidos","Elixires consumidos",,923,-1,-1,0,145,0,0,9,10,136243,122014,0
"Mayoría de facciones de Rasganorte a nivel Exaltado","Mayoría de facciones de Rasganorte a nivel Exaltado",,924,-1,-1,0,147,0,0,33,4,136243,128200,0
"Mayoría de facciones de Terrallende a nivel Exaltado","Mayoría de facciones de Terrallende a nivel Exaltado",,925,-1,-1,0,147,0,0,33,5,136243,122874,0
"Mayoría de facciones de la Horda a nivel Exaltado","Mayoría de facciones de la Horda a nivel Exaltado",,926,-1,0,0,147,0,0,33,7,136243,122893,0
"Objetos épicos equipados en ranuras","Objetos épicos equipados en ranuras",,927,-1,-1,0,191,0,0,33,1,136243,123810,0
"Ranuras adicionales compradas en el banco","Ranuras adicionales compradas en el banco",,928,-1,-1,0,191,0,0,1,7,136243,122118,0
"Cantidad total de facciones encontradas","Cantidad total de facciones encontradas",,931,-1,-1,0,147,0,0,1,8,136243,123035,0
"Veces totales en mazmorras (5 j.)","Veces totales en mazmorras (5 j.)",,932,-1,-1,0,14807,0,0,1,1,136243,127328,0
"Veces totales en bandas (10 j.)","Veces totales en bandas (10 j.)",,933,-1,-1,0,14807,0,0,1,7,136243,123037,0
"Veces totales en bandas (25 j.)","Veces totales en bandas (25 j.)",,934,-1,-1,0,14807,0,0,1,8,136243,123830,0
"Completa la misión La bendición de Elune al derrotar a Augurio.","La bendición de Elune",,937,-1,-1,0,160,0,10,0,9,237537,127650,0
"Completa todas las misiones de Hemet Nesingwary en Rasganorte hasta Agresión posparto incluida.","Las nieves de Rasganorte",,938,-1,-1,0,14863,0,10,0,17,132187,125282,0
"Completa todas las misiones de Hemet Nesingwary en Nagrand hasta El deporte sangriento definitivo incluida.","Montes como elekk blancos",,939,-1,-1,0,14862,0,10,0,1,132254,128511,0
"Completa todas las misiones de Hemet Nesingwary en la Vega de Tuercespina hasta Las verdes colinas de Tuercespina y Caza mayor incluidas.","Las verdes colinas de Tuercespina",,940,-1,-1,0,14861,0,10,0,1,132267,126916,0
"Completa los logros de Las verdes colinas de Tuercespina, Montes como elekk blancos y Las nieves de Rasganorte.","Hemet Nesingwary: las misiones recopiladas",,941,-1,-1,0,96,0,10,0,15,135614,122004,0
"Eleva tu nivel de reputación desde Adverso a Exaltado con el Bastión Fauces de Madera, Esporaggar y los Kurenai.","El diplomático","Título recompensa: el Diplomático",942,-1,1,0,201,0,25,0,12,133146,124168,0
"Eleva tu nivel de reputación desde Adverso a Exaltado con el Bastión Fauces de Madera, Esporaggar y los Mag'har.","El diplomático","Título recompensa: el Diplomático",943,-1,0,0,201,0,25,0,13,133146,123039,0
"Alcanza la reputación Exaltado con el Bastión Fauces de Madera.","En ese túnel me adoran",,944,-1,-1,0,14864,0,15,0,2,236696,126101,0
"Alcanza la reputación Exaltado con El Alba Argenta y la Cruzada Argenta.","El Campeón Argenta","Título recompensa: el Campeón Argenta",945,-1,-1,0,201,0,25,0,14,135921,127798,0
"Alcanza la reputación Exaltado con El Alba Argenta.","El Alba Argenta",,946,-1,-1,0,14864,0,15,0,1,133440,129053,0
"Alcanza la reputación Exaltado con la Cruzada Argenta.","La Cruzada Argenta",,947,-1,-1,0,14866,0,15,0,1,133441,122169,0
"Alcanza la reputación Exaltado con 5 capitales.","Embajador de la Alianza","Título recompensa: Embajador",948,-1,1,0,201,0,10,0,11,236592,127078,0
"Alcanza la reputación Exaltado con los Kalu'ak.",Colmillarrmagedón,,949,-1,-1,0,14866,0,15,0,2,236697,127163,0
"Alcanza la reputación Exaltado con la tribu Corazón Frenético.","Tribu Corazón Frenético",,950,-1,-1,0,14866,0,10,0,3,132266,127522,0
"Alcanza la reputación Exaltado con los Oráculos.","Los Oráculos",,951,-1,-1,0,14866,0,10,0,4,134169,122171,0
"Alcanza la reputación Exaltado con los Oráculos y la tribu Corazón Frenético.","Mercenario de Sholazar",,952,-1,-1,0,14866,0,10,0,5,136056,126778,0
"Alcanza la reputación Exaltado con el Círculo Cenarion y la Expedición Cenarion.","Guardián de Cenarius","Título recompensa: Guardián de Cenarius",953,-1,-1,0,201,0,25,0,15,132280,122180,0
"Alcanza la reputación Exaltado con los Srs. del Agua de Hydraxis.","Srs. del Agua de Hydraxis",,955,-1,-1,0,14864,0,10,0,4,135862,121528,0
"Alcanza la reputación Exaltado con el Linaje de Nozdormu.","Linaje de Nozdormu",,956,-1,-1,0,14864,0,10,0,5,134156,127165,0
"Alcanza la reputación Exaltado con la tribu Zandalar.","Héroe de la tribu Zandalar",,957,-1,-1,0,14864,0,10,0,3,132529,123127,0
"Alcanza la reputación Exaltado con los Juramorte Lengua de ceniza.","Pleitesía para los Juramorte",,958,-1,-1,0,14865,0,10,0,13,236691,123129,0
"Alcanza la reputación Exaltado con La Escama de las Arenas.","La Escama de las Arenas",,959,-1,-1,0,14865,0,10,0,14,132856,127167,0
"Alcanza la reputación Exaltado con El Ojo Violeta.","El Ojo Violeta",,960,-1,-1,0,14865,0,10,0,15,135933,126808,0
"Completa las 8 misiones diarias de los Corazón Frenético listadas a continuación.","Corazón Frenético honorario",,961,-1,-1,0,14863,0,10,0,15,236824,122217,0
"Completa las 8 misiones diarias de los Oráculos listadas a continuación.","Salvador de los Oráculos",,962,-1,-1,0,14863,0,10,0,16,236827,127505,0
"Visita los cubos de caramelos de Kalimdor.","Truco o trato en Kalimdor",,963,-1,1,0,158,0,10,0,18,236546,127524,0
"Cae desde una altura de 65 metros sin morir.",¿Bajas?,,964,-1,-1,0,92,0,10,0,21,237570,122909,0
"Visita los cubos de caramelos de Kalimdor.","Truco o trato en Kalimdor",,965,-1,0,0,158,0,10,0,14,236546,125327,0
"Visita los cubos de caramelos de los Reinos del Este.","Truco o trato en los Reinos del Este",,966,-1,1,0,158,0,10,0,19,133983,127718,0
"Visita los cubos de caramelos de los Reinos del Este.","Truco o trato en los Reinos del Este",,967,-1,0,0,158,0,10,0,15,133983,127127,0
"Visita los cubos de caramelos de Terrallende.","Truco o trato en Terrallende",,968,-1,0,0,158,0,10,0,16,133985,125777,0
"Visita los cubos de caramelos de Terrallende.","Truco o trato en Terrallende",,969,-1,1,0,158,0,10,0,20,133985,122911,0
"Completa los logros Truco o trato de los Reinos del Este, Kalimdor y Terrallende.","Truco o trato en Azeroth",,970,-1,1,0,158,0,20,0,21,133984,122120,0
"Completa los logros Truco o trato de los Reinos del Este, Kalimdor y Terrallende.","Truco o trato en Azeroth",,971,-1,0,0,158,0,20,0,17,133984,123121,0
"Recibe un puñado de caramelos de uno de los cubos de caramelos situados en una posada.","¡Truco o trato!",,972,-1,-1,0,158,0,10,0,1,133986,123125,0
"Completa 5 misiones diarias.","5 misiones diarias completadas",,973,-1,-1,0,96,0,10,0,9,236672,125169,0
"Completa 50 misiones diarias.","50 misiones diarias completadas",,974,-1,-1,973,96,0,10,0,10,236673,121930,0
"Completa 200 misiones diarias.","200 misiones diarias completadas",,975,-1,-1,974,96,0,10,0,11,236674,125100,0
"Completa 500 misiones diarias.","500 misiones diarias completadas",,976,-1,-1,975,96,0,10,0,12,236675,127326,0
"Completa 1000 misiones diarias.","1000 misiones diarias completadas",,977,-1,-1,976,96,0,10,0,13,236676,123405,0
"Completa 3000 misiones.","3000 misiones completadas","Título recompensa: el Buscador",978,-1,-1,32,96,0,50,0,8,236671,127361,0
"Consigue una máscara endeble durante Halloween.","La tarea de la máscara",,979,-1,-1,0,158,1,10,0,5,133569,123407,0
"Consigue las Riendas de Jinete decapitado del Jinete decapitado en el Monasterio Escarlata durante Halloween.","Riendas de Jinete decapitado",,980,-1,-1,0,81,1,0,0,121,132501,123497,0
"Farda de sonrisa reluciente usando un mondadientes.","Esa deslumbrante sonrisa",,981,-1,-1,0,158,0,10,0,7,236550,121918,0
"Consigue un golpe de gracia con honor con cinco razas diferentes.","Conoce a tu enemigo",,1005,-1,0,0,95,0,10,0,13,132155,123043,0
"Mata a 50 jugadores enemigos en cualquiera de tus capitales.","Defensor de la ciudad",,1006,-1,0,0,95,0,10,136,18,236629,124785,0
"Alcanza la reputación Exaltado con El Acuerdo del Reposo del Dragón.","El Acuerdo del Reposo del Dragón",,1007,-1,-1,0,14866,0,10,0,6,236699,126790,0
"Alcanza la reputación Exaltado con el Kirin Tor.","El Kirin Tor",,1008,-1,-1,0,14866,0,10,0,7,236693,121555,0
"Alcanza la reputación Exaltado con los Caballeros de la Espada de Ébano.","Caballeros de la Espada de Ébano",,1009,-1,-1,0,14866,0,10,0,8,236694,121321,0
"Alcanza la reputación Exaltado con la Cruzada Argenta, El Acuerdo del Reposo del Dragón, el Kirin Tor, y los Caballeros de la Espada de Ébano.","Vanguardia de Rasganorte",,1010,-1,-1,0,14866,0,20,0,9,136001,125128,0
"Alcanza la reputación Exaltado con la Expedición de la Horda.","Los vientos del Norte",,1011,-1,0,0,14866,0,20,0,10,136003,127503,0
"Alcanza la reputación Exaltado con la Vanguardia de la Alianza.","Los vientos del Norte",,1012,-1,1,0,14866,0,20,0,11,136002,126158,0
"Eleva 35 reputaciones a Exaltado.","35 reputaciones Exaltado",,1014,-1,-1,518,201,0,10,0,8,236687,126156,0
"Eleva 40 reputaciones a Exaltado.","40 reputaciones Exaltado","Título recompensa: el Exaltado",1015,-1,-1,1014,201,0,10,0,9,236688,123916,0
"Consigue una mascota de compañía.","¿Puedo quedármela?",,1017,-1,-1,0,92,0,10,0,23,132599,127178,0
"Equipa 10 tabardos únicos.","Diez tabardos",,1020,-1,-1,621,92,10,10,160,29,135026,123131,621
"Equipa 25 tabardos únicos.","Todo sobre los tabardos","Recompensa: tabardo del triunfador",1021,-1,-1,1020,92,25,10,160,30,132671,121557,621
"Honra las llamas de los Reinos del Este.","Celador de las llamas de los Reinos del Este",,1022,-1,1,0,161,0,10,0,4,135265,127569,0
"Honra las llamas de Kalimdor.","Celador de las llamas de Kalimdor",,1023,-1,1,0,161,0,10,0,5,135265,121946,0
"Honra las llamas de Terrallende.","Celador de las llamas de Terrallende",,1024,530,1,0,161,0,10,0,6,135265,122927,0
"Honra las llamas de los Reinos del Este.","Vigilante de las llamas de los Reinos del Este",,1025,-1,0,0,161,0,10,0,12,135265,125362,0
"Honra las llamas de Kalimdor.","Vigilante de las llamas de Kalimdor",,1026,-1,0,0,161,0,10,0,13,135265,123206,0
"Honra las llamas de Terrallende.","Vigilante de las llamas de Terrallende",,1027,530,0,0,161,0,10,0,14,135265,122935,0
"Profana las hogueras de la Horda en los Reinos del Este.","Apagar los Reinos del Este",,1028,-1,1,0,161,0,10,0,8,135820,124258,0
"Profana las hogueras de la Horda en Kalimdor.","Apagar Kalimdor",,1029,-1,1,0,161,0,10,0,9,135820,125374,0
"Profana las hogueras de la Horda en Terrallende.","Apagar Terrallende",,1030,-1,1,0,161,0,10,0,10,135820,127808,0
"Profana las hogueras de la Alianza en los Reinos del Este.","Apagar los Reinos del Este",,1031,-1,0,0,161,0,10,0,16,135820,124461,0
"Profana las hogueras de la Alianza en Kalimdor.","Apagar Kalimdor",,1032,-1,0,0,161,0,10,0,17,135820,123295,0
"Profana las hogueras de la Alianza en Terrallende.","Apagar Terrallende",,1033,-1,0,0,161,0,10,0,18,135820,124795,0
"Completa los logros de Celador de las llamas en los Reinos del Este, Kalimdor y Terrallende.","Los fuegos de Azeroth",,1034,-1,1,0,161,0,10,0,7,135807,126188,0
"Completa los logros Apagar los Reinos del Este, Kalimdor y Terrallende.","Profanación de la Horda",,1035,-1,1,0,161,0,10,0,11,135820,122974,0
"Completa los logros de Vigilante de las llamas en los Reinos del Este, Kalimdor y Terrallende.","Los fuegos de Azeroth",,1036,-1,0,0,161,0,10,0,15,135807,123049,0
"Completa los logros Apagar los Reinos del Este, Kalimdor y Terrallende.","Profanación de la Alianza",,1037,-1,0,0,161,0,10,0,19,135820,125589,0
"Completa los logros del Solsticio listados a continuación.","El celador de las llamas","Título recompensa: Celador de las llamas",1038,-1,1,0,155,0,20,0,7,135268,125495,0
"Completa los logros del Solsticio listados a continuación.","El vigilante de las llamas","Título recompensa: Vigilante de las llamas",1039,-1,0,0,155,0,20,0,8,135269,123321,0
"Arruina la fiesta de Halloween de la Horda completando las misiones del Sargento Hartman que implican fastidiar el Festival del Hombre de Mimbre y limpiar las bombas fétidas de Costasur.","Santificación podrida",,1040,-1,1,0,158,0,10,0,8,236549,125734,0
"Arruina la fiesta de Halloween de la Alianza completando las misiones de Clamasombra Yanka que implican ir a Costasur, estropear los barriles con huevos podridos y lanzar bombas fétidas en la ciudad.","Santificación podrida",,1041,-1,0,0,158,0,10,0,9,236549,126125,0
"Número de personajes abrazados","Número de personajes abrazados",,1042,-1,-1,0,131,0,0,1,1,136243,122978,0
"Tiros por codicia para el botín","Tiros por codicia para el botín",,1043,-1,-1,0,191,0,0,1,8,136243,133359,0
"Tiros por necesidad para el botín","Tiros por necesidad para el botín",,1044,-1,-1,0,191,0,0,1,9,136243,122980,0
"Veces que has animado","Veces que has animado",,1045,-1,-1,0,131,0,0,1,5,136243,121330,0
"Veces que te has tapado la cara","Veces que te has tapado la cara",,1047,-1,-1,0,131,0,0,1,2,136243,122982,0
"Muertes en 2c2","Muertes en 2c2",,1057,-1,-1,0,123,0,0,1,1,136243,132316,0
"Veces que has hecho /saludar","Veces que has hecho /saludar",,1065,-1,-1,0,131,0,0,1,6,136243,123085,0
"Veces que has hecho /jaja","Veces que has hecho /jaja",,1066,-1,-1,0,131,0,0,9,4,136243,123087,0
"Veces que has tocado el violín más pequeño del mundo","Veces que has tocado el violín más pequeño del mundo",,1067,-1,-1,0,131,0,0,1,3,136243,125810,0
"Muertes de Keli'dan el Ultrajador (El Horno de Sangre)","Muertes de Keli'dan el Ultrajador (El Horno de Sangre)",,1068,542,-1,0,14822,0,5,1,1,136124,121910,0
"Muertes del príncipe-nexo Shaffar (Tumbas de maná)","Muertes del príncipe-nexo Shaffar (Tumbas de maná)",,1069,557,-1,0,14822,0,5,1,2,136039,131939,0
"Muertes del cazador de Época (La Fuga de Durnholde)","Muertes del cazador de Época (La Fuga de Durnholde)",,1070,560,-1,0,14822,0,5,1,3,134156,123093,0
"Muertes de Quagmirran (Recinto de los Esclavos)","Muertes de Quagmirran (Recinto de los Esclavos)",,1071,547,-1,0,14822,0,5,1,4,134186,123095,0
"Muertes de la acechadora negra (La Sotiénaga)","Muertes de la acechadora negra (La Sotiénaga)",,1072,546,-1,0,14822,0,5,1,5,136029,124914,0
"Muertes del exarca Maladaar (Criptas Auchenai)","Muertes del exarca Maladaar (Criptas Auchenai)",,1073,558,-1,0,14822,0,5,1,6,135188,123263,0
"Muertes del Rey Garra Ikiss (Salas Sethekk)","Muertes del Rey Garra Ikiss (Salas Sethekk)",,1074,556,-1,0,14822,0,5,1,7,132926,125403,0
"Muertes de Murmullo (Laberinto de las Sombras)","Muertes de Murmullo (Laberinto de las Sombras)",,1075,555,-1,0,14822,0,5,1,8,133534,125512,0
"Muertes de Aeonus (Apertura del Portal Oscuro)","Muertes de Aeonus (Apertura del Portal Oscuro)",,1076,269,-1,0,14822,0,5,1,9,134154,132289,0
"Muertes del señor de la guerra Kalithresh (Cámara de Vapor)","Muertes del señor de la guerra Kalithresh (Cámara de Vapor)",,1077,545,-1,0,14822,0,5,1,10,135127,126210,0
"Muertes del Jefe de Guerra K. Garrafilada (Salas Arrasadas)","Muertes del Jefe de Guerra K. Garrafilada (Salas Arrasadas)",,1078,540,-1,0,14822,0,5,1,11,132344,126121,0
"Muertes de Pathaleon el Calculador (El Mechanar)","Muertes de Pathaleon el Calculador (El Mechanar)",,1079,554,-1,0,14822,0,5,1,12,135480,123918,0
"Muertes del disidente de distorsión (El Invernáculo)","Muertes del disidente de distorsión (El Invernáculo)",,1080,553,-1,0,14822,0,5,1,13,135692,128214,0
"Muertes del presagista Cieloriss (El Arcatraz)","Muertes del presagista Cieloriss (El Arcatraz)",,1081,552,-1,0,14822,0,5,1,14,132776,124734,0
"Muertes de Kael'thas Caminante del Sol (Bancal del Magister)","Muertes de Kael'thas Caminante del Sol (Bancal del Magister)",,1082,585,-1,0,14822,0,5,1,15,134373,132867,0
"Muertes del príncipe Malchezaar (Karazhan)","Muertes del príncipe Malchezaar (Karazhan)",,1083,532,-1,0,14822,0,5,1,16,135735,123982,0
"Muertes de Zul'jin (Zul'Aman)","Muertes de Zul'jin (Zul'Aman)",,1084,568,-1,0,14822,0,5,1,17,133095,123920,0
"Muertes de Gruul (Guarida de Gruul)","Muertes de Gruul (Guarida de Gruul)",,1085,565,-1,0,14822,0,5,1,18,135084,132645,0
"Muertes de Magtheridon (Guarida de Magtheridon)","Muertes de Magtheridon (Guarida de Magtheridon)",,1086,544,-1,0,14822,0,5,1,19,135564,125514,0
"Muertes de lady Vashj (Caverna Santuario Serpiente)","Muertes de lady Vashj (Caverna Santuario Serpiente)",,1087,548,-1,0,14822,0,5,1,20,132852,124716,0
"Muertes de Kael'thas Caminante del Sol (Castillo Tempestad)","Muertes de Kael'thas Caminante del Sol (Castillo Tempestad)",,1088,550,-1,0,14822,0,5,1,21,135208,128934,0
"Muertes de Illidan Tempestira (El Templo Oscuro)","Muertes de Illidan Tempestira (El Templo Oscuro)",,1089,564,-1,0,14822,0,5,1,22,135561,126212,0
"Muertes de Kil'jaeden (Meseta de La Fuente del Sol)","Muertes de Kil'jaeden (Meseta de La Fuente del Sol)",,1090,580,-1,0,14822,0,5,1,23,134993,124718,0
"Muertes de Edwin VanCleef (Minas de la Muerte)","Muertes de Edwin VanCleef (Minas de la Muerte)",,1091,36,-1,0,14821,0,5,1,1,133694,126214,0
"Muertes del archimago Arugal (Castillo de Colmillo Oscuro)","Muertes del archimago Arugal (Castillo de Colmillo Oscuro)",,1092,33,-1,0,14821,0,5,1,3,135752,126119,0
"Muertes del Comandante Escarlata Mograine (Mon. Escarlata)","Muertes del Comandante Escarlata Mograine (Mon. Escarlata)",,1093,189,-1,0,14821,0,5,1,2,133154,123922,0
"Muertes del jefe Ukorz Cabellarena (Zul'Farrak)","Muertes del jefe Ukorz Cabellarena (Zul'Farrak)",,1094,209,-1,0,14821,0,5,1,5,132482,124720,0
"Muertes del Emperador D. Thaurissan (Prof. de Roca Negra)","Muertes del Emperador D. Thaurissan (Prof. de Roca Negra)",,1095,230,-1,0,14821,0,5,1,6,132839,121201,0
"Muertes del General Drakkisath (Cumbre de Roca Negra)","Muertes del General Drakkisath (Cumbre de Roca Negra)",,1096,229,-1,0,14821,0,5,1,7,134966,128218,0
"Muertes del Barón Osahendido (Stratholme)","Muertes del Barón Osahendido (Stratholme)",,1097,329,-1,0,14821,0,5,1,4,237511,129790,0
"Muertes de Onyxia (Guarida de Onyxia)","Muertes de Onyxia (Guarida de Onyxia)",,1098,249,-1,0,14821,0,5,1,9,134153,125417,0
"Muertes de Ragnaros (Núcleo de Magma)","Muertes de Ragnaros (Núcleo de Magma)",,1099,409,-1,0,14821,0,5,1,8,135790,132287,0
"Muertes de Nefarian (Guarida de Alanegra)","Muertes de Nefarian (Guarida de Alanegra)",,1100,469,-1,0,14821,0,5,1,10,134154,131444,0
"Muertes de C'Thun (Templo de Ahn'Qiraj)","Muertes de C'Thun (Templo de Ahn'Qiraj)",,1101,531,-1,0,14821,0,5,1,12,133575,126160,0
"Muertes de Hakkar (Zul'Gurub)","Muertes de Hakkar (Zul'Gurub)",,1102,309,-1,0,14821,0,5,1,11,133798,124722,0
"Lich King: Mazmorras completadas (5 j.) (jefe final asesinado)","Lich King: Mazmorras completadas (5 j.) (jefe final asesinado)",,1103,-1,-1,0,14807,0,0,9,9,136243,125419,0
"Lich King: Bandas completadas (10 j.) (jefe final asesinado)","Lich King: Bandas completadas (10 j.) (jefe final asesinado)",,1104,-1,-1,0,14807,0,0,9,10,136243,123966,0
"Muertes en el Ojo de la Tormenta","Muertes en el Ojo de la Tormenta",,1106,-1,-1,0,124,0,0,1,4,136243,123980,0
"Muertes en 3c3","Muertes en 3c3",,1107,-1,-1,0,123,0,0,1,2,136243,124724,0
"Muertes en 5c5","Muertes en 5c5",,1108,-1,-1,0,123,0,0,1,3,136243,124726,0
"Muertes con honor en la arena 5c5","Muertes con honor en la arena 5c5",,1109,-1,-1,0,136,0,0,1,9,136243,123058,0
"Muertes con honor en la arena 3c3","Muertes con honor en la arena 3c3",,1110,-1,-1,0,136,0,0,1,8,136243,132465,0
"Muertes con honor en la arena 2c2","Muertes con honor en la arena 2c2",,1111,-1,-1,0,136,0,0,1,7,136243,124728,0
"Muertes con honor en el Ojo de la Tormenta","Muertes con honor en el Ojo de la Tormenta",,1112,-1,-1,0,136,0,0,1,13,136243,121286,0
"Muertes con honor en el Valle de Alterac","Muertes con honor en el Valle de Alterac",,1113,-1,-1,0,136,0,0,1,10,136243,121288,0
"Muertes con honor en la Cuenca de Arathi","Muertes con honor en la Cuenca de Arathi",,1114,-1,-1,0,136,0,0,1,11,136243,121742,0
"Muertes con honor en la Garganta Grito de Guerra","Muertes con honor en la Garganta Grito de Guerra",,1115,-1,-1,0,136,0,0,1,12,136243,126786,0
"Venda más utilizada","Venda más utilizada",,1125,-1,-1,0,145,0,0,17,2,136243,121744,344
"Completa la misión ""Una recompensa de ladrón"" robando las llamas de las capitales de tus enemigos.","Rey del Festival de Fuego",,1145,-1,-1,0,161,1,10,0,3,133076,121943,0
"Cantidad de oro gastada en viajes","Cantidad de oro gastada en viajes",,1146,-1,-1,0,140,0,0,1,11,136243,123079,0
"Cantidad de oro gastado en peluquerías","Cantidad de oro gastado en peluquerías",,1147,-1,-1,0,140,0,0,1,12,136243,125713,0
