Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
"Morts dans des raids à 25","Morts dans des raids à 25",,916,-1,-1,0,125,0,0,9,5,136243,123328,0
"Morts dans des raids à 10","Morts dans des raids à 10",,917,-1,-1,0,125,0,0,9,4,136243,121887,0
"Morts dans des donjons à 5","Morts dans des donjons à 5",,918,-1,-1,0,125,0,0,1,2,136243,132285,0
"Argent gagné à l’hôtel des ventes","Argent gagné à l’hôtel des ventes",,919,-1,-1,0,140,0,0,1,5,136243,129051,0
"Argent obtenu par les marchands","Argent obtenu par les marchands",,921,-1,-1,0,140,0,0,1,10,136243,122872,0
"Potions de mana consommées","Potions de mana consommées",,922,-1,-1,0,145,0,0,9,7,136243,127086,0
"Élixirs consommés","Élixirs consommés",,923,-1,-1,0,145,0,0,9,10,136243,122014,0
"Plus grand nombre de réputations exaltées en Norfendre","Plus grand nombre de réputations exaltées en Norfendre",,924,-1,-1,0,147,0,0,33,4,136243,128200,0
"Plus grand nombre de réputations exaltées en Outreterre","Plus grand nombre de réputations exaltées en Outreterre",,925,-1,-1,0,147,0,0,33,5,136243,122874,0
"Plus grand nombre de réputations de la Horde exaltées","Plus grand nombre de réputations de la Horde exaltées",,926,-1,0,0,147,0,0,33,7,136243,122893,0
"Objets épiques équipés dans des emplacements d'objets","Objets épiques équipés dans des emplacements d'objets",,927,-1,-1,0,191,0,0,33,1,136243,123810,0
"Emplacements en banque supplémentaires achetés","Emplacements en banque supplémentaires achetés",,928,-1,-1,0,191,0,0,1,7,136243,122118,0
"Nombre total de factions rencontrées","Nombre total de factions rencontrées",,931,-1,-1,0,147,0,0,1,8,136243,123035,0
"Nombre d’entrées dans des donjons à 5","Nombre d’entrées dans des donjons à 5",,932,-1,-1,0,14807,0,0,1,1,136243,127328,0
"Nombre d’entrées dans des raids à 10","Nombre d’entrées dans des raids à 10",,933,-1,-1,0,14807,0,0,1,7,136243,123037,0
"Nombre d’entrées dans des raids à 25","Nombre d’entrées dans des raids à 25",,934,-1,-1,0,14807,0,0,1,8,136243,123830,0
"Achever la quête « La bénédiction d'Elune » en venant à bout de Présage.","La bénédiction d'Elune",,937,-1,-1,0,160,0,10,0,9,237537,127650,0
"Achever toutes les quêtes d'Hemet Nesingwary en Norfendre, y compris « Agression post-partum ».","Les neiges du Norfendre",,938,-1,-1,0,14863,0,10,0,17,132187,125282,0
"Achever toutes les quêtes d'Hemet Nesingwary en Outreterre, y compris « Le plus gros des gibiers ».","Paradis perdu",,939,-1,-1,0,14862,0,10,0,1,132254,128511,0
"Achever toutes les quêtes d'Hemet Nesingwary dans la vallée de Strangleronce, y compris « Les vertes collines de Strangleronce » et « La chasse au gros gibier ».","Les vertes collines de Strangleronce",,940,-1,-1,0,14861,0,10,0,1,132267,126916,0
"Accomplir les hauts faits « Les vertes collines de Strangleronce », « Paradis perdu » et « Les neiges du Norfendre ».","Hemet Nesingwary : l'intégrale",,941,-1,-1,0,96,0,10,0,15,135614,122004,0
"Augmenter votre réputation d'inamical à exalté auprès des Grumegueules, de Sporeggar et des Kurenaï.",Diplomate,Titre : diplomate,942,-1,1,0,201,0,25,0,12,133146,124168,0
"Augmenter votre réputation d'inamical à exalté auprès des Grumegueules, de Sporeggar et des Mag'har.",Diplomate,Titre : diplomate,943,-1,0,0,201,0,25,0,13,133146,123039,0
"Être exalté auprès des Grumegueules.","Il y a de l'amour dans ce tunnel",,944,-1,-1,0,14864,0,15,0,2,236696,126101,0
"Être exalté auprès de l'Aube d'argent et de la Croisade d'argent.","Le champion d'argent","Titre : champion d'argent",945,-1,-1,0,201,0,25,0,14,135921,127798,0
"Être exalté auprès des 5 races de sa faction.","Ambassadeur de l'Alliance","Titre : ambassadeur",948,-1,1,0,201,0,10,0,11,236592,127078,0
"Être exalté auprès des Kalu'aks.",Rohart-mageddon,,949,-1,-1,0,14866,0,15,0,2,236697,127163,0
"Être exalté auprès de la tribu Frénécœur.","La tribu Frénécœur",,950,-1,-1,0,14866,0,10,0,3,132266,127522,0
"Être exalté auprès des Oracles.","Les Oracles",,951,-1,-1,0,14866,0,10,0,4,134169,122171,0
"Être exalté auprès des Oracles et de la tribu Frénécœur.","Mercenaire de Sholazar",,952,-1,-1,0,14866,0,10,0,5,136056,126778,0
"Être exalté auprès du Cercle cénarien et de l'Expédition cénarienne.","Gardien de Cénarius","Titre : gardien de Cénarius",953,-1,-1,0,201,0,25,0,15,132280,122180,0
"Être exalté auprès des Hydraxiens.","Les Hydraxiens",,955,-1,-1,0,14864,0,10,0,4,135862,121528,0
"Être exalté auprès de la Progéniture de Nozdormu.","Progéniture de Nozdormu",,956,-1,-1,0,14864,0,10,0,5,134156,127165,0
"Être exalté auprès de la tribu Zandalar.","Héros de la tribu Zandalar",,957,-1,-1,0,14864,0,10,0,3,132529,123127,0
"Être exalté auprès des ligemorts cendrelangues.","Lié aux ligemorts",,958,-1,-1,0,14865,0,10,0,13,236691,123129,0
"Être exalté auprès de la Balance des sables.","La Balance des sables",,959,-1,-1,0,14865,0,10,0,14,132856,127167,0
"Être exalté auprès de l'Œil pourpre.","L'Œil pourpre",,960,-1,-1,0,14865,0,10,0,15,135933,126808,0
"Achever les 8 quêtes journalières chez les Frénécœurs listées ci-dessous.","Membre d'honneur des Frénécœurs",,961,-1,-1,0,14863,0,10,0,15,236824,122217,0
"Achever les 8 quêtes journalières chez les Oracles listées ci-dessous.","Sauveur des Oracles",,962,-1,-1,0,14863,0,10,0,16,236827,127505,0
"Piocher dans les seaux de bonbons de Kalimdor.","Bonbons et blagues de Kalimdor",,963,-1,1,0,158,0,10,0,18,236546,127524,0
"Faire une chute de 65 mètres sans mourir.","On descend ?",,964,-1,-1,0,92,0,10,0,21,237570,122909,0
"Piocher dans les seaux de bonbons de Kalimdor.","Bonbons et blagues de Kalimdor",,965,-1,0,0,158,0,10,0,14,236546,125327,0
"Piocher dans les seaux de bonbons des Royaumes de l'est.","Bonbons et blagues des Royaumes de l'est",,966,-1,1,0,158,0,10,0,19,133983,127718,0
"Piocher dans les seaux de bonbons des Royaumes de l'est.","Bonbons et blagues des Royaumes de l'est",,967,-1,0,0,158,0,10,0,15,133983,127127,0
"Piocher dans les seaux de bonbons d'Outreterre.","Bonbons et blagues d'Outreterre",,968,-1,0,0,158,0,10,0,16,133985,125777,0
"Piocher dans les seaux de bonbons d'Outreterre.","Bonbons et blagues d'Outreterre",,969,-1,1,0,158,0,10,0,20,133985,122911,0
"Accomplir les hauts faits Bonbons et blagues de Kalimdor, des Royaumes de l'est et d'Outreterre.","Bonbons et blagues d'Azeroth",,970,-1,1,0,158,0,20,0,21,133984,122120,0
"Accomplir les hauts faits Bonbons et blagues de Kalimdor, des Royaumes de l'est et d'Outreterre.","Bonbons et blagues d'Azeroth",,971,-1,0,0,158,0,20,0,17,133984,123121,0
"Piocher une poignée de bonbons dans l'un des seaux de bonbons se trouvant dans les auberges.","Un bonbon ou une blague !",,972,-1,-1,0,158,0,10,0,1,133986,123125,0
"Achever 5 quêtes journalières.","5 quêtes journalières achevées",,973,-1,-1,0,96,0,10,0,9,236672,125169,0
"Achever 50 quêtes journalières.","50 quêtes journalières achevées",,974,-1,-1,973,96,0,10,0,10,236673,121930,0
"Achever 200 quêtes journalières.","200 quêtes journalières achevées",,975,-1,-1,974,96,0,10,0,11,236674,125100,0
"Achever 500 quêtes journalières.","500 quêtes journalières achevées",,976,-1,-1,975,96,0,10,0,12,236675,127326,0
"Achever 1 000 quêtes journalières.","1 000 quêtes journalières achevées",,977,-1,-1,976,96,0,10,0,13,236676,123405,0
"Achever 3 000 quêtes.","3 000 quêtes achevées","Titre : chercheur",978,-1,-1,32,96,0,50,0,8,236671,127361,0
"Obtenir un masque fragile pendant la Sanssaint.","Le masque au rade",,979,-1,-1,0,158,1,10,0,5,133569,123407,0
"Obtenir les rênes du Cavalier sur le Cavalier sans tête au Monastère écarlate pendant la Sanssaint.","Les rênes du Cavalier",,980,-1,-1,0,81,1,0,0,121,132501,123497,0
"Montrez votre sourire étincelant en utilisant un cure-dents.","Un sourire étincelant",,981,-1,-1,0,158,0,10,0,7,236550,121918,0
"Asséner un coup fatal apportant une victoire honorable sur cinq races différentes.","Connaître son ennemi",,1005,-1,0,0,95,0,10,0,13,132155,123043,0
"Tuer 50 personnages ennemis dans n'importe laquelle de vos capitales.","Défenseur de la ville",,1006,-1,0,0,95,0,10,136,18,236629,124785,0
"Être exalté auprès de l'Accord du Repos du ver.","L'Accord du Repos du ver",,1007,-1,-1,0,14866,0,10,0,6,236699,126790,0
"Être exalté auprès du Kirin Tor.","Le Kirin Tor",,1008,-1,-1,0,14866,0,10,0,7,236693,121555,0
"Être exalté auprès des chevaliers de la Lame d'ébène.","Chevaliers de la Lame d'ébène",,1009,-1,-1,0,14866,0,10,0,8,236694,121321,0
"Être exalté auprès de la Croisade d'argent, de l'Accord du Repos du ver, du Kirin Tor et des chevaliers de la Lame d'ébène.","Avant-garde du Norfendre",,1010,-1,-1,0,14866,0,20,0,9,136001,125128,0
"Être exalté auprès de l'expédition de la Horde.","Les vents du Nord",,1011,-1,0,0,14866,0,20,0,10,136003,127503,0
"Être exalté auprès de l'avant-garde de l'Alliance.","Les vents du Nord",,1012,-1,1,0,14866,0,20,0,11,136002,126158,0
"Être exalté auprès de 35 factions.","35 réputations exaltées",,1014,-1,-1,518,201,0,10,0,8,236687,126156,0
"Être exalté auprès de 40 factions.","40 réputations exaltées","Titre : exalté",1015,-1,-1,1014,201,0,10,0,9,236688,123916,0
"Obtenir une mascotte.","Je peux le garder ?",,1017,-1,-1,0,92,0,10,0,23,132599,127178,0
"Equiper 10 tabards différents.","Dix tabards",,1020,-1,-1,621,92,10,10,160,29,135026,123131,621
"Equiper 25 tabards différents.","Timbré de tabards","Récompense : tabard des hauts faits",1021,-1,-1,1020,92,25,10,160,30,132671,121557,621
"Honorer les flammes des Royaumes de l'est.","Gardien des flammes des Royaumes de l'est",,1022,-1,1,0,161,0,10,0,4,135265,127569,0
"Honorer les flammes de Kalimdor.","Gardien des flammes de Kalimdor",,1023,-1,1,0,161,0,10,0,5,135265,121946,0
"Honorer les flammes d'Outreterre.","Gardien des flammes d'Outreterre",,1024,530,1,0,161,0,10,0,6,135265,122927,0
"Honorer les flammes des Royaumes de l'est.","Garde-flammes des Royaumes de l'est",,1025,-1,0,0,161,0,10,0,12,135265,125362,0
"Honorer les flammes de Kalimdor.","Garde-flammes de Kalimdor",,1026,-1,0,0,161,0,10,0,13,135265,123206,0
"Honorer les flammes d'Outreterre.","Garde-flammes d'Outreterre",,1027,530,0,0,161,0,10,0,14,135265,122935,0
"Piétiner les feux de joie de la Horde dans les Royaumes de l'est.","Extinction des royaumes de l’Est",,1028,-1,1,0,161,0,10,0,8,135820,124258,0
"Piétiner les feux de joie de la Horde en Kalimdor.","Extinction de Kalimdor",,1029,-1,1,0,161,0,10,0,9,135820,125374,0
"Piétiner les feux de joie de la Horde en Outreterre.","Extinction de l'Outreterre",,1030,-1,1,0,161,0,10,0,10,135820,127808,0
"Piétiner les feux de joie de l'Alliance dans les Royaumes de l'est.","Extinction des royaumes de l’Est",,1031,-1,0,0,161,0,10,0,16,135820,124461,0
"Piétiner les feux de joie de l'Alliance en Kalimdor.","Extinction de Kalimdor",,1032,-1,0,0,161,0,10,0,17,135820,123295,0
"Piétiner les feux de joie de l'Alliance en Outreterre.","Extinction de l'Outreterre",,1033,-1,0,0,161,0,10,0,18,135820,124795,0
"Accomplir les hauts faits Responsable de la flamme des Royaumes de l'est, de Kalimdor et d'Outreterre.","Les feux d'Azeroth",,1034,-1,1,0,161,0,10,0,7,135807,126188,0
"Accomplir les hauts faits Extinction des royaumes de l'Est, de Kalimdor et d'Outreterre.","Profanation de la Horde",,1035,-1,1,0,161,0,10,0,11,135820,122974,0
"Accomplir les hauts faits Gardien de la flamme des Royaumes de l'est, de Kalimdor et d'Outreterre.","Les feux d'Azeroth",,1036,-1,0,0,161,0,10,0,15,135807,123049,0
"Accomplir les hauts faits Extinction des royaumes de l'Est, de Kalimdor et d'Outreterre.","Profanation de l'Alliance",,1037,-1,0,0,161,0,10,0,19,135820,125589,0
"Accomplir les hauts faits du Solstice listés ci-dessous.","Le gardien des flammes","Titre : gardien des flammes",1038,-1,1,0,155,0,20,0,7,135268,125495,0
"Accomplir les hauts faits du Solstice listés ci-dessous.","Le garde-flammes",Titre : garde-flammes,1039,-1,0,0,155,0,20,0,8,135269,123321,0
"Ruiner la Sanssaint de la Horde en achevant les quêtes du sergent Hartman, qui incluent la perturbation de la Fête de l'homme d'osier et le nettoyage des boules puantes à Austrivage.","Sanssaint ruinée",,1040,-1,1,0,158,0,10,0,8,236549,125734,0
"Ruiner la Sanssaint de l'Alliance en achevant les quêtes de la sombre imploratrice Yanka, qui incluent la dégradation des tonneaux avec des œufs pourris et le largage de boules puantes en ville.","Sanssaint ruinée",,1041,-1,0,0,158,0,10,0,9,236549,126125,0
"Nombre de câlins","Nombre de câlins",,1042,-1,-1,0,131,0,0,1,1,136243,122978,0
"Nombre de jets de cupidité sur du butin","Nombre de jets de cupidité sur du butin",,1043,-1,-1,0,191,0,0,1,8,136243,133359,0
"Nombre de jets de besoin sur du butin","Nombre de jets de besoin sur du butin",,1044,-1,-1,0,191,0,0,1,9,136243,122980,0
"Nombre total d’acclamations","Nombre total d’acclamations",,1045,-1,-1,0,131,0,0,1,5,136243,121330,0
"Nombre d’utilisations de l’emote /consternant","Nombre d’utilisations de l’emote /consternant",,1047,-1,-1,0,131,0,0,1,2,136243,122982,0
"Morts en 2c2","Morts en 2c2",,1057,-1,-1,0,123,0,0,1,1,136243,132316,0
"Nombre total de signes de la main","Nombre total de signes de la main",,1065,-1,-1,0,131,0,0,1,6,136243,123085,0
"Nombre de MDR","Nombre de MDR",,1066,-1,-1,0,131,0,0,9,4,136243,123087,0
"Nombre total d’apitoiements","Nombre total d’apitoiements",,1067,-1,-1,0,131,0,0,1,3,136243,125810,0
"Ramasser 100 pièces d'or en butin.","Le fric, c'est chic",,1176,-1,-1,0,92,0,10,0,12,133789,121891,0
"Morts de Keli’dan le Briseur (la Fournaise du sang)","Morts de Keli’dan le Briseur (la Fournaise du sang)",,1068,542,-1,0,14822,0,5,1,1,136124,121910,0
"Morts du prince-nexus Shaffar (Tombes-mana)","Morts du prince-nexus Shaffar (Tombes-mana)",,1069,557,-1,0,14822,0,5,1,2,136039,131939,0
"Morts du chasseur d’époques (L’évasion de Fort-de-Durn)","Morts du chasseur d’époques (L’évasion de Fort-de-Durn)",,1070,560,-1,0,14822,0,5,1,3,134156,123093,0
"Morts de Bourbierreux (Les enclos aux esclaves)","Morts de Bourbierreux (Les enclos aux esclaves)",,1071,547,-1,0,14822,0,5,1,4,134186,123095,0
"Morts de la Traqueuse noire (La Basse-tourbière)","Morts de la Traqueuse noire (La Basse-tourbière)",,1072,546,-1,0,14822,0,5,1,5,136029,124914,0
"Morts de l’exarque Maladaar (Cryptes Auchenaï)","Morts de l’exarque Maladaar (Cryptes Auchenaï)",,1073,558,-1,0,14822,0,5,1,6,135188,123263,0
"Morts du roi-serre Ikiss (Les salles des Sethekk)","Morts du roi-serre Ikiss (Les salles des Sethekk)",,1074,556,-1,0,14822,0,5,1,7,132926,125403,0
"Morts de Marmon (Labyrinthe des Ombres)","Morts de Marmon (Labyrinthe des Ombres)",,1075,555,-1,0,14822,0,5,1,8,133534,125512,0
"Morts d’Aeonus (Ouverture de la Porte des ténèbres)","Morts d’Aeonus (Ouverture de la Porte des ténèbres)",,1076,269,-1,0,14822,0,5,1,9,134154,132289,0
"Morts du seigneur de guerre Kalithresh (Le Caveau de la vapeur)","Morts du seigneur de guerre Kalithresh (Le Caveau de la vapeur)",,1077,545,-1,0,14822,0,5,1,10,135127,126210,0
"Morts du chef de guerre Kargath Lamepoing (Les Salles brisées)","Morts du chef de guerre Kargath Lamepoing (Les Salles brisées)",,1078,540,-1,0,14822,0,5,1,11,132344,126121,0
"Morts de Pathaleon le Calculateur (Le Méchanar)","Morts de Pathaleon le Calculateur (Le Méchanar)",,1079,554,-1,0,14822,0,5,1,12,135480,123918,0
"Morts de Brise-Dimension (La Botanica)","Morts de Brise-Dimension (La Botanica)",,1080,553,-1,0,14822,0,5,1,13,135692,128214,0
"Morts du messager Cieuriss (L’Arcatraz)","Morts du messager Cieuriss (L’Arcatraz)",,1081,552,-1,0,14822,0,5,1,14,132776,124734,0
"Morts de Kael’thas Haut-Soleil (terrasse des Magistères)","Morts de Kael’thas Haut-Soleil (terrasse des Magistères)",,1082,585,-1,0,14822,0,5,1,15,134373,132867,0
"Morts du prince Malchezaar (Karazhan)","Morts du prince Malchezaar (Karazhan)",,1083,532,-1,0,14822,0,5,1,16,135735,123982,0
"Morts de Zul’jin (Zul’Aman)","Morts de Zul’jin (Zul’Aman)",,1084,568,-1,0,14822,0,5,1,17,133095,123920,0
"Morts de Gruul (Repaire de Gruul)","Morts de Gruul (Repaire de Gruul)",,1085,565,-1,0,14822,0,5,1,18,135084,132645,0
"Morts de Magtheridon (Le repaire de Magtheridon)","Morts de Magtheridon (Le repaire de Magtheridon)",,1086,544,-1,0,14822,0,5,1,19,135564,125514,0
"Morts de dame Vashj (Caverne du sanctuaire du Serpent)","Morts de dame Vashj (Caverne du sanctuaire du Serpent)",,1087,548,-1,0,14822,0,5,1,20,132852,124716,0
"Morts de Kael’thas Haut-Soleil (Donjon de la Tempête)","Morts de Kael’thas Haut-Soleil (Donjon de la Tempête)",,1088,550,-1,0,14822,0,5,1,21,135208,128934,0
"Morts d’Illidan Hurlorage (Le Temple noir)","Morts d’Illidan Hurlorage (Le Temple noir)",,1089,564,-1,0,14822,0,5,1,22,135561,126212,0
"Morts de Kil’jaeden (Plateau du Puits de soleil)","Morts de Kil’jaeden (Plateau du Puits de soleil)",,1090,580,-1,0,14822,0,5,1,23,134993,124718,0
"Morts d'Edwin VanCleef (Les Mortemines)","Morts d'Edwin VanCleef (Les Mortemines)",,1091,36,-1,0,14821,0,5,1,1,133694,126214,0
"Morts de l’archimage Arugal (donjon d’Ombrecroc)","Morts de l’archimage Arugal (donjon d’Ombrecroc)",,1092,33,-1,0,14821,0,5,1,3,135752,126119,0
"Morts du commandant écarlate Mograine (Monastère écarlate)","Morts du commandant écarlate Mograine (Monastère écarlate)",,1093,189,-1,0,14821,0,5,1,2,133154,123922,0
"Morts du chef Ukorz Scalpessable (Zul’Farrak)","Morts du chef Ukorz Scalpessable (Zul’Farrak)",,1094,209,-1,0,14821,0,5,1,5,132482,124720,0
"Morts de Dagran Thaurissan (Profondeurs de Rochenoire)","Morts de Dagran Thaurissan (Profondeurs de Rochenoire)",,1095,230,-1,0,14821,0,5,1,6,132839,121201,0
"Morts du général Drakkisath (Pic Rochenoire)","Morts du général Drakkisath (Pic Rochenoire)",,1096,229,-1,0,14821,0,5,1,7,134966,128218,0
"Morts du baron Vaillefendre (Stratholme)","Morts du baron Vaillefendre (Stratholme)",,1097,329,-1,0,14821,0,5,1,4,237511,129790,0
"Morts d’Onyxia (Repaire d’Onyxia)","Morts d’Onyxia (Repaire d’Onyxia)",,1098,249,-1,0,14821,0,5,1,9,134153,125417,0
"Morts de Ragnaros (Cœur du Magma)","Morts de Ragnaros (Cœur du Magma)",,1099,409,-1,0,14821,0,5,1,8,135790,132287,0
"Morts de Nefarian (Repaire de l’Aile noire)","Morts de Nefarian (Repaire de l’Aile noire)",,1100,469,-1,0,14821,0,5,1,10,134154,131444,0
"Morts de C’Thun (Temple d’Ahn’Qiraj)","Morts de C’Thun (Temple d’Ahn’Qiraj)",,1101,531,-1,0,14821,0,5,1,12,133575,126160,0
"Morts d’Hakkar (Zul’Gurub)","Morts d’Hakkar (Zul’Gurub)",,1102,309,-1,0,14821,0,5,1,11,133798,124722,0
"Donjons à 5 de Wrath of the Lich King terminés (boss de fin tué)","Donjons à 5 de Wrath of the Lich King terminés (boss de fin tué)",,1103,-1,-1,0,14807,0,0,9,9,136243,125419,0
"Raids à 10 de Wrath of the Lich King terminés (boss de fin tué)","Raids à 10 de Wrath of the Lich King terminés (boss de fin tué)",,1104,-1,-1,0,14807,0,0,9,10,136243,123966,0
"Morts dans l'Œil du cyclone","Morts dans l'Œil du cyclone",,1106,-1,-1,0,124,0,0,1,4,136243,123980,0
"Morts en 3c3","Morts en 3c3",,1107,-1,-1,0,123,0,0,1,2,136243,124724,0
"Morts en 5c5","Morts en 5c5",,1108,-1,-1,0,123,0,0,1,3,136243,124726,0
"Victoires honorables en arène de 5c5","Victoires honorables en arène de 5c5",,1109,-1,-1,0,136,0,0,1,9,136243,123058,0
"Victoires honorables en arène de 3c3","Victoires honorables en arène de 3c3",,1110,-1,-1,0,136,0,0,1,8,136243,132465,0
"Victoires honorables en arène de 2c2","Victoires honorables en arène de 2c2",,1111,-1,-1,0,136,0,0,1,7,136243,124728,0
"Victoires honorables dans l’Œil du cyclone","Victoires honorables dans l’Œil du cyclone",,1112,-1,-1,0,136,0,0,1,13,136243,121286,0
"Victoires honorables dans la vallée d’Alterac","Victoires honorables dans la vallée d’Alterac",,1113,-1,-1,0,136,0,0,1,10,136243,121288,0
"Victoires honorables dans le bassin Arathi","Victoires honorables dans le bassin Arathi",,1114,-1,-1,0,136,0,0,1,11,136243,121742,0
"Victoires honorables dans le goulet des Chanteguerres","Victoires honorables dans le goulet des Chanteguerres",,1115,-1,-1,0,136,0,0,1,12,136243,126786,0
"Bandage le plus utilisé","Bandage le plus utilisé",,1125,-1,-1,0,145,0,0,17,2,136243,121744,344
"Achever la quête « La récompense d'un voleur » en volant les flammes des capitales ennemies.","Le roi de la fête du Feu",,1145,-1,-1,0,161,1,10,0,3,133076,121943,0
"Argent dépensé en voyages","Argent dépensé en voyages",,1146,-1,-1,0,140,0,0,1,11,136243,123079,0
"Argent dépensé chez le coiffeur","Argent dépensé chez le coiffeur",,1147,-1,-1,0,140,0,0,1,12,136243,125713,0
"Argent dépensé en envoi de courriers","Argent dépensé en envoi de courriers",,1148,-1,-1,0,140,0,0,1,13,136243,123081,0
"Respécialisations de talents","Respécialisations de talents",,1149,-1,-1,0,130,0,0,1,1,136243,121905,0
"Argent dépensé en respécialisations de talents","Argent dépensé en respécialisations de talents",,1150,-1,-1,0,140,0,0,1,14,136243,124912,0
"Dans la vallée d'Alterac, tuer 50 ennemis dans le hall des Foudrepiques.","Défenseur loyal",,1151,30,1,0,14801,0,10,0,6,236368,123060,0
"Défendre 3 bases dans une même bataille pour le bassin Arathi.","La défense à tout prix",,1153,-1,-1,0,14802,0,10,0,6,236346,123083,0
"Gagner un duel contre un autre personnage.",Duel-icieux,,1157,-1,-1,0,95,0,10,0,10,132148,124409,0
"Obtenir une cote personnelle de 2200 en équipe d'arène de 2c2 au niveau 80.","Rien que nous deux : 2200",,1159,-1,-1,401,165,0,10,0,9,236329,140622,0
"Obtenir une cote personnelle de 2200 en équipe d'arène de 3c3 au niveau 80.","Jamais deux sans trois : 2200",,1160,-1,-1,405,165,0,10,0,13,236336,140630,0
"Obtenir une cote personnelle de 2200 en équipe d'arène de 5c5 au niveau 80.","Les cinq doigts de la main : 2200",,1161,-1,-1,404,165,0,10,0,17,236343,140638,0
"Gagner 10 matchs d'arène du championnat consécutifs avec une cote supérieure à 1800 au niveau 80.","Meilleure série",,1162,-1,-1,0,165,0,10,0,19,135805,125765,0
"Gagner dans la vallée d'Alterac tandis que votre équipe contrôle les deux mines.","Chaque détail compte",,1164,30,0,0,14801,0,10,0,8,236389,121777,0
"Équiper le Sac ""gigantesque"" de Haris Pilton.","Ma réserve est gigantesque !",,1165,-1,-1,0,92,0,10,0,35,133660,126788,0
"Ramasser le portrait dédicacé d’Aguilor dans la vallée d’Alterac","Tout vient à point à qui sait ramasser",,1166,30,-1,0,14801,0,10,0,18,134946,126123,0
"Accomplir les hauts faits de la vallée d'Alterac listés ci-dessous.","Maîtrise de la vallée d'Alterac",,1167,-1,1,0,14801,0,25,0,19,133308,121205,0
"Accomplir les hauts faits de la vallée d'Alterac listés ci-dessous.","Maîtrise de la vallée d'Alterac",,1168,-1,0,0,14801,0,25,0,20,133308,125405,0
"Accomplir les hauts faits du bassin Arathi listés ci-dessous.","Maîtrise du bassin Arathi",,1169,-1,1,0,14802,0,25,0,16,133282,126080,0
"Accomplir les hauts faits du bassin Arathi listés ci-dessous.","Maîtrise du bassin Arathi",,1170,-1,0,0,14802,0,25,0,17,133282,127816,0
"Accomplir les hauts faits de l'Œil du cyclone listés ci-dessous.","Maîtrise de l'Œil du cyclone",,1171,-1,-1,0,14803,0,25,0,13,136032,125237,0
"Achever les hauts faits du goulet des Chanteguerres listés ci-dessous.","Maîtrise du goulet des Chanteguerres",,1172,-1,1,0,14804,0,25,0,19,134420,124812,0
"Achever les hauts faits du goulet des Chanteguerres listés ci-dessous.","Maîtrise du goulet des Chanteguerres",,1173,-1,0,0,14804,0,25,0,20,134420,124824,0
"Accomplir les hauts faits d'arène listés ci-dessous.","Maîtrise de l'arène","Titre : maître de l'arène",1174,-1,-1,0,165,0,50,0,25,236541,124836,0
"Accomplir les hauts faits de champ de bataille listés ci-dessous.","Maître de guerre","Titre : maître de guerre",1175,-1,0,0,95,0,50,0,44,236626,124845,0
"Ramasser 1 000 pièces d'or en butin.","Le fric, c'est chic",,1177,-1,-1,1176,92,0,10,0,13,133787,132302,0
"Ramasser 5 000 pièces d'or en butin.","Le fric, c'est chic",,1178,-1,-1,1177,92,0,10,0,14,133786,125259,0
"Ramasser 10 000 pièces d'or en butin.","Le fric, c'est chic",,1180,-1,-1,1178,92,0,10,0,15,133785,121941,0
"Ramasser 25 000 pièces d'or en butin.","Le fric, c'est chic",,1181,-1,-1,1180,92,0,10,0,16,133784,127125,0
"Obtenir 10 000 pièces d'or en récompenses de quêtes.",Gagne-pain,,1182,-1,-1,0,96,0,10,0,17,133799,121893,0
"Goûter 12 bières présentées par le club de la bière du mois.","La bière de l'année",,1183,-1,-1,0,162,0,10,0,6,133201,121961,0
"Boire les bières de la fête des Brasseurs listées ci-dessous.","Bière étrange",,1184,-1,1,0,162,0,10,0,1,132795,124176,0
"Manger 8 denrées de la fête des Brasseurs listées ci-dessous.","Le régime de la fête des Brasseurs",,1185,-1,-1,0,162,0,10,0,4,133196,125447,0
"Défendre le camp de la fête des Brasseurs contre l'attaque des Sombrefers et achever la quête « Et une fois, quand j'étais ivre… ».","À bas les Sombrefers !",,1186,-1,-1,0,162,1,10,0,9,134575,126175,0
"Obtenir les clés listées ci-dessous.","Le maître des clés",,1187,-1,-1,0,92,0,10,0,36,134247,125715,0
"Toucher 10 personnages avec des flèches en argent.","En plein cœur !",,1188,-1,-1,0,187,0,10,0,15,132382,123914,0
"Achever 80 quêtes dans la péninsule des Flammes infernales.","Les Flammes infernales des hommes",,1189,-1,1,0,14862,0,10,0,2,236778,126806,0
"Achever 54 quêtes dans le marécage de Zangar.","Les mystères du marécage",,1190,-1,-1,0,14862,0,10,0,4,236855,127520,0
"Achever 63 quêtes dans la forêt de Terokkar.","Terreur dans Terokkar",,1191,-1,1,0,14862,0,10,0,5,236847,124186,0
"Achever 75 quêtes en Nagrand.","Chelem en Nagrand",,1192,-1,1,0,14862,0,10,0,7,236810,124188,0
"Achever 86 quêtes dans les Tranchantes.","Sur le fil des Tranchantes",,1193,-1,-1,0,14862,0,10,0,9,236719,123235,0
"Achever 120 quêtes à Raz-de-Néant.","Dans le Néant",,1194,-1,-1,0,14862,0,10,0,10,236811,124190,0
"Achever 90 quêtes dans la vallée d'Ombrelune.","L'ombre du Traître",,1195,-1,-1,0,14862,0,10,0,11,236816,121804,0
