Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
"Erreicht bei den Netherschwingen den Status ehrfürchtig.","Auf den Schwingen der Nether",,898,-1,-1,0,14865,0,10,0,7,132250,123309,0
"Erreicht bei den Kurenai den Status ehrfürchtig.","Owei, Kurenai",,899,-1,1,0,14865,0,15,0,8,134060,125126,0
"Erreicht bei den Sporeggar den Status ehrfürchtig.","Der Zar von Sporeggar",,900,-1,-1,0,14865,0,15,0,11,134532,125545,0
"Erreicht bei den Mag'har den Status ehrfürchtig.","Mag'har von Draenor",,901,-1,0,0,14865,0,15,0,9,134060,124700,0
"Erreicht beim Konsortium den Status ehrfürchtig.","Ehrfurchtgebietender Offizier",,902,-1,-1,0,14865,0,10,0,10,132881,126168,0
"Erreicht bei den Sehern oder den Aldor den Status ehrfürchtig.","Geteiltes Shattrath",,903,-1,-1,0,14865,1,10,0,12,135745,123311,0
"Schließt jede der unten aufgelisteten 5 täglichen Angelquests des alten Barlo ab.","Fische für den alten Barlo",,905,-1,-1,0,171,0,10,0,16,236575,125306,0
"Schließt jede der 4 unten aufgelisteten täglichen Kochquests des Rokk ab.","Bitte nicht zu scharf",,906,-1,-1,0,170,0,10,0,7,133778,125248,0
"Erhöht Euren Ruf in der Kriegshymnenschlucht, dem Arathibecken und dem Alteractal auf ehrfürchtig.","Der Vollstrecker","Bonustitel: Vollstrecker",907,-1,1,0,95,0,20,0,36,134474,127466,0
"Schließt die unten aufgelisteten täglichen 'Ruf zu den Waffen'-Schlachtfeldquests für Stufe 80 ab.","Ruf zu den Waffen!",,908,-1,1,0,95,0,10,0,37,236309,123862,0
"Schließt die unten aufgelisteten täglichen 'Ruf zu den Waffen'-Schlachtfeldquests für Stufe 80 ab.","Ruf zu den Waffen!",,909,-1,0,0,95,0,10,0,38,236309,124867,0
"Ehrt die Urahnen, die sich in den Dungeons befinden.","Die Urahnen der Dungeons",,910,-1,-1,0,160,0,10,0,13,135982,124702,0
"Ehrt die Urahnen, die sich in Kalimdor befinden.","Die Urahnen von Kalimdor",,911,-1,-1,0,160,0,10,0,11,135982,126058,0
"Ehrt die Urahnen, die sich in den östlichen Königreichen befinden.","Die Urahnen der östlichen Königreiche",,912,-1,-1,0,160,0,10,0,10,135982,127617,0
"Schließt die unten aufgelisteten Mondfesterfolge ab.","Respekt vor den Urahnen","Bonustitel: Ältester",913,-1,-1,0,155,0,30,0,1,236704,125435,0
"Ehrt die Urahnen, die sich in den Hauptstädten der Horde befinden.","Die Urahnen der Horde",,914,-1,-1,0,160,0,10,0,14,135982,126164,0
"Ehrt die Urahnen, die sich in den Hauptstädten der Allianz befinden.","Die Urahnen der Allianz",,915,-1,-1,0,160,0,10,0,15,135982,122868,0
"Tode in 25-Spieler-Schlachtzügen insgesamt","Tode in 25-Spieler-Schlachtzügen insgesamt",,916,-1,-1,0,125,0,0,9,5,136243,123328,0
"Tode in 10-Spieler-Schlachtzügen insgesamt","Tode in 10-Spieler-Schlachtzügen insgesamt",,917,-1,-1,0,125,0,0,9,4,136243,121887,0
"Tode in 5-Spieler-Dungeons insgesamt","Tode in 5-Spieler-Dungeons insgesamt",,918,-1,-1,0,125,0,0,1,2,136243,132285,0
"Durch Auktionen erhaltenes Gold","Durch Auktionen erhaltenes Gold",,919,-1,-1,0,140,0,0,1,5,136243,129051,0
"Gold von Händlern","Gold von Händlern",,921,-1,-1,0,140,0,0,1,10,136243,122872,0
"Manatränke verbraucht","Manatränke verbraucht",,922,-1,-1,0,145,0,0,9,7,136243,127086,0
"Elixiere verbraucht","Elixiere verbraucht",,923,-1,-1,0,145,0,0,9,10,136243,122014,0
"Höchste Anzahl Fraktionen in Nordend auf Ehrfürchtig","Höchste Anzahl Fraktionen in Nordend auf Ehrfürchtig",,924,-1,-1,0,147,0,0,33,4,136243,128200,0
"Höchste Anzahl Fraktionen in der Scherbenwelt auf Ehrfürchtig","Höchste Anzahl Fraktionen in der Scherbenwelt auf Ehrfürchtig",,925,-1,-1,0,147,0,0,33,5,136243,122874,0
"Meiste Hordefraktionen auf Ehrfürchtig","Meiste Hordefraktionen auf Ehrfürchtig",,926,-1,0,0,147,0,0,33,7,136243,122893,0
"Angelegte epische Gegenstände","Angelegte epische Gegenstände",,927,-1,-1,0,191,0,0,33,1,136243,123810,0
"Zusätzliche Bankplätze angeschafft","Zusätzliche Bankplätze angeschafft",,928,-1,-1,0,191,0,0,1,7,136243,122118,0
"Fraktionen begegnet insgesamt","Fraktionen begegnet insgesamt",,931,-1,-1,0,147,0,0,1,8,136243,123035,0
"5-Spieler-Dungeons betreten","5-Spieler-Dungeons betreten",,932,-1,-1,0,14807,0,0,1,1,136243,127328,0
"10-Spieler-Schlachtzügen beigetreten","10-Spieler-Schlachtzügen beigetreten",,933,-1,-1,0,14807,0,0,1,7,136243,123037,0
"25-Spieler-Schlachtzügen beigetreten","25-Spieler-Schlachtzügen beigetreten",,934,-1,-1,0,14807,0,0,1,8,136243,123830,0
"Schließt die Quest 'Elunes Segen' ab, indem Ihr Omen bezwingt.","Elunes Segen",,937,-1,-1,0,160,0,10,0,9,237537,127650,0
"Schließt alle Hemet Nesingwary Quests in Nordend bis hin zu und inklusive 'Postnatale Aggression' ab.","Der Schnee von Nordend",,938,-1,-1,0,14863,0,10,0,17,132187,125282,0
"Schließt alle Hemet Nesingwary-Quests in Nagrand bis hin zu und inklusive 'Die ultimative Beute' ab.","Hügel wie weiße Elekk",,939,-1,-1,0,14862,0,10,0,1,132254,128511,0
"Schließt alle Hemet Nesingwary-Quests im Schlingendorntal ab, bis hin zu 'Die Grünen Hügel des Schlingendorntals' und 'Großwildjäger'.","Die Grünen Hügel des Schlingendorntals",,940,-1,-1,0,14861,0,10,0,1,132267,126916,0
"Schließt die Erfolge 'Die Grünen Hügel des Schlingendorntals', 'Hügel wie weiße Elekk' und 'Der Schnee von Nordend' ab.","Hemet Nesingwary: Die gesammelten Quests",,941,-1,-1,0,96,0,10,0,15,135614,122004,0
"Erhöht Euren Ruf bei der Holzschlundfeste, den Sporeggar und den Kurenai von unfreundlich auf ehrfürchtig.","Der Diplomat","Bonustitel: Diplomat",942,-1,1,0,201,0,25,0,12,133146,124168,0
"Erhöht Euren Ruf bei der Holzschlundfeste, den Sporeggar und den Mag'har von unfreundlich auf ehrfürchtig.","Der Diplomat","Bonustitel: Diplomat",943,-1,0,0,201,0,25,0,13,133146,123039,0
"Erreicht bei der Holzschlundfeste den Status ehrfürchtig.","Die stehen auf mich in diesem Tunnel",,944,-1,-1,0,14864,0,15,0,2,236696,126101,0
"Erreicht bei der Argentumdämmerung und dem Argentumkreuzzug den Status ehrfürchtig.","Der Argentumchampion","Bonustitel: Argentumchampion",945,-1,-1,0,201,0,25,0,14,135921,127798,0
"Erreicht bei der Argentumdämmerung den Status ehrfürchtig.","Die Argentumdämmerung",,946,-1,-1,0,14864,0,15,0,1,133440,129053,0
"Erreicht beim Argentumkreuzzug den Status ehrfürchtig.","Der Argentumkreuzzug",,947,-1,-1,0,14866,0,15,0,1,133441,122169,0
"Erreicht einen ehrfürchtigen Ruf in 5 Heimatstädten.","Botschafter der Allianz","Bonustitel: Botschafter",948,-1,1,0,201,0,10,0,11,236592,127078,0
"Erreicht bei den Kalu'ak den Status ehrfürchtig.",Tuskarrmageddon,,949,-1,-1,0,14866,0,15,0,2,236697,127163,0
"Erreicht beim Stamm der Wildherzen den Status ehrfürchtig.","Stamm der Wildherzen",,950,-1,-1,0,14866,0,10,0,3,132266,127522,0
"Erreicht bei den Orakeln den Status ehrfürchtig.","Die Orakel",,951,-1,-1,0,14866,0,10,0,4,134169,122171,0
"Erreicht bei den Orakeln und dem Stamm der Wildherzen den Status ehrfürchtig.","Söldner von Sholazar",,952,-1,-1,0,14866,0,10,0,5,136056,126778,0
"Erreicht beim Zirkel des Cenarius und der Expedition des Cenarius den Status ehrfürchtig.","Wächter des Cenarius","Bonustitel: Wächter des Cenarius",953,-1,-1,0,201,0,25,0,15,132280,122180,0
"Erreicht bei den Hydraxianern den Status ehrfürchtig.","Die Hydraxianer",,955,-1,-1,0,14864,0,10,0,4,135862,121528,0
"Erreicht bei der Brut Nozdormus den Status ehrfürchtig.","Brut von Nozdormu",,956,-1,-1,0,14864,0,10,0,5,134156,127165,0
"Erreicht beim Stamm der Zandalari den Status ehrfürchtig.","Held des Stamms der Zandalari",,957,-1,-1,0,14864,0,10,0,3,132529,123127,0
"Erreicht bei den Todeshörigen der Aschenzungen den Status ehrfürchtig.","Höriger der Todeshörigen",,958,-1,-1,0,14865,0,10,0,13,236691,123129,0
"Erreicht bei den Wächtern der Sande den Status ehrfürchtig.","Die Wächter der Sande",,959,-1,-1,0,14865,0,10,0,14,132856,127167,0
"Erreicht beim Violetten Auge den Status ehrfürchtig.","Das Violette Auge",,960,-1,-1,0,14865,0,10,0,15,135933,126808,0
"Schließt die 8 unten aufgelisteten täglichen Quests bei den Wildherzen ab.","Ehrenamtliches Wildherz",,961,-1,-1,0,14863,0,10,0,15,236824,122217,0
"Schließt die 8 unten aufgelisteten täglichen Quests für die Orakel ab.","Retter der Orakel",,962,-1,-1,0,14863,0,10,0,16,236827,127505,0
"Besucht die Süßigkeiteneimer in Kalimdor.","Süßes oder Saures in Kalimdor",,963,-1,1,0,158,0,10,0,18,236546,127524,0
"Fallt 65 Meter ohne zu sterben.","Wie tief kann man fallen?",,964,-1,-1,0,92,0,10,0,21,237570,122909,0
"Besucht die Süßigkeiteneimer in Kalimdor.","Süßes oder Saures in Kalimdor",,965,-1,0,0,158,0,10,0,14,236546,125327,0
"Besucht die Süßigkeiteneimer in den östlichen Königreichen.","Süßes oder Saures in den östlichen Königreichen",,966,-1,1,0,158,0,10,0,19,133983,127718,0
"Besucht die Süßigkeiteneimer in den östlichen Königreichen.","Süßes oder Saures in den östlichen Königreichen",,967,-1,0,0,158,0,10,0,15,133983,127127,0
"Besucht die Süßigkeiteneimer in der Scherbenwelt.","Süßes oder Saures in der Scherbenwelt",,968,-1,0,0,158,0,10,0,16,133985,125777,0
"Besucht die Süßigkeiteneimer in der Scherbenwelt.","Süßes oder Saures in der Scherbenwelt",,969,-1,1,0,158,0,10,0,20,133985,122911,0
"Schließt die 'Süßes oder Saures'-Erfolge in Kalimdor, den östlichen Königreichen und der Scherbenwelt erfolgreich ab.","Süßes oder Saures in Azeroth",,970,-1,1,0,158,0,20,0,21,133984,122120,0
"Schließt die 'Süßes oder Saures'-Erfolge in Kalimdor, den östlichen Königreichen und der Scherbenwelt erfolgreich ab.","Süßes oder Saures in Azeroth",,971,-1,0,0,158,0,20,0,17,133984,123121,0
"Erhaltet eine Handvoll Süßigkeiten von einem der Süßigkeiteneimer in einem Gasthaus.","Süßes oder Saures!",,972,-1,-1,0,158,0,10,0,1,133986,123125,0
"Schließt 5 tägliche Quests ab.","5 tägliche Quests abgeschlossen",,973,-1,-1,0,96,0,10,0,9,236672,125169,0
"Schließt 50 tägliche Quests ab.","50 tägliche Quests abgeschlossen",,974,-1,-1,973,96,0,10,0,10,236673,121930,0
"Schließt 200 tägliche Quests ab.","200 tägliche Quests abgeschlossen",,975,-1,-1,974,96,0,10,0,11,236674,125100,0
"Schließt 500 tägliche Quests ab.","500 tägliche Quests abgeschlossen",,976,-1,-1,975,96,0,10,0,12,236675,127326,0
"Schließt 1.000 tägliche Quests ab.","1.000 tägliche Quests abgeschlossen",,977,-1,-1,976,96,0,10,0,13,236676,123405,0
"Schließt 3.000 Quests ab.","3.000 Quests abgeschlossen","Bonustitel: Der Unermüdliche",978,-1,-1,32,96,0,50,0,8,236671,127361,0
"Erhaltet während der Schlotternächte eine leichte Maske.",Maskiert,,979,-1,-1,0,158,1,10,0,5,133569,123407,0
"Erhaltet während der Schlotternächte die Zügel des Reiters vom kopflosen Reiter im Scharlachroten Kloster.","Die Zügel des Reiters",,980,-1,-1,0,81,1,0,0,121,132501,123497,0
"Zeigt Euer strahlendstes Lächeln, indem Ihr einen Zahnstocher benutzt.","Das strahlende Lächeln",,981,-1,-1,0,158,0,10,0,7,236550,121918,0
"Erreicht einen ehrenhaften Todesstoß bei fünf verschiedenen Völkern.","Kenne deinen Feind",,1005,-1,0,0,95,0,10,0,13,132155,123043,0
"Tötet 50 gegnerische Spieler in einer Eurer Heimatstädte.",Stadtverteidiger,,1006,-1,0,0,95,0,10,136,18,236629,124785,0
"Erreicht beim Wyrmruhpakt den Status ehrfürchtig.","Der Wyrmruhpakt",,1007,-1,-1,0,14866,0,10,0,6,236699,126790,0
"Erreicht bei den Kirin Tor den Status ehrfürchtig.","Die Kirin Tor",,1008,-1,-1,0,14866,0,10,0,7,236693,121555,0
"Erreicht bei den Rittern der Schwarzen Klinge den Status ehrfürchtig.","Ritter der Schwarzen Klinge",,1009,-1,-1,0,14866,0,10,0,8,236694,121321,0
"Erreicht einen ehrfürchtigen Ruf beim Argentumkreuzzug, dem Wyrmruhpakt, den Kirin Tor und den Rittern der Schwarzen Klinge.",Nordendwächter,,1010,-1,-1,0,14866,0,20,0,9,136001,125128,0
"Erreicht einen ehrfürchtigen Ruf bei der Expedition der Horde.","Die Winde des Nordens",,1011,-1,0,0,14866,0,20,0,10,136003,127503,0
"Erreicht einen ehrfürchtigen Ruf beim Vorposten der Allianz.","Die Winde des Nordens",,1012,-1,1,0,14866,0,20,0,11,136002,126158,0
"Erreicht bei 35 Fraktionen einen ehrfürchtigen Ruf.","35 ehrfürchtige Fraktionen",,1014,-1,-1,518,201,0,10,0,8,236687,126156,0
"Erreicht bei 40 Fraktionen einen ehrfürchtigen Ruf.","40 ehrfürchtige Fraktionen","Bonustitel: Der Ehrfurchtgebietende",1015,-1,-1,1014,201,0,10,0,9,236688,123916,0
"Erhaltet ein Haustier.","Darf ich ihn behalten?",,1017,-1,-1,0,92,0,10,0,23,132599,127178,0
"Legt 10 einzigartige Wappenröcke an.","Zehn Wappenröcke",,1020,-1,-1,621,92,10,10,160,29,135026,123131,621
"Legt 25 einzigartige Wappenröcke an.","25 Wappenröcke","Belohnung: Wappenrock des Erfolgreichen",1021,-1,-1,1020,92,25,10,160,30,132671,121557,621
"Ehrt die Flammen der östlichen Königreiche.","Flammenwächter der östlichen Königreiche",,1022,-1,1,0,161,0,10,0,4,135265,127569,0
"Ehrt die Flammen Kalimdors.","Flammenwächter Kalimdors",,1023,-1,1,0,161,0,10,0,5,135265,121946,0
"Ehrt die Flammen der Scherbenwelt.","Flammenwächter der Scherbenwelt",,1024,530,1,0,161,0,10,0,6,135265,122927,0
"Ehrt die Flammen der östlichen Königreiche.","Flammenbewahrer der östlichen Königreiche",,1025,-1,0,0,161,0,10,0,12,135265,125362,0
"Ehrt die Flammen von Kalimdor.","Flammenbewahrer von Kalimdor",,1026,-1,0,0,161,0,10,0,13,135265,123206,0
"Ehrt die Flammen der Scherbenwelt.","Flammenbewahrer der Scherbenwelt",,1027,530,0,0,161,0,10,0,14,135265,122935,0
"Entweiht die Freudenfeuer der Horde in den östlichen Königreichen.","Löschen der östlichen Königreiche",,1028,-1,1,0,161,0,10,0,8,135820,124258,0
"Entweiht die Freudenfeuer der Horde in Kalimdor.","Löschen Kalimdors",,1029,-1,1,0,161,0,10,0,9,135820,125374,0
"Entweiht die Freudefeuer der Horde in der Scherbenwelt.","Löschen der Scherbenwelt",,1030,-1,1,0,161,0,10,0,10,135820,127808,0
"Entweiht die Freudenfeuer der Allianz in den östlichen Königreichen.","Löschen der östlichen Königreiche",,1031,-1,0,0,161,0,10,0,16,135820,124461,0
"Entweiht die Freudenfeuer der Allianz in Kalimdor.","Löschen Kalimdors",,1032,-1,0,0,161,0,10,0,17,135820,123295,0
"Entweiht die Freudenfeuer der Allianz in der Scherbenwelt.","Löschen der Scherbenwelt",,1033,-1,0,0,161,0,10,0,18,135820,124795,0
"Schließt die Flammenwächtererfolge in den östlichen Königreichen, in Kalimdor und der Scherbenwelt ab.","Die Feuer von Azeroth",,1034,-1,1,0,161,0,10,0,7,135807,126188,0
"Schließt die Erfolge Löschen der östlichen Königreiche, Kalimdors und der Scherbenwelt ab.","Die Entweihung der Horde",,1035,-1,1,0,161,0,10,0,11,135820,122974,0
"Schließt die Flammenbewahrererfolge in den östlichen Königreichen, in Kalimdor und der Scherbenwelt ab.","Die Feuer von Azeroth",,1036,-1,0,0,161,0,10,0,15,135807,123049,0
"Schließt die Erfolge 'Löschen' der östlichen Königreiche, Kalimdors und der Scherbenwelt ab.","Entweihung der Allianz",,1037,-1,0,0,161,0,10,0,19,135820,125589,0
"Schließt die unten aufgelisteten Sonnenwenderfolge ab.","Der Flammenwächter","Bonustitel: Flammenwächter",1038,-1,1,0,155,0,20,0,7,135268,125495,0
"Schließt die unten aufgelisteten Sonnenwenderfolge ab.","Der Flammenbewahrer","Bonustitel: Flammenbewahrer",1039,-1,0,0,155,0,20,0,8,135269,123321,0
"Ruiniert die Schlotternächte für die Horde. Schließt dafür die Quests für Unteroffizier Hartman ab, die das Bespitzeln des Fests des Weidenmanns und das Aufräumen Süderstades von den Stinkbomben vorsehen.","Fauliges Schlottern",,1040,-1,1,0,158,0,10,0,8,236549,125734,0
"Ruiniert die Schlotternächte für die Allianz. Schließt dafür die Quests für die Ruferin der Dunkelheit, Yanka, ab, die Euch nach Süderstade führen, damit Ihr dort die Fässer mit faulen Eiern ruiniert und Stinkbomben in die Stadt werft.","Fauliges Schlottern",,1041,-1,0,0,158,0,10,0,9,236549,126125,0
"Anzahl an Umarmungen","Anzahl an Umarmungen",,1042,-1,-1,0,131,0,0,1,1,136243,122978,0
"Würfe für Gier bei Plünderungen","Würfe für Gier bei Plünderungen",,1043,-1,-1,0,191,0,0,1,8,136243,133359,0
"Würfe für Bedarf bei Plünderungen","Würfe für Bedarf bei Plünderungen",,1044,-1,-1,0,191,0,0,1,9,136243,122980,0
"Anzahl /jubeln","Anzahl /jubeln",,1045,-1,-1,0,131,0,0,1,5,136243,121330,0
"Anzahl /ohgotts","Anzahl /ohgotts",,1047,-1,-1,0,131,0,0,1,2,136243,122982,0
"Tode in 2v2-Arenakämpfen","Tode in 2v2-Arenakämpfen",,1057,-1,-1,0,123,0,0,1,1,136243,132316,0
"Anzahl /winken","Anzahl /winken",,1065,-1,-1,0,131,0,0,1,6,136243,123085,0
"Anzahl /LOLs","Anzahl /LOLs",,1066,-1,-1,0,131,0,0,9,4,136243,123087,0
"Anzahl des Musizierens auf der kleinsten Geige der Welt","Anzahl des Musizierens auf der kleinsten Geige der Welt",,1067,-1,-1,0,131,0,0,1,3,136243,125810,0
"Siege über Keli'dan den Zerstörer (Blutkessel)","Siege über Keli'dan den Zerstörer (Blutkessel)",,1068,542,-1,0,14822,0,5,1,1,136124,121910,0
"Siege über Nexusprinz Shaffar (Managruft)","Siege über Nexusprinz Shaffar (Managruft)",,1069,557,-1,0,14822,0,5,1,2,136039,131939,0
"Siege über den Epochenjäger (Flucht aus Durnholde)","Siege über den Epochenjäger (Flucht aus Durnholde)",,1070,560,-1,0,14822,0,5,1,3,134156,123093,0
"Siege über Quagmirran (Sklavenunterkünfte)","Siege über Quagmirran (Sklavenunterkünfte)",,1071,547,-1,0,14822,0,5,1,4,134186,123095,0
"Siege über die Schattenmutter (Tiefensumpf)","Siege über die Schattenmutter (Tiefensumpf)",,1072,546,-1,0,14822,0,5,1,5,136029,124914,0
"Siege über Exarch Maladaar (Auchenaikrypta)","Siege über Exarch Maladaar (Auchenaikrypta)",,1073,558,-1,0,14822,0,5,1,6,135188,123263,0
"Siege über Klauenkönig Ikiss (Sethekkhallen)","Siege über Klauenkönig Ikiss (Sethekkhallen)",,1074,556,-1,0,14822,0,5,1,7,132926,125403,0
"Siege über Murmur (Schattenlabyrinth)","Siege über Murmur (Schattenlabyrinth)",,1075,555,-1,0,14822,0,5,1,8,133534,125512,0
"Siege über Aeonus (Öffnung des Dunklen Portals)","Siege über Aeonus (Öffnung des Dunklen Portals)",,1076,269,-1,0,14822,0,5,1,9,134154,132289,0
"Siege über Kriegsherr Kalithresh (Dampfkammer)","Siege über Kriegsherr Kalithresh (Dampfkammer)",,1077,545,-1,0,14822,0,5,1,10,135127,126210,0
"Siege über Kargath Messerfaust (Zerschmetterte Hallen)","Siege über Kargath Messerfaust (Zerschmetterte Hallen)",,1078,540,-1,0,14822,0,5,1,11,132344,126121,0
"Siege über Pathaleon den Kalkulator (Die Mechanar)","Siege über Pathaleon den Kalkulator (Die Mechanar)",,1079,554,-1,0,14822,0,5,1,12,135480,123918,0
"Siege über Warpzweig (Die Botanika)","Siege über Warpzweig (Die Botanika)",,1080,553,-1,0,14822,0,5,1,13,135692,128214,0
"Siege über Herold Horizontiss (Die Arkatraz)","Siege über Herold Horizontiss (Die Arkatraz)",,1081,552,-1,0,14822,0,5,1,14,132776,124734,0
"Siege über Kael'thas Sonnenwanderer (Terrasse der Magister)","Siege über Kael'thas Sonnenwanderer (Terrasse der Magister)",,1082,585,-1,0,14822,0,5,1,15,134373,132867,0
"Siege über Prinz Malchezaar (Karazhan)","Siege über Prinz Malchezaar (Karazhan)",,1083,532,-1,0,14822,0,5,1,16,135735,123982,0
"Siege über Zul'jin (Zul'Aman)","Siege über Zul'jin (Zul'Aman)",,1084,568,-1,0,14822,0,5,1,17,133095,123920,0
"Siege über Gruul (Gruuls Unterschlupf)","Siege über Gruul (Gruuls Unterschlupf)",,1085,565,-1,0,14822,0,5,1,18,135084,132645,0
"Siege über Magtheridon (Magtheridons Kammer)","Siege über Magtheridon (Magtheridons Kammer)",,1086,544,-1,0,14822,0,5,1,19,135564,125514,0
"Siege über Lady Vashj (Höhle des Schlangenschreins)","Siege über Lady Vashj (Höhle des Schlangenschreins)",,1087,548,-1,0,14822,0,5,1,20,132852,124716,0
"Siege über Kael'thas Sonnenwanderer (Festung der Stürme)","Siege über Kael'thas Sonnenwanderer (Festung der Stürme)",,1088,550,-1,0,14822,0,5,1,21,135208,128934,0
"Siege über Illidan Sturmgrimm (Der Schwarze Tempel)","Siege über Illidan Sturmgrimm (Der Schwarze Tempel)",,1089,564,-1,0,14822,0,5,1,22,135561,126212,0
"Siege über Kil'jaeden (Sonnenbrunnenplateau)","Siege über Kil'jaeden (Sonnenbrunnenplateau)",,1090,580,-1,0,14822,0,5,1,23,134993,124718,0
"Siege über Edwin van Cleef (Todesminen)","Siege über Edwin van Cleef (Todesminen)",,1091,36,-1,0,14821,0,5,1,1,133694,126214,0
"Siege über Erzmagier Arugal (Burg Schattenfang)","Siege über Erzmagier Arugal (Burg Schattenfang)",,1092,33,-1,0,14821,0,5,1,3,135752,126119,0
"Siege über Kommandant Mograine (Scharlachrotes Kloster)","Siege über Kommandant Mograine (Scharlachrotes Kloster)",,1093,189,-1,0,14821,0,5,1,2,133154,123922,0
"Siege über Häuptling Ukorz Sandskalp (Zul'Farrak)","Siege über Häuptling Ukorz Sandskalp (Zul'Farrak)",,1094,209,-1,0,14821,0,5,1,5,132482,124720,0
"Siege über Imperator Dagran Thaurissan (Schwarzfelstiefen)","Siege über Imperator Dagran Thaurissan (Schwarzfelstiefen)",,1095,230,-1,0,14821,0,5,1,6,132839,121201,0
"Siege über General Drakkisath (Schwarzfelsspitze)","Siege über General Drakkisath (Schwarzfelsspitze)",,1096,229,-1,0,14821,0,5,1,7,134966,128218,0
"Siege über Baron Totenschwur (Stratholme)","Siege über Baron Totenschwur (Stratholme)",,1097,329,-1,0,14821,0,5,1,4,237511,129790,0
"Siege über Onyxia (Onyxias Hort)","Siege über Onyxia (Onyxias Hort)",,1098,249,-1,0,14821,0,5,1,9,134153,125417,0
"Siege über Ragnaros (Geschmolzener Kern)","Siege über Ragnaros (Geschmolzener Kern)",,1099,409,-1,0,14821,0,5,1,8,135790,132287,0
"Siege über Nefarian (Pechschwingenhort)","Siege über Nefarian (Pechschwingenhort)",,1100,469,-1,0,14821,0,5,1,10,134154,131444,0
"Siege über C'Thun (Tempel von Ahn'Qiraj)","Siege über C'Thun (Tempel von Ahn'Qiraj)",,1101,531,-1,0,14821,0,5,1,12,133575,126160,0
"Siege über Hakkar (Zul'Gurub)","Siege über Hakkar (Zul'Gurub)",,1102,309,-1,0,14821,0,5,1,11,133798,124722,0
"5-Spieler-Dungeons in Nordend abgeschl. (Endgegner getötet)","5-Spieler-Dungeons in Nordend abgeschl. (Endgegner getötet)",,1103,-1,-1,0,14807,0,0,9,9,136243,125419,0
"10-Spieler-Schlachtzüge in Nordend abgeschl. (Endg. getötet)","10-Spieler-Schlachtzüge in Nordend abgeschl. (Endg. getötet)",,1104,-1,-1,0,14807,0,0,9,10,136243,123966,0
"Tode im Auge des Sturms","Tode im Auge des Sturms",,1106,-1,-1,0,124,0,0,1,4,136243,123980,0
"Tode in 3v3-Arenakämpfen","Tode in 3v3-Arenakämpfen",,1107,-1,-1,0,123,0,0,1,2,136243,124724,0
"Tode in 5v5-Arenakämpfen","Tode in 5v5-Arenakämpfen",,1108,-1,-1,0,123,0,0,1,3,136243,124726,0
"Ehrenhafte Siege bei 5vs5-Arenakämpfen","Ehrenhafte Siege bei 5vs5-Arenakämpfen",,1109,-1,-1,0,136,0,0,1,9,136243,123058,0
"Ehrenhafte Siege bei 3vs3-Arenakämpfen","Ehrenhafte Siege bei 3vs3-Arenakämpfen",,1110,-1,-1,0,136,0,0,1,8,136243,132465,0
"Ehrenhafte Siege bei 2vs2-Arenakämpfen","Ehrenhafte Siege bei 2vs2-Arenakämpfen",,1111,-1,-1,0,136,0,0,1,7,136243,124728,0
"Ehrenhafte Siege im Auge des Sturms","Ehrenhafte Siege im Auge des Sturms",,1112,-1,-1,0,136,0,0,1,13,136243,121286,0
"Ehrenhafte Siege im Alteractal","Ehrenhafte Siege im Alteractal",,1113,-1,-1,0,136,0,0,1,10,136243,121288,0
"Ehrenhafte Siege im Arathibecken","Ehrenhafte Siege im Arathibecken",,1114,-1,-1,0,136,0,0,1,11,136243,121742,0
"Ehrenhafte Siege in der Kriegshymnenschlucht","Ehrenhafte Siege in der Kriegshymnenschlucht",,1115,-1,-1,0,136,0,0,1,12,136243,126786,0
"Am häufigsten angelegter Verband","Am häufigsten angelegter Verband",,1125,-1,-1,0,145,0,0,17,2,136243,121744,344
"Schließt die Quest 'Der Lohn des Diebes' ab, indem Ihr die Flammen aus den Hauptstädten Eures Gegners stehlt.","König des Feuerfestivals",,1145,-1,-1,0,161,1,10,0,3,133076,121943,0
"Für Reisen ausgegebenes Gold","Für Reisen ausgegebenes Gold",,1146,-1,-1,0,140,0,0,1,11,136243,123079,0
"Gold beim Barbier ausgegeben","Gold beim Barbier ausgegeben",,1147,-1,-1,0,140,0,0,1,12,136243,125713,0
"Für Post ausgegebenes Gold","Für Post ausgegebenes Gold",,1148,-1,-1,0,140,0,0,1,13,136243,123081,0
Talentneuverteilungen,Talentneuverteilungen,,1149,-1,-1,0,130,0,0,1,1,136243,121905,0
"Gold für Talentneuverteilungen ausgegeben","Gold für Talentneuverteilungen ausgegeben",,1150,-1,-1,0,140,0,0,1,14,136243,124912,0
"Tötet 50 gegnerische Spieler in der Halle der Sturmlanzen im Alteractal.","Loyaler Verteidiger",,1151,30,1,0,14801,0,10,0,6,236368,123060,0
"Verteidigt 3 Basen in einer einzigen Arathibeckenschlacht.",Verteidigungskünstler,,1153,-1,-1,0,14802,0,10,0,6,236346,123083,0
"Gewinnt ein Duell gegen einen anderen Spieler.",Duell-ikat,,1157,-1,-1,0,95,0,10,0,10,132148,124409,0
"Erreicht auf Stufe 80 eine persönliche Wertung von 2.200 in der 2v2-Sparte der Arena.","Nur wir Zwei: 2.200",,1159,-1,-1,401,165,0,10,0,9,236329,140622,0
